username1,meta1
Masterself,1
Edit Author,1
Andru.miller,0
Chimpoo1000,0
CommOERChip,1
Rydbergite,0
Zedekiah Nandwa,1
DrewdleGuy,1
Hal.MacGregor,1
Bloodclan,1
Jattsikh,1
Eebeejay,0
Pachydermatous Mameluke,1
Muhammad Ibrahim Ahmad,1
Souagague,1
Bchigu007,1
ImmersionHeaterGuru,1
IngeWinter,1
Athifsarwar,1
Arwa syr,1
IA-chemist,0
TyAbot,1
Burgerconquest,0
Katherineatnokia,1
A. Patrick DeAula,0
SachuKorattyswaroopam,1
EricsonWillians,0
PeterGriff49,1
Freewake,0
AchisDeGeth,1
Terahertz7,0
Not so slim shady951,0
Gummif,1
Jascalara04,0
Farestar1,1
Jacobarmstrong472,0
Throwdelathss,0
Tharangac,1
Cctnas,1
OfficialRikudouSennin,0
ScreamingDuck,0
Esha Wagle,0
Dabomb44,1
Rrobi332,1
Nicecap,1
SSp3,1
Shreshta chatterjee,1
Multigliches,0
John M. Huffman,1
Gingeroscar,0
Eduard Joseph,1
Highrez2,1
Smuggli,1
Verogreg,1
Jenniedavis3340,0
Danwe From the Other Planet,1
Rogers Bildadi Mfinanga,1
Hedonil,0
Seherring,0
Ecofica public,1
Topu Barua,1
Ngladstone,0
DenzilSequeira,1
Brianjh59,0
Mydriver1998,0
Alekshultschool,1
Jwejjw2,1
Poeticluvchild,1
Chaoarren,0
Zafar.saqi,1
Skindog666,0
Aseemdgr8,0
Josevemmeli,1
Afolabitundun,0
Digghutid,1
Futurecelebrities,1
Perazza,1
Aditya44 patil,1
Eliot1966,1
Akbishwokarmaa,1
Johnson2221,1
Nialv7,0
FU2K,1
Wolfsburgvfl,1
AugurNZ,1
Bekhouche Salah Eddine,0
Xontia,0
Pocketkings,1
Mazen jastanyah,1
DBrown SPS,1
RiverSev,1
Andres P Lopez,1
Sinpucas,0
Lwarrenwiki,0
Dbims,1
Mark Cowie,0
ProKro,1
Koushal22,1
KayleeS17,1
Mohsinadia,1
Srahuls,1
Rati Ranjan Roy,1
Seeann,0
Ericwillies663,0
CollectiveWisdomAtom,1
Jeffelliott1986,0
Brian McInnis,0
CAChristiansen,0
Irfanbodla,0
Vivekchaudhary1,0
M10221317,1
Jeevan King,0
Matheus de Sousa Lopes,0
Pontobaggins,0
