username1,meta1
Onetimeuseusername,0
Coaster6,0
Factmaaan!,0
Bbhhuuffllkkgghh,0
Trololol69,0
Bobbysedita,0
Whisperdeer3,0
Wiki-screweruper,0
Albertleeisqueenie,0
Orgasimmaker1234,0
Derpstone,0
Jvt54,0
420 man 451,0
Cocobrain123,0
Nathanbennett,0
MidgetBot2,0
Plodditaploddington,1
DJLisaplus,1
HelpTheChast,0
대원씨아이,0
Aaronknowsitall,0
Galaxyglorious,0
Thejanoskiansgrande,0
Imerk803,0
Doncheedle,0
Jamesneilander,1
Woahmanwoah,1
Fighterjet62,1
MooreNo1,1
Hagaye,0
Katie katywaty,1
Iamnickcelery,0
Thisredneck,0
MohdQ12345610,1
Limonjunior6,0
DoucheMagouche,0
Dirt under fingernails,1
FARTING GRANDPA,0
Buttchuckle50,0
Doingstuffright,0
Dkallinicos,1
Young600stacks,0
Best girl ever,0
GRIMREAPER524,0
Loleggs,0
Dr.XXXX,0
Ggsnsdggq,0
Kindom of blorida,1
Lillynholt,0
Jaystriker748,0
Aleksa is cool,0
Boobieben,0
"Olioni 0,36",0
Jmack69,0
Vrraybadboy213,0
ESPN Online,0
Knowledegable,0
Bbqquueerrttddff,0
Secondtrip,1
Gage3013,0
Jasonj926,0
Hobbitgenius,1
Balbalablskdjhfakjs,0
Cardboardbox1,0
Jontym24,0
Downhill12,1
Morzaquehabla,0
Bluejay101984,1
Ujustgottrolledbytrollarch,1
Ipwndthebeast,0
Iloveoomshi,1
AGENTVN,0
King watkins1,0
Appleboy64,1
Brunead34,0
Ninjamaster616,0
KBA1980,0
Sexyhype69,0
Grdngnme,0
Frankie4100,0
Toissex,0
Snowpants89,0
Jordikokki90,0
00dcrotzer,0
Sharkthe1st,0
Puremagic67,1
2hrrd0808,0
TomBillyCruise,0
Rmatson123,0
Brooke8590,0
Dwlover101,0
Imvchoudhary,0
Sk8ter32123,0
Jiggawhat32,0
Williumwall4,0
Mynameisnotbarackobama,0
Lane.snow25,0
MotherduckingRambo,0
FrozenFreeze,0
Brennsy5463,0
Alexcool17,0
Kieran97lol,0
Magicson,1
Blahblah12333,0
Squirtle117,0
InvitedGull,0
Tubaface,0
Srambo97,0
Brennanboymen,0
Kaitlyn Songer,0
Xionkitsune,0
Macarthurisafalseteacher,0
AlbiIS,0
Anthonycabada,1
Meawesome6544211,0
Flamingblaze208,0
Challenisboss,0
Sharkmansteelerdude,1
Washmesir,0
Joleamz,0
ThePoopmaster33,0
Abc...callum,0
NONO9999,0
Clayv123,0
Luke43324,0
Luke778902,0
EMA123421,0
Iftot,1
Hectorpedroza,0
Little miss bobby joe,0
Sokisoki98,0
Owenbrown51,0
SwagDeamon5000,0
OpTic I Frodo101,0
Jackgood123,0
FactorFamNU,0
Klapklapzap,0
Editing Troll 4,0
Lord flacco,0
Drake141414,0
Trollin98,0
TheEvilRussian,0
Frankie41,0
MarcusMurrdic,1
Stickytack6969,0
MattTheGuardBoy,1
Awhchristhey,0
Spoocane,1
DA WIKI BOSS,1
Wsparkes,0
Ac12109,0
Quinnjenish,0
Solololololo,0
Rem2beast,0
Dude123123456456,0
Jack.amato15,0
Bskddd,0
Npatel668,0
Tit69,0
WPsheep,0
Jackson Smoll,0
Seriousarticleeditor168,0
Janie.bradford,0
Fawkesthepheonix,0
WikiGrammarNazi,0
Collin17138,0
Sarabiss14,0
Terbbert,0
Piercy29,0
Durp123,0
Lunatras,0
Freedomformypeople,0
Le9gagTroleMaster,0
Thisisausernameforme,0
Chrisxdresser,0
Mrthedreat,0
Chappy425,0
Jew4eva69,0
Playtime1208Kinz,1
Sdavis47,1
Poptartman117,0
Dkfeet,0
Tadar99,0
Calswfc96,0
Buchanan308,0
KillerKenny11,0
Pilney24,0
Downunder1988,1
Notanaflplayer,0
Tokyo124,0
25yankee,0
Sapish101,0
Im-a-cow,0
DragonZMP,0
Dariusraichi,0
999sian,0
신속과 정확,0
Mymoneybagz,0
Dakota4226,0
Juliasmexicangrill,0
Munnan the kid,0
Adin118,0
Trololololollolololllollolol,0
Darkkiller7913,0
EnvyVEVO,0
Remco123456789,0
Ptunali2013,0
IBETLEONARD44,0
Batman2341,0
