username1,meta1
Swardwidow,0
Sobrkills,0
Willybuumbuum,0
Trolooooooolo,0
Franksmith229,1
Bunmpilpl,0
TreesAreNotGood,0
Rileywwofs1,0
Tryuee,0
Doc Kavorkian,1
Vanda0101,0
Lilxxxwill,0
BanMeIfYouDare,0
Beanstalkjack,0
Duckseatcats,0
Cheeseyfangs,0
Marklake82,0
Thewalkingdead1234,0
WikiApzscoji,0
Pooweeheadbum,0
Joshua scrase3,0
124bellrossballer,0
Dick and dom,0
Big fidiot,0
GetCrankinsonned,0
Rochestersais,0
Kenshiinalternateform,0
Gageyboy,0
Trollcity2322,0
Realjrthejerk,0
Dick745,0
Seidenfisch,0
Pooooooo78910,0
Justingiovanni,0
Ajfphgribgiugbuh9807u8,1
Datonorad,1
JohnnyGR,1
HelloManDan,0
Taurtistank,0
CallumCiappelli,0
Warhead359,0
Hdskumm,0
Tg3wwt,0
LottieLane,0
ZH*TSTORM,1
Bumbumneg,0
Conglomerate of JRs piles,0
Knowledgeball,0
Alex22roma,0
Therealbummyjones123,1
SwaggaMoney,0
Raad -10,0
Theweekenderswastrash,0
Vallpages,1
CyberWolf2895,0
WaffleMuncher,0
XXYYZZ99999,1
5646547654653452a,0
Wowsas67,0
Jjstub,0
Dylanka126,0
TeamSentaSecurity,0
Onedrocks,0
Shmehh36,0
Chinksantana,0
Jackcars123,0
Mills3270,0
EIH EDITOR,0
Johnnojammy,0
Shijomonthomas,0
Onixgh,0
Mackdizzledazzle,0
VolunteerMarekIsLaughingAtYou,1
ValuedContributor,1
Awesome boss 69 69,0
Sally524,0
Idonotchangewikipagesforsure,0
BanMeIfYouCan,0
HappyFarmPerson,0
Watdahek,0
RG cloUdz,0
Voilt2345,0
Sarahmartinofnewyork,0
AnonymousRevenge,0
Bonnttee,1
Thisisthecraic,0
Mmmmr,0
Hgfhjgfjkhg,0
MacedoniaisMacedonia,0
Zombielover240,0
Rotecuts,0
Liambrenno98,0
10revanstim,0
GasiousZX,0
Pussydestroyer68,1
Hldavis17,0
Martink123,0
Whyyounohackme,0
Lewismacdonaldcock,0
Brownguy123,0
Teamloco23,0
Smurf6661,0
Theblackgeek,0
Jjleonard10,0
KieranWATERS,1
Rated-R.XXX,0
Ilovecows123,0
Ninar Haneris,0
Hello 4562,0
Ihatespambutiam,0
Europa928,0
PopsLover,0
Zachpack9,0
Nsc13,0
Swagtaha,0
Monkeypolice000,0
Tomsimpson1,0
Liquidghosty,0
Spenda509,0
The TIL helper,0
Themajestikm00sen,0
Morganseymourbutts,0
CoinVaultLover,1
Moodfuhgfdpooedghfaf,0
BIGjANUS,0
Qwertyuiop123456789101112,0
Dan Hounsell,0
Stilllegit,0
Yodaddy555,0
Yolo382,0
Hermader,1
Dylanjary11,0
JJ Jaguar2000,0
Swagswagswagswagswag,0
Jaymcyo,0
Hhhh12,0
Derekbelkofer,0
Omfgimswag,0
Superkarebear,0
YourMomsChestHairs,1
Antinorms,0
WikiV23,0
Stevo55,0
Ceca45ceca,0
Nonya1228,0
Poop217,0
Breadsheeran,0
Idkbye,0
Skjnf93wiu4hf,0
Sam-aung,0
Tasfiax,0
MariamSoli,0
Cobrien17,0
Potato111444,0
Cahhhh,0
Pimpdaddy122,0
Barrackyomama,0
Harry Nutsack Potter,0
I AM A PORNSTAR,0
Jason Murdah,0
111no111,0
Don't Vote Democrat!,0
Miikeoo,0
Ted.Danson67,0
Bigboyroy82,0
MooPotatoes,0
Firefox191,0
Dt7474,0
CharizardIsAFlippinDragon,0
Apersonyoudonotknow,0
NinjaJacob05,0
Simche,0
Bester Mann 1234,0
EverybodyHz,0
Badger714,0
Henrytwinkler,0
Gfjh,1
WidgetFan874,0
Baseballhoss24,0
Harry Baker CP,0
Cherlloydfan123,0
MHJRA,0
BB9999,0
Mattyran,0
3aMo0or Xx,0
Thedawgmans,0
Hellomilessss,0
Proskatr,0
N. Tuyushembekov,1
The5thBird,1
Snowymoon64,0
Col=brd123321,0
FlamboyantRhino,0
Tabrnakus,0
Grandma Goldenjewstein,0
Nomatey,0
BenVal123,0
Sir.dr.mr.awesome,0
Duslai99,0
Brad dover,1
Ezdiztorz,0
Officialuzbek,0
Tkrog28,0
Penile Disfunction,1
GhettoMidget,0
MotherFher,0
Optroller333,0
Themaxandpeter,0
Hello I am a barnicle,0
Index card,0
Wwwwwwwf,0
OopsThatsNotRight,0
Tinytimscane,0
Richardwinston123,0
BeansWCornbread,1
Happyfaceman,0
Keijaun123,0
ColtonAdams101,0
Carterdday,0
Jjusa123,1
Croweb,0
Homo123456,0
Zaneb17,0
Jayzeeboo,0
Thecruiserboy,0
Michael skinners,0
Manyakmetal,0
XVmage456,0
Humbleanator,1
AndrewMoffat999,0
TaReyLover,0
Vdaqzad,1
