username1,meta1
Lvansteenvoort,0
Aschimelfenig,1
113baqir113,0
Ruebenross,0
Kumbreviciute,1
LucaTea,1
Spyglasses,1
MoriTheDreamer,0
Linusw1,0
Ghost49424942,1
HosseinSagart,1
ScooterStein,1
Stanbrock,1
16002haydos,1
BB8904LYF,0
Vnurshaba,0
Closerinpex,1
Hashan22,1
Bobman2002,1
C V RamBabu,1
Lmcintyre2,1
StevoOnAir,0
Maurizio Martina,1
Will K. Jeong,1
Hillary.conway,1
Bona55107,1
Siddharth001,1
Thegman254,1
PS171,0
L4D Bill,1
Already1329,1
E71q547p,1
Buncher4,0
Girlitzerpink,1
J-ostin,1
Suitecaseharry,1
Controlaltdelete121,0
JoshKikta,0
Whyasknow,0
EinVaktel,1
Rejectess,0
Nea Geo,1
Livux2904,0
Senioranonymous,0
OrangeHerald,0
Vickie ronseru,0
The No Yeahs,1
Syncmaster913n,0
Prof.Dr Talat Efendija,1
SorinNita,0
TrishLevey,1
Keldon Mills,1
Dhanushkurosaki,1
Amaysim Australia,1
Rcdeva,1
Yutost,0
Geisst,0
Andu mela,1
Edilbert.fernando,0
Theroyalnikunj,1
HhhipBot,1
Elyanmusic,1
Herfjerf,0
Taco Mon,0
Faryallover321,1
Theravi,1
Ramkannanraj,1
Rashedahmedkhan,1
Kew Gardens 613,0
MoModgaff,1
TehBotol,1
Jacob soulliere,1
BuahPukul,1
Ripomatic,1
Pereslavtsev,0
NarutoBleach108,0
Mithridaties,1
Alex Deibel,1
BinkyGee,1
Billy4554,1
Anonymous capybara,0
Mkissane,0
Asafril,1
Pansh0,0
Ecrice91,1
Quagmire5389,1
Libramtera,1
B82mo,1
Vimleshchandra,0
Aeroadam,1
TaylorASwift,1
Rupeshgupt89,1
IacobusIosephus,1
Indian Drama Industry Purashkar,1
Mjerenje,1
NorthBySouthBaranof,0
Bimfolu10,0
Imjmedia,1
Up and in,0
Eddiem626,1
Rob343,1
Thisisjames,0
KnittingQueenKY,0
Ecriloquence,0
Adrianburbie,0
