counter,ntus
2,0
4,0
10,0
13,0
229,0
231,0
235,0
246,0
249,0
272,0
280,0
307,0
308,0
315,0
316,0
359,0
417,0
429,0
534,0
544,0
553,0
563,0
583,0
608,0
698,0
752,0
788,0
797,0
801,0
802,0
812,0
844,0
893,0
924,0
927,0
932,0
1082,0
1086,0
1104,0
1108,0
1109,0
1112,0
1114,0
1129,0
1130,0
1189,0
1194,0
1198,0
1218,1
1222,0
1228,0
1229,0
1250,0
1254,0
1255,0
1257,0
1259,0
1273,0
1276,0
1277,0
1346,0
1357,0
1360,0
1361,0
1394,0
1396,0
1416,0
1419,0
1430,0
1434,0
1436,0
1452,0
1453,0
1467,0
1470,0
1600,0
1604,0
1606,0
1623,0
1632,0
1636,0
1639,0
1687,0
1708,0
1713,0
1716,0
1738,0
1743,0
1744,0
1776,0
1781,0
1785,0
1802,0
1832,0
1836,0
1842,0
1849,0
1891,0
1898,0
1901,0
2015,1
2060,0
2084,0
2120,0
2143,0
2152,1
2154,0
2159,0
2185,0
2201,0
2202,0
2206,0
2207,0
2210,0
2211,0
2220,0
2227,0
2228,0
2235,0
2257,0
2258,0
2262,0
2268,0
2270,0
2277,0
2278,0
2296,0
2301,0
2306,0
2348,0
2349,0
2351,0
2360,0
2365,0
2415,0
2509,0
2527,0
2529,0
2566,0
2567,0
2683,0
2684,0
2689,0
2721,0
2856,0
2857,0
2919,0
2952,0
3024,0
3046,0
3073,0
3076,0
3077,1
3082,0
3084,1
3089,1
3100,0
3101,0
3102,0
3106,1
3406,0
3427,0
3433,0
3438,0
3441,1
3446,0
3447,0
3468,0
3469,0
3471,0
3529,0
3570,0
3871,0
3872,0
3874,0
3875,0
3940,0
3955,0
3958,0
3970,0
3974,0
3985,0
3999,0
4000,0
4001,0
4010,0
4029,0
4040,0
4041,0
4050,0
4066,0
4070,0
4086,0
4089,0
4095,0
4096,0
4106,0
4111,0
4126,0
4132,0
4133,0
4141,0
4143,0
4173,0
4174,0
4200,0
4350,0
4437,0
4483,0
4509,0
4544,0
4548,0
4585,0
4616,0
4621,0
4638,0
4641,0
4646,0
4647,0
4652,0
4654,0
4665,0
4670,1
4712,1
4718,1
4723,0
4736,0
4737,0
4768,0
4779,0
4792,0
4871,1
4900,0
4975,1
5219,0
5233,0
5299,0
5315,0
5326,0
5363,0
5395,0
5414,0
5431,0
5437,0
5948,0
5969,0
6005,0
6007,0
6008,0
6010,0
6012,0
6021,0
6025,0
6030,0
6046,0
6047,0
6065,0
6115,0
6116,0
6140,0
6142,0
6411,0
6573,0
6605,0
6607,0
6628,0
6681,0
6683,0
6691,0
6702,0
6719,0
6774,0
6775,0
6778,0
6815,0
6816,0
6822,0
6836,0
6846,0
6879,0
6930,0
6948,0
6957,0
7155,0
7156,0
7170,0
7172,0
7181,1
7212,0
7334,0
7350,0
7374,0
7375,0
7392,0
7511,1
7518,0
7522,0
7525,0
7551,1
7729,0
7775,0
7782,0
7835,1
7930,0
7931,0
7943,0
7947,0
7962,0
8016,0
8017,0
8018,0
8035,0
8039,0
8063,0
8064,0
8077,0
8091,0
8095,0
8120,0
8132,0
8135,0
8181,0
8190,0
8222,0
8256,0
8336,0
8337,0
8338,0
8392,1
8421,1
8542,1
8547,0
8580,1
8588,0
8594,0
8595,0
8627,0
8750,0
8771,0
8787,0
8789,0
8792,0
8794,0
8814,0
8834,0
8916,0
9061,0
9119,0
9176,0
9247,0
9248,0
9253,0
9304,0
9347,1
9354,1
9357,0
9373,0
9378,0
9379,0
9416,0
9423,0
9425,0
9430,0
9431,0
9476,0
9501,0
9507,0
9517,0
9571,0
9572,0
9594,0
9599,0
9600,0
9602,0
9605,0
9607,0
9640,0
9656,0
9658,0
9660,0
9663,0
9668,0
9671,0
9724,0
9728,0
9744,0
9748,0
9749,0
9843,0
9851,0
9857,0
9862,0
9867,0
9913,1
9946,1
9951,0
9967,0
9971,0
9985,0
9992,0
10046,1
10051,0
10052,0
10058,1
10123,0
10128,0
10164,1
10196,0
10197,0
10305,0
10310,0
10313,0
10314,0
10315,0
10318,0
10361,0
10363,0
10364,1
10377,0
10418,0
10483,0
10485,0
10487,0
10491,0
10511,0
10521,0
10522,0
10525,0
10627,0
10630,1
10707,0
10722,0
10731,0
10747,0
11128,0
11189,0
11191,0
11192,0
11222,0
11312,0
11361,0
11417,0
11471,0
11472,0
11476,0
11543,0
11551,0
11583,0
11609,0
11610,0
11621,0
11629,0
11632,1
11641,1
11661,1
11662,1
11697,0
11702,0
11712,0
11744,0
11748,0
11773,0
11821,0
11838,0
11866,0
11879,0
11880,0
11942,1
11947,1
11954,1
11960,0
12004,0
12005,0
12045,0
12064,0
12091,0
12096,0
12110,0
12135,0
12139,0
12173,0
12184,0
12191,0
12236,0
12238,0
12250,0
12260,0
12262,0
12267,0
12273,0
12294,0
12373,0
12374,0
12375,0
12380,0
12399,0
12418,0
12438,0
12448,0
12451,0
12453,0
12455,0
12458,0
12460,0
12462,0
12463,0
12482,1
12483,1
12496,0
12502,0
12508,0
12509,0
12518,0
12520,0
12523,0
12529,0
12538,0
12539,0
12543,1
12546,0
12569,0
12572,0
12579,1
12599,0
12600,0
12604,0
12613,0
12614,0
12623,0
12635,0
12672,0
12674,0
12679,0
12680,1
12690,0
12724,0
12726,0
12728,0
12813,0
12815,0
12828,0
12829,0
12843,0
12847,0
12854,1
13107,0
13146,0
13153,0
13163,0
13167,0
13202,0
13204,0
13668,0
13687,0
13695,0
13792,0
13816,1
14008,0
14010,0
14025,0
14110,0
14121,0
14242,0
14243,0
14252,0
14262,0
14264,0
14349,0
14535,0
14555,0
14556,0
14570,0
14600,1
14643,0
14660,0
14683,0
14762,0
14763,0
14778,0
14817,1
14826,0
14906,0
15304,0
15325,0
15326,0
15384,0
15389,0
15405,1
15441,0
15442,0
15452,0
15460,0
15541,0
15556,0
15588,0
15646,0
15676,0
15677,0
15745,0
15754,0
16006,0
16170,0
16183,0
16215,0
16216,0
16220,0
16221,0
16223,0
16255,0
16286,1
16325,0
16327,0
16430,0
16436,0
16439,0
16449,0
16450,0
16476,0
16479,0
16531,0
16560,0
16573,0
16598,0
16599,0
16604,0
16638,1
16654,0
16655,1
16664,0
16668,0
16670,0
16671,0
16679,0
16681,0
16684,0
16688,0
16692,0
16725,0
16736,0
16737,0
16741,0
16743,0
16767,0
16781,0
16807,1
16813,0
16819,0
16823,0
16840,0
16860,0
16861,0
16863,0
17017,0
17020,0
17060,0
17072,0
17089,0
17090,0
17103,0
17123,0
17124,1
17137,0
17139,0
17208,0
17215,0
17590,0
17716,0
17772,0
17773,0
17776,0
17797,0
17808,0
17812,1
17840,0
17841,1
17900,0
17903,0
17912,0
17923,0
17940,0
17952,0
17953,0
17954,0
17955,0
17956,0
17980,0
17988,0
18015,0
18120,0
18178,1
18519,0
18521,0
18523,0
18524,0
18534,0
18535,0
18536,0
18539,0
18547,0
18548,0
18549,0
18550,0
18552,0
18553,0
18555,0
18557,0
18558,0
18559,1
18561,0
18564,0
18565,0
18571,0
18581,0
18628,0
18629,0
18632,0
18634,0
18641,0
18713,0
18760,0
18762,0
18763,0
18770,0
18774,0
18782,0
18796,0
18818,0
18823,0
18824,0
18864,0
18898,0
18899,0
18900,0
18927,0
18947,0
19017,1
19037,0
19041,0
19076,0
19078,0
19085,0
19107,0
19110,0
19140,0
19170,0
19172,0
19186,0
19192,0
19220,0
19246,0
19268,0
19278,0
19281,0
19282,0
19284,0
19285,1
19313,0
19354,0
19355,0
19397,0
19450,0
19493,0
19535,0
19579,0
19586,0
19633,0
19650,0
19809,1
19810,1
19815,0
19828,0
19838,0
19898,0
19928,0
19939,0
19950,0
19976,0
19982,0
19994,0
20015,0
20060,0
20089,0
20130,0
20135,0
20144,0
20152,0
20154,0
20156,0
20157,0
20159,0
20163,0
20166,0
20178,0
20201,0
20220,0
20232,0
20234,0
20282,0
20284,0
20287,1
20454,0
20487,0
20488,0
20500,0
20502,0
20510,0
20566,0
20594,0
20622,0
20631,0
20670,0
20675,0
20677,0
20860,0
20861,0
20862,1
20876,0
20882,0
20963,1
20969,0
20973,0
21008,0
21010,0
21011,0
21012,0
21013,0
21037,0
21041,0
21089,0
21095,0
21096,0
21104,0
21125,0
21126,0
21147,0
21148,0
21150,0
21178,0
21179,0
21187,0
21251,1
21257,0
21258,0
21282,0
21316,0
21323,0
21344,0
21348,0
21360,0
21410,1
21413,0
21427,0
21469,0
21481,0
21524,0
21525,0
21527,0
21541,1
21543,0
21569,0
21605,0
21606,0
21614,0
21624,0
21631,1
21639,0
21686,0
21687,0
21690,0
21694,0
21698,0
21699,0
21716,0
22149,0
22150,0
22223,0
22224,0
22225,0
22230,0
22232,0
22233,0
22246,0
22257,0
22259,0
22274,0
22275,0
22280,0
22294,0
22336,0
22358,0
22363,0
22365,0
22370,0
22374,0
22393,0
22421,0
22436,0
22454,0
22459,0
22469,0
22528,0
22665,0
22685,0
22709,0
22710,0
22722,0
22902,0
22905,1
22933,0
22970,0
22971,0
23012,0
23035,0
23039,0
23088,0
23089,0
23113,0
23114,0
23123,0
23182,0
23234,0
23262,0
23297,0
23313,0
23347,0
23349,0
23366,0
23369,0
23392,0
23406,0
23424,0
23436,0
23443,1
23636,0
23646,0
23652,0
23654,0
23661,0
23682,0
23717,0
23786,0
23814,0
23843,0
23852,0
23870,0
23884,0
23891,0
23894,0
23915,0
23916,0
23917,0
23922,0
23925,0
23951,0
23955,0
23965,0
23976,0
24018,0
24019,0
24023,0
24025,0
24032,0
24033,0
24035,1
24042,0
24043,0
24050,0
24051,0
24054,0
24095,0
24145,1
24158,0
24186,1
24188,1
24586,0
24589,0
24608,0
24733,0
24736,0
24811,0
24813,0
24822,1
24894,0
24899,0
25097,1
25338,0
25340,0
25341,0
25354,0
25355,0
25370,0
25375,0
25377,0
25496,0
25505,0
25506,0
25517,0
25523,0
25525,0
25554,0
25585,0
25587,0
25591,0
25598,0
25601,0
25608,0
25619,0
25638,0
25642,0
25643,0
25646,0
25649,0
25653,0
25654,0
25660,0
25662,1
25694,0
25719,0
25724,0
25728,0
25738,0
25760,0
25782,0
25803,0
25808,0
25814,0
25817,0
25840,0
25861,0
25885,0
25915,0
25935,0
25936,0
25953,0
25976,0
26016,0
26023,0
26029,0
26031,0
26036,0
26041,0
26045,0
26056,0
26057,0
26059,0
26060,0
26070,0
26089,0
26100,0
26137,0
26147,0
26191,0
26195,0
26205,0
26212,0
26214,0
26218,0
26228,0
26249,0
26256,0
26266,0
26267,0
26287,0
26289,0
26299,0
26300,0
26308,0
26311,0
26323,0
26330,0
26337,0
26371,0
26457,0
26460,1
26464,0
26495,0
26496,0
26498,0
26507,0
26508,1
26510,0
26515,1
26527,0
26538,0
26539,0
26553,0
26574,0
26578,1
26596,0
26600,0
26603,0
26606,0
26610,0
26619,1
26620,0
26634,0
26657,1
26661,0
26695,0
26744,0
26983,0
26998,0
27197,0
27218,0
27219,0
27229,0
27231,0
27244,0
27247,0
27248,0
27252,0
27256,0
27264,0
27307,0
27311,0
27315,0
27317,0
27319,0
27320,0
27321,0
27322,0
27325,0
27326,1
27338,0
27340,0
27352,0
27353,0
27357,0
27359,0
27372,0
27379,0
27384,0
27393,0
27395,0
27398,0
27399,1
27515,0
27516,0
27517,0
27598,0
27632,0
27640,0
27647,0
27648,0
27842,0
27899,0
28109,0
28110,0
28112,0
28113,0
28132,0
28146,0
28175,0
28188,0
28204,0
28206,0
28265,0
28266,0
28271,0
28273,0
28291,0
28300,0
28302,0
28344,0
28353,1
28360,1
28367,1
28389,1
28405,0
28413,1
28414,1
28418,1
28454,0
28464,0
28476,0
28482,0
28504,0
28526,0
28528,0
28544,0
28587,0
28629,0
28639,0
28685,0
28696,0
28697,0
28775,0
28776,0
28908,0
28939,0
28943,0
28944,0
28945,1
29025,0
29030,0
29031,0
29094,0
29116,0
29120,0
