counter,ntus
167,0
184,1
196,0
268,0
287,0
515,0
782,0
784,0
924,0
1168,0
1169,0
1171,0
1172,0
1176,0
1180,1
1371,0
1372,0
1490,0
1496,0
1672,0
1830,0
1835,0
1904,1
2022,0
2053,0
2108,1
2384,0
2556,0
2559,0
2576,0
2636,0
2649,0
2915,0
2916,0
2939,0
3030,0
3130,0
3412,0
3424,0
3604,0
3750,0
3776,0
3896,0
4012,0
4039,0
4060,0
4064,0
4095,0
4096,0
4102,0
4106,0
4120,0
4294,0
4437,0
4450,0
4453,0
4502,0
4528,0
4532,0
4642,0
4676,0
4729,0
4919,0
4957,0
4982,0
5177,0
5260,0
6032,0
6040,0
6047,0
6077,0
6088,0
6220,0
6576,0
6587,0
6589,0
6594,0
6595,1
6667,0
6672,0
6772,1
6777,0
6780,1
6806,0
6832,0
6837,0
6845,0
6855,0
6865,0
6870,0
6937,0
6972,0
7015,0
7036,0
7071,1
7078,0
7114,1
7136,0
7266,0
7274,0
7288,0
7291,0
7314,1
7315,0
7378,0
7390,0
7412,1
7419,1
7441,0
7442,0
7531,0
7532,0
7543,0
7549,0
7552,0
7554,0
7555,0
7559,0
7580,0
7582,0
7586,0
7637,0
7641,0
7646,0
7669,0
7671,0
7687,0
7845,0
7856,0
