counter,ntus
59,0
65,0
73,0
109,0
192,0
199,0
210,0
222,0
338,0
426,0
427,1
589,0
596,0
601,0
815,0
918,0
920,0
950,0
976,0
983,0
1044,0
1099,0
1101,1
1183,0
1232,1
1331,0
1537,0
1599,0
1600,0
1602,0
1603,1
1609,0
1651,0
1938,0
2046,1
2050,0
2142,0
2279,0
2350,0
2418,0
2556,0
2626,0
2627,0
2656,0
2670,0
2696,0
2737,0
2780,0
2875,0
2930,0
3097,0
3144,0
3264,0
3392,1
3508,0
3610,0
3873,0
4047,0
4175,0
4213,0
4306,0
4307,0
4508,0
4546,0
4594,0
4610,0
4612,0
4779,0
4808,0
4820,0
4821,0
4834,0
4876,1
5223,0
5272,0
5330,0
5462,0
5495,0
5501,1
5585,1
5604,0
5626,0
5632,0
5633,0
5668,0
5669,0
5689,0
5701,0
5735,0
5786,0
5801,0
5804,0
5978,0
6013,0
6062,0
6084,0
6094,1
6096,0
6111,0
6121,1
6153,0
6165,0
6221,0
6259,0
6269,0
6351,0
6438,0
6574,0
6588,0
6591,0
6605,1
6619,0
6620,1
6725,0
6837,0
6897,0
6925,1
6942,0
6960,0
6963,0
7027,0
7046,0
7047,0
7095,0
7103,0
7149,0
7154,0
7163,0
7169,0
7346,0
7541,0
7560,1
7568,0
7638,0
7658,1
7673,0
7863,1
7901,1
7919,1
7966,0
8261,1
8575,0
8717,1
8746,1
8782,0
9000,1
9024,1
9044,1
9059,0
9179,0
9267,1
9293,0
9319,0
9355,0
9367,0
9418,0
9480,0
9494,0
9595,0
9605,0
9647,1
9694,1
9758,1
9849,1
9904,0
9905,0
9928,0
9930,0
9936,0
9938,0
10009,0
10048,0
10049,0
10184,0
10185,0
10220,1
10256,0
10257,0
10259,0
10273,0
10274,0
10311,0
10340,0
10341,0
10350,0
10423,1
10424,0
10544,0
10571,0
10577,0
10594,0
10630,1
10635,1
10788,1
10887,0
10893,0
10961,1
11052,0
11056,0
11153,0
11154,0
11171,0
11218,1
11219,1
11231,0
11277,1
11278,0
11284,0
11308,0
11310,0
11313,0
11318,0
11320,0
11321,0
11325,0
11326,0
11327,0
11328,0
11332,0
11352,0
11353,0
11357,0
11358,0
11376,0
11377,0
11380,0
11389,0
11417,0
11418,0
11421,0
11422,0
11426,0
11428,0
11430,0
11432,0
11433,0
11434,0
11439,0
11440,0
11452,0
11466,0
11470,0
11474,0
11475,0
11482,0
11488,0
11541,0
11614,0
11621,0
11664,0
11711,0
11721,0
11749,0
11785,0
