counter,ntus
114,0
195,0
277,0
343,0
433,0
762,0
849,0
1038,0
1041,0
1057,0
1091,0
1093,0
1280,0
1368,0
1573,0
1584,0
1654,0
1919,0
1932,0
2047,0
2250,0
2410,0
2485,0
2570,0
2571,0
2905,0
3097,0
3099,0
3237,0
3238,0
3429,0
3542,0
3549,0
3683,0
3863,0
3908,0
3911,0
4334,0
4662,0
4663,0
4773,0
4865,0
4927,1
5016,0
5036,0
5038,1
5257,0
5262,0
5305,0
5321,0
5352,0
5353,0
5395,0
5782,1
5946,0
5988,0
6050,0
6051,0
6130,1
6131,1
6230,1
6247,1
6280,0
6341,0
6385,0
6397,0
6398,0
6407,1
6423,0
6470,1
6539,0
6540,0
6541,0
6543,0
6586,0
6638,0
6749,0
6793,0
6795,0
6905,0
6970,0
6982,0
6991,0
7032,0
7036,0
7042,1
7044,1
7084,0
7088,0
7096,0
7119,0
7129,0
7149,1
7156,0
7159,0
7216,1
7259,1
7262,1
7315,0
7341,0
7343,0
7345,0
7357,0
7371,0
7385,0
7388,0
7406,0
7409,0
7411,0
7433,1
7439,1
7479,1
7492,1
7502,1
