counter,ntus
9,0
11,0
50,0
52,0
95,0
96,0
108,0
115,0
117,0
121,0
169,0
170,0
171,0
176,0
182,0
184,0
185,0
186,0
188,0
203,0
205,0
209,0
215,0
222,0
227,0
233,0
238,0
242,0
243,0
251,0
259,0
263,0
282,0
333,0
345,0
346,0
349,0
352,0
403,0
405,0
408,0
410,0
453,0
455,0
634,0
656,0
923,0
1011,0
1045,0
1094,0
1097,0
1103,0
1108,0
1114,0
1115,0
1120,0
1130,0
1136,0
1139,0
1152,0
1159,0
1163,0
1172,0
1188,0
1199,0
1219,0
1449,0
1453,0
1531,0
1565,0
1590,0
1700,0
1701,0
1739,0
1743,0
1744,0
1756,0
1774,0
1775,0
1778,0
1779,0
1783,0
1784,0
1788,1
1790,0
1791,1
1828,0
1840,0
1858,0
1862,0
1864,0
1870,0
1871,0
1874,0
1904,0
1942,0
1976,0
2047,0
2092,0
2336,0
2533,0
2609,0
2614,0
2615,0
2844,0
2845,0
2846,0
2881,0
2888,0
2894,0
2900,0
2903,0
2907,0
2910,0
2911,0
2914,0
2922,0
2923,0
2925,0
2927,0
2929,0
2950,0
2951,1
2952,0
2964,0
2967,0
2970,0
2977,0
2988,0
3017,0
3027,0
3041,0
3044,0
3053,0
3159,0
3165,0
3183,0
3197,0
3257,0
3272,0
3276,0
3278,0
3280,0
3283,0
3299,0
3300,0
3303,0
3310,0
3326,0
3335,0
3339,0
3364,0
3366,0
3386,0
3389,0
3402,0
3436,0
3463,0
3466,0
3471,0
3472,0
3480,0
3489,0
3497,0
3517,0
3522,0
3578,0
3588,0
3606,0
3644,0
3654,0
3662,0
3665,0
3666,1
3686,1
3708,0
3709,0
3732,0
3737,0
3748,0
3758,0
3759,0
3762,0
3765,0
3772,0
3775,0
3777,0
3783,0
3790,0
3793,0
3819,0
3821,1
3824,0
3841,0
3877,0
3950,0
3973,0
3985,0
3991,0
4052,0
4063,0
4064,1
4073,0
4078,0
4093,0
4097,0
4152,0
4157,0
4187,0
4190,0
4195,0
4256,0
4359,0
4382,0
4400,0
4402,0
4408,0
4432,0
4579,0
4616,0
4635,0
4656,0
4676,0
4690,0
4692,0
4721,0
4761,0
4790,0
4796,0
4814,1
4817,0
4826,0
4831,0
4847,0
4852,0
4853,0
4862,0
4863,0
4876,1
4887,1
4895,0
4898,0
4901,0
5031,0
5067,0
5072,0
5075,0
5077,0
5090,0
5096,0
5101,0
5191,0
5207,0
5317,0
5353,0
5411,0
5589,0
5663,0
5679,0
5691,0
5706,0
5707,0
5725,0
5731,0
5733,1
5735,1
5743,0
5744,0
5762,0
5763,0
5770,0
5787,0
5793,0
5795,0
5797,0
5798,0
5805,0
5806,0
5808,0
5811,0
5858,0
5864,0
5865,0
5873,0
5875,0
5977,0
5995,0
5996,0
5998,0
5999,0
6030,0
6075,1
6138,0
6157,0
6158,1
6210,0
6287,0
6315,0
6362,1
6413,1
6517,0
6539,0
6542,0
6562,0
6574,0
6579,0
6604,0
6606,0
6608,1
6631,1
6638,0
6645,0
6647,0
6651,0
6670,0
6673,0
6675,0
6696,0
6701,0
6707,0
6717,0
6769,1
6794,0
6796,0
6811,0
6812,0
6822,0
6823,0
6825,1
6857,0
6869,0
6893,0
6905,0
6906,0
6938,1
6985,0
7009,0
7139,1
7226,0
7333,0
7335,0
7337,0
7338,0
7396,0
7398,0
7444,0
7453,0
7455,0
7457,0
7458,0
7464,0
7483,0
7545,0
7577,0
7586,0
7619,0
7671,0
7772,1
7813,0
7814,0
7874,0
7912,0
7913,0
7921,0
7933,0
7971,0
7978,1
7979,0
7980,0
7985,0
7996,0
8048,0
8050,0
8071,0
8088,0
8089,0
8094,0
8102,0
8103,0
8108,0
8145,0
8189,0
8192,0
8193,0
8195,0
8197,0
8207,0
8248,0
8251,0
8255,1
8260,0
8276,0
8287,0
8288,0
8302,0
8505,1
8521,0
8522,0
8524,0
8566,1
8624,1
8648,0
8662,0
8663,0
8667,0
8699,0
8769,0
8784,0
8790,0
8822,0
8838,0
8842,0
8846,0
8847,0
8848,0
8849,0
8852,0
8854,0
8905,0
8908,0
8915,0
8938,0
8955,0
8962,1
8990,0
9004,0
9014,0
9156,1
9168,0
9170,0
9273,0
9289,1
9295,0
9351,0
9360,0
9376,0
9416,0
9417,1
9427,0
9452,0
9466,0
9528,0
9549,0
9560,0
9564,0
9566,0
10064,0
10069,0
10070,0
10074,0
10082,0
10083,1
10089,0
10101,0
10105,0
10134,0
10137,0
10231,0
10259,0
10303,0
10306,0
10313,0
10433,0
10434,0
10474,0
10477,0
10541,0
10543,0
10549,0
10586,0
10590,1
10604,0
10605,0
10616,1
10666,0
10694,0
10710,0
10717,0
