counter,ntus
156,0
157,0
210,0
244,0
249,0
311,0
313,0
327,0
331,0
341,0
348,0
365,0
408,0
443,0
444,1
452,0
466,0
511,0
538,0
539,0
598,1
613,1
620,1
623,0
662,0
710,0
723,0
733,0
753,0
764,0
771,0
794,0
800,0
807,0
905,0
913,0
1025,0
1032,0
1039,0
1064,0
1072,0
1075,0
1078,0
1119,0
1151,0
1188,0
1243,0
1245,0
1305,0
1318,0
1329,0
1730,0
1964,0
2028,0
2156,0
2172,0
2180,0
2225,0
2226,0
2235,0
2241,0
2255,0
2257,0
2259,0
2261,0
2263,0
2265,0
2268,0
2273,0
2300,0
2301,0
2302,0
2316,0
2324,0
2327,0
2338,0
2341,0
2343,0
2344,0
2365,0
2412,0
2427,0
2433,0
2456,0
2467,0
2486,1
2490,1
2563,0
2565,0
2566,0
2569,1
2652,0
2678,0
2681,0
2686,0
2693,0
2698,0
2736,0
2737,0
2753,0
2754,0
2814,0
3318,0
3320,0
3321,0
3322,0
3331,0
3338,0
3352,0
3356,0
3364,0
3366,0
3417,0
3491,0
3492,0
3500,0
3511,0
3515,0
3517,0
3520,0
3521,0
3522,0
3553,0
3555,0
3562,0
3563,0
3568,0
3608,0
4090,0
4096,0
4097,0
4102,0
4110,0
4117,0
4118,0
4132,0
4137,0
4142,0
4151,0
4170,0
4185,0
4186,0
4189,0
4201,0
4230,0
4238,0
4239,0
4272,0
4325,0
4349,0
4356,0
4357,0
4399,0
4461,0
4501,0
4663,0
4736,0
4739,0
4741,0
4767,0
4768,0
4781,0
4811,0
4850,0
4925,0
4949,0
4962,0
4990,0
5004,0
5007,0
5030,0
5032,0
5034,0
5041,0
5050,0
5054,0
5063,0
5116,0
5118,0
5119,0
5158,0
5159,1
5167,0
5191,0
5254,0
5262,0
5263,0
5280,0
5285,0
5295,0
5731,0
5786,0
5793,0
5806,0
5809,0
5825,0
5826,0
5864,0
5874,0
5880,0
5883,0
5887,0
5888,0
5892,0
5917,0
5954,0
6448,0
6457,0
6618,0
6639,0
6661,0
6678,0
6679,0
6712,1
6715,0
6716,0
6717,0
6719,1
6725,1
6730,0
6731,0
6732,1
6733,0
6739,0
6740,1
6743,0
6747,0
6775,0
6776,0
6793,0
6843,1
6848,0
6914,1
6947,0
6950,1
7052,1
7078,1
7121,0
7170,0
7174,0
7201,0
7204,0
7223,0
7225,0
7263,0
7320,0
7323,0
7360,0
7363,1
7399,1
7401,1
7423,0
7440,0
7442,0
7447,0
7451,1
7470,0
7473,0
7484,0
7487,0
7499,0
7502,0
7510,0
7516,0
7526,0
7527,0
7528,0
7568,0
7615,0
7618,0
7689,0
7726,0
7738,0
7982,0
7987,0
7993,0
7996,0
8008,0
8022,0
8030,0
8031,0
8036,0
8075,0
8119,0
8141,0
8144,0
8146,0
8158,0
8162,0
8261,0
8275,0
8301,0
8328,0
8456,0
8510,0
8548,0
8679,0
8781,0
9297,0
9304,0
9309,0
9314,0
9324,0
9331,0
9332,0
9347,1
9352,0
9365,0
9367,0
9370,0
9371,0
9373,0
9375,0
9377,0
9378,0
9398,0
9409,0
9412,0
9422,0
9435,0
9474,1
9479,0
9483,0
9567,0
9580,0
9602,0
9603,0
9616,0
9617,0
9646,0
9685,0
9687,0
9693,0
9738,1
9740,1
9751,0
9774,0
9783,0
9796,0
9801,0
9810,0
9816,0
9821,0
9833,0
9837,0
9841,0
9845,0
9850,0
9898,0
9909,0
9918,0
9921,0
9935,0
9985,0
10039,0
10060,0
10064,0
10072,0
10081,0
10116,0
10120,0
10122,0
10126,0
10130,1
10210,0
10229,0
10269,0
10284,1
10287,1
10298,0
10300,0
10322,0
10326,0
10333,1
10417,0
10418,0
10424,0
10430,0
10438,0
10452,0
10485,0
10487,0
10490,0
10499,0
10500,0
10503,0
10507,0
10526,0
10537,0
10555,0
10561,0
10564,0
10584,0
10609,0
10679,0
10684,0
11164,0
11226,0
11241,0
11252,0
11255,0
11272,0
11290,0
11314,0
11315,0
11319,0
11329,0
11330,0
11336,0
11337,0
11366,0
11372,0
11385,0
11419,0
11453,0
11460,0
11485,1
11493,0
11501,0
11502,0
11523,0
11524,0
11538,0
11556,0
11596,0
11694,0
11695,0
11696,0
11742,0
11746,0
11777,0
11790,0
11800,0
11843,0
11844,0
12009,0
12132,1
12209,0
12211,1
12218,0
12220,0
12221,0
12225,0
12230,0
12273,0
12275,0
12292,0
12293,0
12294,0
12376,0
12406,0
12426,0
12476,0
12477,0
12481,0
12493,0
12541,0
12545,0
12579,0
12583,0
12584,0
12586,1
12608,0
12609,1
12612,1
12629,0
12630,0
12631,0
12635,0
12642,0
12643,0
12649,0
12696,0
12836,1
13047,1
13196,0
13222,0
13263,0
13282,0
13283,0
13290,0
13303,0
13305,0
13306,0
13319,0
13335,0
13340,0
13354,0
13398,0
13399,0
13505,0
13711,0
13730,0
13734,0
13766,1
13833,0
13846,0
13862,0
13863,0
13926,0
13928,0
13990,0
14070,0
14109,0
14212,0
14213,0
14261,0
14262,0
14293,0
14294,0
14301,0
14305,0
14319,0
14427,1
14613,1
14627,0
14684,0
14829,0
14894,0
14897,1
14902,0
14910,0
14956,0
14973,1
14977,0
14981,0
14991,0
14998,0
15004,0
15008,0
15010,0
15023,0
15024,0
15032,0
15052,0
15083,0
15084,0
15091,0
15098,0
15102,0
15105,0
15114,0
15120,0
15121,0
15124,0
15371,0
15385,0
15388,0
15406,0
15448,0
15456,0
15487,0
15492,0
15493,0
15495,0
15499,0
15500,1
15520,0
15545,0
15572,0
15575,0
15585,0
15621,0
15630,0
15632,0
15637,0
15661,0
15666,0
15669,0
15670,0
15671,0
15679,0
15688,0
15737,0
15749,0
15818,0
15819,0
15824,0
15825,0
15829,0
15862,0
15863,0
15871,1
16070,0
16096,0
16136,0
16142,0
16220,0
16222,0
16234,0
16248,0
16249,0
16276,0
16283,0
16361,0
16372,0
16376,0
16377,0
16670,0
16674,0
16700,0
16716,0
16769,0
16773,0
16793,0
16813,0
16941,0
16942,0
16953,0
17028,0
17113,0
17123,0
17124,0
17235,0
17249,0
17251,0
17268,0
17269,0
17290,0
17323,0
17324,1
17325,0
17326,0
17375,0
17391,1
17392,1
17400,1
17416,0
17423,0
17441,0
17481,0
17482,0
17485,0
17489,0
17506,0
17530,0
17532,0
17533,0
17548,0
17560,0
17582,0
17662,0
17664,0
17665,0
17731,0
17732,0
17742,0
17743,0
17770,0
17772,0
17773,0
17774,0
17784,0
17788,0
17807,0
17818,0
17870,0
17912,0
17916,0
17920,0
17952,0
17983,0
18022,0
18050,0
18053,0
18054,0
18061,0
18065,0
18068,0
18084,0
18086,0
18097,0
18104,0
18106,0
18109,0
18199,0
18209,1
18298,0
18307,0
18349,0
18359,0
18368,0
18393,0
18489,0
18499,0
18546,0
18568,0
18570,0
18571,0
18573,0
18607,0
18628,0
18630,0
18634,0
18636,0
18651,0
18676,0
18689,0
18693,0
18700,0
18744,0
18776,0
18791,0
18793,0
18794,0
18801,0
18804,0
18805,0
18822,0
18948,0
19000,0
19011,0
19130,0
19244,0
19349,0
19387,1
19503,0
19634,0
19643,0
19648,0
19702,1
19772,0
19773,1
19860,0
19883,0
19917,0
19918,0
19920,0
19921,0
19928,0
19949,0
19969,0
19972,0
19973,0
20031,0
20069,0
20261,0
20264,1
20351,0
20388,0
20428,0
20444,0
20511,0
20543,0
20556,0
20600,0
20609,0
20622,0
20635,0
