counter,ntus
24,0
58,0
108,0
274,1
290,0
371,0
372,1
396,0
463,0
465,0
610,0
714,0
769,0
778,1
867,0
907,0
999,0
1050,0
1195,0
1304,0
1305,0
1356,0
1381,0
1402,0
1431,0
1534,0
1539,0
1613,0
1623,1
1799,1
1839,0
1858,0
1871,0
1972,0
2071,0
2138,0
2145,1
2147,0
2151,0
2201,0
2202,1
2226,0
2370,0
2625,0
2683,0
2685,0
2803,0
2811,1
2830,0
2875,0
2963,0
2964,0
3094,0
3096,0
3133,0
3159,0
3171,0
3183,0
3337,0
3356,0
3419,0
3606,0
3633,0
3798,0
3969,0
4185,0
4187,0
4213,0
4344,0
4389,0
4390,0
4429,0
4474,0
4520,0
4521,0
4576,0
4580,0
4627,0
4648,0
4851,0
4854,0
4884,0
4973,0
4998,0
5069,0
5200,0
5408,0
5435,0
5436,0
5674,0
5840,0
5864,0
6014,0
6018,1
6021,0
6023,0
6081,0
6082,0
6084,0
6094,0
6103,0
6234,0
6266,0
6284,0
6353,0
6487,0
6520,0
6608,0
6620,0
6631,0
6685,0
6692,0
6741,0
6775,0
6797,0
6805,0
6825,1
6826,0
6827,1
6948,0
7040,0
7043,0
7059,0
7088,0
7161,0
7171,0
7182,0
7199,0
7259,0
7272,0
7274,0
7324,0
7337,0
7345,0
7446,0
7513,0
7516,0
7582,0
7615,0
7632,0
7665,0
7666,0
7686,0
7696,0
7744,1
7746,0
7747,0
7748,0
7787,0
7788,0
7847,0
7848,0
7849,0
7869,0
7882,1
7883,0
7884,0
7907,0
7908,0
7909,0
7914,0
7915,0
7924,0
7991,0
8040,0
8085,0
8092,0
8104,0
8109,0
8124,0
8125,0
8413,0
8426,1
8427,0
8431,0
8435,0
8438,0
8442,0
8443,0
8457,0
8466,0
8485,0
