counter,ntus
48,0
49,0
51,0
115,0
179,0
234,0
236,0
239,0
263,0
268,0
271,0
310,0
320,0
325,0
327,0
329,0
337,0
414,1
446,0
457,1
465,0
496,0
500,0
1062,0
1063,0
1085,0
1111,0
1118,0
1126,0
1131,0
1251,0
1254,0
1255,0
1266,0
1273,0
1274,0
1280,0
1282,0
1284,0
1318,0
1325,0
1327,0
1334,0
1337,0
1873,0
1874,0
1895,0
1912,0
1922,0
1923,0
1928,0
1938,0
1939,0
1941,1
1972,0
1974,0
2010,0
2012,0
2016,0
2020,0
2024,0
2065,0
2074,0
2082,0
2085,0
2092,0
2171,0
2176,0
2182,0
2220,0
2275,0
2288,0
2292,0
2293,0
2298,0
2299,0
2302,1
2306,0
2314,0
2357,0
2365,0
2400,0
2435,0
2538,0
2540,0
2771,0
2772,0
3069,0
3072,0
3077,0
3078,0
3103,0
3119,0
3122,0
3128,0
3130,0
3134,0
3137,0
3144,0
3149,1
3151,0
3152,0
3153,0
3155,0
3174,1
3281,0
3284,0
3297,0
3302,1
3306,0
3307,0
3321,1
3335,0
3343,1
3349,0
3359,0
3362,0
3363,0
3371,0
3388,0
3397,0
3399,0
3476,0
3478,0
3487,0
3503,0
3506,0
3510,0
3528,0
3545,0
3546,0
3552,0
3553,0
3554,0
3555,0
3556,0
3558,1
3561,0
3565,0
3567,0
3571,0
3583,0
3609,0
3658,0
3683,1
3753,0
3765,0
3799,0
3802,0
3804,0
3823,1
3833,0
3835,0
3846,1
3858,1
3873,0
3887,0
3891,1
3894,0
4032,0
4045,0
4048,1
4054,0
4080,0
4109,0
4166,0
4169,0
4179,0
4180,0
4182,0
4183,0
4191,0
4196,0
4197,0
4198,0
4201,0
4209,0
4215,0
4218,0
4220,0
4291,0
4292,0
4293,0
4302,0
4311,0
4312,0
4313,0
4316,0
4317,0
4328,0
4334,0
4376,0
4421,0
4479,0
4592,0
4594,1
4923,0
4927,0
4939,0
4993,0
4994,0
4995,0
4999,0
5000,0
5017,0
5024,0
5026,0
5053,0
5082,0
5088,0
5096,0
5114,0
5124,0
5125,0
5126,0
5140,0
5146,0
5152,0
5165,0
5166,0
5352,0
5375,0
5387,0
5441,0
5517,0
5533,0
5540,0
5541,0
5545,0
5562,0
5564,0
5634,0
5756,0
5793,0
5800,0
5804,0
5818,0
5822,0
5830,0
5838,0
5873,0
5892,0
5929,1
5934,0
5935,0
5961,0
5965,0
5967,0
5971,0
5973,0
5982,0
5991,0
6007,0
6089,0
6103,0
6147,0
6155,0
6185,0
6186,0
6312,0
6317,0
6328,0
6343,1
6367,0
6368,0
6373,0
6383,0
6423,0
6425,0
6448,0
6459,0
6488,0
6497,1
6502,1
6504,0
6505,0
6544,0
6550,0
6552,1
6555,0
6560,1
6563,1
6590,1
6616,0
6620,0
6637,0
6639,0
6650,0
6661,0
6669,0
6694,0
6705,0
6733,0
6748,0
6806,0
6808,0
6822,0
6823,0
6825,0
6827,0
6852,0
6863,0
6864,0
6871,0
6896,0
6920,0
6941,0
6976,0
7003,1
7011,0
7027,0
7030,0
7033,1
7037,1
7054,0
7057,0
7088,0
7106,1
7188,1
7189,1
7321,0
7359,0
7374,0
7675,0
7718,0
7739,0
7812,0
7818,1
7820,1
7822,1
7857,0
7880,1
8052,0
8053,0
8060,0
8062,1
8073,0
8074,0
8288,0
8289,0
8290,0
8293,0
8304,0
8305,0
8306,0
8307,0
8309,0
8310,0
8314,0
8319,0
8320,0
8323,0
8324,0
8328,0
8338,0
8372,0
8381,0
8387,1
8407,0
8410,0
8411,0
8412,0
8418,0
8419,1
8427,0
8479,0
8480,0
8485,0
8523,0
8525,0
8532,0
8535,0
8537,0
8542,0
8544,0
8555,0
8618,0
8625,0
8645,0
8678,0
8682,0
8686,0
8727,0
8740,0
8766,0
8777,0
8778,0
8792,0
8814,0
8826,0
8829,1
8836,0
8886,0
8891,0
8918,0
8985,0
8986,0
8990,0
9011,0
9044,0
9129,0
9154,0
9213,0
9224,0
9235,0
9236,0
9240,0
9242,0
9244,0
9289,1
9301,0
9305,1
9308,0
9309,1
9319,0
9325,0
9336,0
9411,0
9412,1
9457,0
9466,0
9470,0
9477,0
9480,0
9483,0
9488,0
9492,0
9494,0
9495,0
9497,0
9500,0
9502,0
9510,0
9513,0
9514,0
9537,0
9547,0
9548,0
9549,0
9558,0
9587,1
9720,1
9891,0
9917,0
9924,0
9925,0
10009,0
10018,0
10020,0
10053,0
10056,0
10059,0
10157,0
10159,0
10197,0
10219,0
10221,0
10232,1
10240,0
10242,0
10244,0
10285,0
10315,0
10346,1
10370,1
10396,1
10480,1
10557,0
10562,0
10626,0
10627,0
10628,0
10632,0
10633,0
10670,0
10672,0
10673,0
10678,0
10679,0
10680,1
10681,1
10687,1
10688,1
10701,0
10715,1
10722,0
10731,0
10748,0
10795,0
10797,0
10798,0
10802,0
10804,0
10812,0
10839,0
10861,0
10869,0
10889,0
10900,0
10906,0
10908,0
10918,0
10941,0
11093,1
11139,0
11140,0
11181,0
11182,0
11189,0
11194,0
11197,0
11212,0
11214,0
11226,0
11229,0
11230,0
11232,0
