counter,ntus
1,0
2,0
3,0
5,0
6,0
29,0
33,0
42,0
46,0
65,1
67,0
143,0
155,0
181,0
183,0
197,0
200,1
208,0
210,0
239,0
263,0
264,0
270,0
325,0
383,0
384,0
400,0
408,0
409,0
410,1
462,1
467,0
624,0
649,0
651,0
654,0
669,0
670,0
702,0
704,0
786,0
792,0
793,0
810,0
824,0
858,0
862,0
878,0
887,0
889,0
890,0
892,0
893,0
894,0
898,0
900,0
901,0
902,0
903,0
904,0
905,0
906,0
907,0
909,0
910,0
911,0
915,0
916,0
917,0
918,0
920,0
921,0
922,0
923,0
925,0
927,0
928,0
929,0
930,0
931,0
936,0
939,0
940,0
942,0
944,0
946,0
954,0
955,0
958,0
959,0
963,0
964,0
965,0
967,0
968,0
969,0
970,0
971,0
976,0
977,0
978,0
982,0
983,0
984,0
985,0
986,0
989,1
1011,0
1027,0
1032,0
1033,0
1038,0
1039,0
1055,0
1056,0
1107,0
1108,1
1197,0
1214,0
1228,0
1340,1
1342,0
1354,0
1381,0
1384,0
1408,0
1416,0
1417,0
1427,0
1430,0
1461,0
1462,1
1533,0
1568,0
1584,1
1648,0
1692,0
1781,0
1807,0
1809,1
1812,0
1813,0
1905,0
2039,0
2148,0
2149,0
2152,0
2224,0
2233,0
2245,0
2247,0
2248,0
2253,0
2257,0
2258,0
2259,0
2260,0
2267,0
2273,0
2275,0
2276,0
2319,0
2487,0
2515,0
2524,0
2545,0
2546,0
2548,0
2558,0
2566,0
2567,0
2584,0
2588,1
2591,0
2603,0
2674,0
2676,0
2677,0
2679,0
2680,0
2681,0
2682,0
2684,0
2688,0
2692,0
2693,0
2715,0
2716,0
2735,0
2738,0
2747,0
2748,0
2757,0
2760,0
2775,0
2797,0
2800,0
2805,0
2807,0
2809,0
2816,0
2825,0
2831,0
2836,0
2847,0
2857,0
2858,0
2868,0
2870,1
2878,0
2903,0
2948,1
3019,0
3182,0
3183,0
3219,0
3259,1
3260,1
3305,0
3343,0
3344,1
3350,1
3351,1
3416,1
3420,1
3428,0
3482,0
3485,1
3533,0
3550,0
3572,0
3574,0
3591,0
3616,0
3717,0
3726,0
3734,0
3873,0
3912,0
3916,0
3960,0
3980,0
4018,0
4026,1
4113,0
