counter,ntus
6,0
134,0
149,1
151,0
152,0
164,0
176,0
197,0
203,0
207,0
212,0
219,0
231,0
239,0
240,0
287,0
391,0
406,0
407,0
409,0
410,1
411,0
414,0
421,0
423,1
428,0
429,0
501,0
502,0
505,0
511,0
531,0
565,0
571,0
588,0
626,0
748,0
749,0
795,1
814,0
832,0
841,0
845,0
849,0
858,0
867,0
868,0
874,0
902,0
913,0
914,0
935,0
936,0
942,0
951,0
961,0
962,0
972,0
996,0
1002,1
1074,0
1075,0
1081,0
1082,0
1089,0
1094,0
1100,0
1105,0
1109,0
1188,0
1189,0
1256,1
1258,0
1280,0
1282,0
1285,0
1286,0
1298,0
1329,0
1415,0
1416,0
1433,0
1467,0
1469,0
1473,0
1543,0
1544,0
1560,0
1563,0
1625,1
1631,0
1654,0
1655,0
1666,0
1667,0
1712,0
1713,0
1781,0
1785,0
1794,0
1796,0
1798,0
1799,0
1803,0
1804,1
1814,0
1815,0
1821,0
1822,0
1829,0
1835,0
1837,0
1840,0
1855,0
1870,0
1915,0
1919,0
1950,1
1975,0
2045,0
2083,0
2084,0
2149,0
2322,0
2328,0
2335,1
2362,0
2399,0
2424,0
2437,0
2563,0
2576,1
2584,1
2585,0
2608,1
2609,0
2641,1
2747,0
2755,0
3237,1
3241,1
3247,0
3263,0
3264,1
3266,1
3278,0
3281,0
3292,1
3308,0
3311,0
3313,0
3321,0
3371,0
3396,0
3399,0
3402,0
3409,0
3714,0
4020,1
4026,1
4072,0
4073,0
4074,1
4080,0
4083,1
4086,0
4088,0
4089,0
4094,0
4157,0
4160,0
4168,0
4190,0
4221,0
4253,0
4288,0
4291,0
4294,0
4298,0
4323,0
4330,0
4338,0
4340,0
4395,0
4409,0
4439,0
4449,1
4456,1
4460,0
4505,0
4514,0
4516,0
4517,0
4523,0
4557,0
4562,0
4568,0
4583,0
4623,0
4624,0
4633,0
4651,0
4659,0
4664,0
4675,0
4684,0
4687,1
4693,0
4725,0
4737,0
4739,0
4764,0
4766,0
4770,1
4792,0
4794,0
4795,0
4796,0
4801,1
4804,0
4814,1
4843,1
4855,1
4856,1
4863,1
4872,1
4873,0
4874,0
4878,1
4879,0
4890,1
4891,1
4929,0
4932,0
4934,0
4944,0
4953,0
4954,0
4955,0
4964,0
4968,1
4969,0
4985,0
4986,0
4992,0
4993,0
5001,0
5002,0
5004,0
5007,0
5017,0
5051,0
5260,0
5261,0
5267,0
5273,0
5281,0
5307,0
5317,0
5323,0
5355,0
5376,0
5408,0
5409,0
5410,0
5436,0
5440,0
5454,0
5470,0
5526,0
5615,0
5616,0
5636,0
5638,0
5663,0
5674,0
5767,0
5812,0
5829,0
5878,0
5976,0
6006,1
6025,0
6036,0
6037,0
6042,0
6245,0
6273,0
6392,0
6394,1
6523,0
6548,0
6556,0
6565,0
6577,0
6579,0
6588,0
6609,0
6629,0
6630,0
6638,0
6647,0
6648,0
6657,0
6667,0
6671,0
6692,0
6706,0
6707,0
6717,1
6718,0
6719,0
6739,0
6740,0
6758,0
6864,0
6875,0
6877,0
6882,0
6987,0
6996,0
7012,0
7100,1
7110,0
7112,0
7113,0
7127,0
7129,0
7143,0
7144,0
7166,0
7171,0
7172,0
7176,0
7182,0
7198,0
7199,0
7212,0
7213,1
7215,0
7241,0
7242,0
7244,0
7246,0
7267,0
7268,0
7283,0
7288,0
7298,0
7322,0
7323,0
7340,0
7342,0
7344,0
7346,0
7352,0
7354,0
7362,0
7364,0
7370,0
7391,0
7400,0
7874,0
7885,0
7916,0
7945,0
7961,0
7997,0
8013,1
8022,0
8052,0
8057,0
8238,0
8308,1
8336,0
8337,0
8356,0
8360,0
8377,0
8401,0
8408,0
8423,0
8424,0
8433,0
8437,0
8438,0
8440,0
8456,0
8460,0
8500,0
8501,0
8552,0
8562,0
8611,0
8613,0
8628,0
8631,0
8633,0
8642,0
8643,0
8679,0
8681,0
8689,0
8699,0
8708,0
8710,0
8711,1
8716,0
8717,0
8728,0
8735,0
8736,0
8737,0
8739,0
8767,0
8768,1
8771,0
8776,0
8787,0
8884,0
8887,0
9013,1
9015,1
9036,0
9041,1
9047,1
9050,0
9051,1
9054,1
9058,1
9059,1
9060,1
9063,1
9065,0
9115,0
9116,0
9155,0
9210,0
9334,0
9335,0
9336,0
9338,0
9355,0
9366,0
9370,0
9375,0
9377,0
9379,0
9381,0
9469,0
9491,0
9493,1
9533,0
9647,1
9648,0
9703,0
9704,0
9765,0
9769,0
9786,0
9798,0
9827,0
9828,0
9832,0
9860,0
9861,0
9872,0
9878,1
9879,0
9914,0
9915,0
9917,0
9920,1
10006,0
10047,0
10054,0
10057,0
10092,0
10123,1
10125,0
10136,0
10137,1
10156,1
10157,0
10213,1
10216,0
10225,0
10227,0
10243,0
10246,0
10254,0
10263,0
10273,0
10274,0
10277,0
10278,0
10281,0
10282,0
10283,0
10284,0
10292,0
10294,0
10337,0
10354,0
10456,0
10458,0
10461,0
10468,0
10469,0
10478,0
10479,0
10485,0
10487,0
10492,0
10496,0
10499,0
10557,1
10568,1
10574,1
11051,0
11056,0
11065,0
11072,0
11085,0
11087,0
11097,0
11101,0
11149,0
11156,0
11159,0
11164,0
11175,0
11181,0
11182,0
11229,0
11236,0
11244,0
11253,0
11256,0
11258,0
11283,0
11296,0
11330,0
11356,0
11436,0
11478,0
11479,0
11756,0
12001,0
12010,0
12017,0
12022,0
12023,0
12100,0
12101,0
12102,0
12112,0
12113,0
12123,0
12124,0
12137,0
12193,1
12268,0
12279,0
12382,1
12401,1
12436,0
12442,0
12454,0
12476,0
12479,0
12632,0
12633,0
12636,0
12662,0
12664,0
12669,0
12671,0
12681,0
12686,0
12696,0
12697,0
12701,0
12720,0
12724,0
12930,0
12946,0
12976,0
12977,0
12981,0
13119,0
13143,0
13156,0
13165,0
13217,0
13223,0
13224,1
13240,0
13249,0
13250,0
13258,0
13270,0
13271,0
13292,1
13306,0
13318,0
13323,0
13324,0
13341,0
13345,0
13346,0
13408,1
13463,0
13482,0
13484,0
13564,0
13568,1
13600,0
13617,0
13629,0
13631,0
13887,0
13899,0
13930,0
13940,0
13954,0
14016,0
14041,0
14055,0
14073,0
14084,0
14100,0
14102,0
14131,0
14133,0
14185,0
14198,0
14214,0
14248,0
14279,0
14331,0
14367,0
14464,0
14469,0
14504,1
14623,0
14628,0
14629,0
14647,0
14650,0
14661,0
14665,0
14667,0
14675,0
14703,0
14709,0
14727,0
14730,0
14740,0
14752,0
14757,0
14805,0
14825,0
14857,0
14869,0
14875,0
14881,0
14894,1
14918,0
14992,0
15001,0
15014,0
15032,0
15035,0
15210,0
15211,0
15285,0
15286,0
15295,1
15334,0
15403,0
15413,0
15548,1
15565,0
15570,0
15588,0
15641,0
15655,0
15687,0
15715,0
15737,0
15741,0
15748,0
15769,0
15771,1
15772,0
15773,0
15775,1
15778,0
15823,0
15858,0
15871,0
15914,0
15916,0
15922,1
15933,1
15941,1
15964,0
15967,0
15991,0
15993,0
16271,1
16286,0
16288,0
16291,0
16314,0
16315,1
16326,0
16355,0
16357,0
16371,0
16390,0
16392,1
16489,0
16493,0
16495,0
16542,0
16546,0
16548,0
16556,0
16567,0
16568,0
16569,0
16591,0
16715,0
16748,0
16766,0
16861,0
17292,0
17460,0
17464,0
17487,0
17489,0
17510,0
17550,0
17561,0
17568,0
17575,0
17578,0
17593,0
17618,0
17630,0
17634,0
17681,0
18105,0
18107,0
18121,0
18138,0
18145,0
18209,0
18250,0
18266,0
18269,0
18270,0
18271,0
18272,0
18279,0
18280,0
18297,0
18332,0
18336,0
18349,0
18354,0
18359,0
18381,0
18382,1
18503,0
18504,0
18505,0
18508,0
18509,0
18552,0
18559,0
18573,0
18579,0
18581,0
18584,0
18901,1
18905,0
18909,0
18960,0
18981,0
18992,0
18995,0
19004,0
19008,0
19013,0
19014,0
19019,0
19023,0
19025,0
19026,0
19041,0
19047,0
19053,0
19055,0
19058,0
19059,0
19061,0
19067,0
19069,0
19074,0
19076,0
19083,0
19089,0
19098,0
19102,0
19128,0
19129,0
19134,0
19159,1
19162,0
19185,0
19249,0
19253,0
19254,0
19268,1
19270,0
19271,0
19285,1
19336,0
19343,1
19359,0
19364,0
19453,1
19454,0
19462,0
19471,0
19479,0
19485,0
19489,0
19515,1
19555,0
19561,0
19562,0
19563,0
19564,0
19565,1
19665,0
19732,0
19762,0
19893,1
20043,0
20117,1
20120,0
20122,0
20164,0
20177,0
20211,0
20212,0
20234,0
20236,0
20295,0
20304,0
20308,1
20346,0
20352,0
20353,0
20362,0
20363,0
20364,0
20390,0
20405,0
20409,0
20430,0
20514,0
20518,0
20522,0
20592,0
20595,1
20612,0
20662,0
20663,0
20740,0
20759,0
20760,1
20767,0
20805,0
20810,0
20828,0
20834,0
20846,0
20909,0
20912,0
20949,0
20950,0
20961,0
21027,0
21030,0
21053,0
21096,0
21099,0
21103,0
21105,0
21111,0
21151,0
21152,0
21196,1
21200,0
21206,0
21209,1
21225,0
21227,0
21230,0
21268,0
21280,0
21300,0
21324,1
21345,0
21546,1
21548,0
21561,0
21615,0
21623,0
21628,0
21633,0
21645,0
21648,0
21655,0
21678,0
21681,0
21749,0
21750,0
21809,0
21931,0
21958,0
21959,0
22147,0
22170,0
22181,0
22217,1
22480,0
22481,0
22793,0
22794,0
22812,0
22813,0
22846,0
22850,0
22864,0
22878,0
22881,0
22882,0
22887,0
22917,0
22957,0
22962,0
22967,0
22969,0
23017,0
23029,0
23033,0
23035,0
23037,0
23039,0
23044,0
23048,0
23058,0
23066,0
23068,0
23072,0
23075,0
23080,0
23090,0
23104,0
23116,0
23219,0
23234,0
23235,0
23241,0
23244,0
23250,0
23257,0
23275,0
23284,0
23285,0
23287,0
23296,0
23300,0
23303,0
23321,0
23333,0
23334,0
23338,0
23353,1
23380,0
23399,0
23400,0
23401,0
23403,0
23405,0
23413,0
23417,0
23429,0
23431,0
23433,0
23439,0
23443,0
23479,0
23480,0
23493,0
23494,0
23502,0
23503,0
23531,0
23597,1
23610,0
24092,0
24094,0
24098,1
24099,0
24101,0
24104,0
24107,1
24112,0
24123,0
24125,0
24126,0
24127,0
24130,1
24131,0
24133,1
24134,0
24149,0
24155,0
24173,0
24179,0
24217,0
24225,0
24226,0
24267,0
24271,0
24280,0
24286,0
24299,0
24314,0
24345,0
24452,0
24538,0
24542,0
24543,0
24550,0
24569,0
24575,0
24576,0
24579,0
24580,0
24590,0
24609,0
24617,0
24624,1
24628,0
24633,0
24640,0
24642,0
24647,0
24648,0
24650,0
24656,0
24660,0
24664,0
24675,0
24687,0
24744,0
24746,0
24756,0
24760,0
24769,0
