counter,ntus
27,0
57,0
143,0
144,0
210,0
294,0
343,0
529,0
550,1
553,0
739,0
749,0
776,0
853,0
855,0
856,0
984,0
989,0
995,0
1122,1
1325,0
1405,0
1935,0
1939,0
1999,0
2113,0
2117,0
2118,0
2147,0
2185,0
2245,0
2314,0
2320,0
2434,0
2509,0
2566,0
2571,0
2579,0
2610,0
2643,0
2655,0
2680,0
2681,0
2711,0
2924,0
3023,1
3117,0
3157,0
3158,0
3213,0
3214,0
3372,0
3378,0
3393,0
3443,0
3536,0
3552,0
3578,0
3602,0
3699,0
3701,0
3731,0
3760,0
3928,0
4083,0
4154,0
4249,0
4370,0
4500,0
4566,0
4650,0
4688,0
4704,0
4729,0
4737,0
4759,0
4761,1
4785,0
4891,0
4899,0
4937,1
4992,0
5031,1
5052,0
5053,0
5100,0
5102,0
5138,0
5153,0
5171,1
5186,0
5187,0
5192,0
5245,1
5273,1
5278,0
5400,0
5450,1
5483,0
5488,0
5533,0
5534,0
5538,0
5542,1
5544,0
5545,0
5564,0
5566,0
5674,0
5677,0
5695,0
5736,0
6427,1
7024,0
7053,0
7170,0
7173,0
7200,0
7202,1
7255,0
7300,0
7307,0
7308,0
7313,0
7331,0
7404,0
7450,0
7494,0
7498,1
7559,0
7588,0
7646,0
7661,0
7714,0
7716,0
7743,1
7763,1
7772,1
7780,1
7859,0
7871,0
7887,1
7889,1
7901,1
7902,1
7903,1
7907,0
7910,0
7916,0
7924,0
7929,0
7931,1
7933,1
7942,1
7950,1
7951,0
7980,0
7981,0
8109,0
8145,0
8184,0
8225,0
8235,0
8261,0
8316,0
8317,0
8327,0
8339,0
8343,0
8344,0
8403,0
8404,0
8427,0
8604,0
8632,0
8637,1
8641,0
8645,1
8646,1
8770,0
8782,0
8837,0
9053,0
9057,0
9086,0
9087,0
9090,0
9136,1
9147,0
9212,0
9221,0
9223,0
9277,0
9281,0
9285,0
9312,0
9392,1
9402,0
9499,0
9505,0
9541,0
9583,0
9607,0
9610,0
9638,0
9654,0
9663,0
9711,0
9727,0
9741,0
9844,0
9958,0
9968,0
9994,0
9995,0
10008,0
10009,0
10031,1
10032,0
10106,0
10416,1
10429,1
10434,1
10530,0
10577,0
10582,0
10603,1
10698,1
10892,1
10961,0
10963,1
10983,0
10986,0
10996,0
11041,0
11066,0
11067,0
11075,0
