counter,ntus
0,0
57,0
58,0
304,0
313,0
571,0
601,0
789,0
859,0
1071,0
1072,0
1312,0
1413,0
1515,0
1532,0
1609,0
1610,0
1611,1
1620,0
1651,1
1760,0
1762,0
1871,0
1872,0
1935,0
1984,0
2074,0
2206,0
2233,0
2234,0
2492,0
2494,0
2495,0
2496,0
2497,0
2614,0
2628,0
2642,0
2643,0
2648,0
2761,0
2790,0
2792,0
3012,0
3090,0
3098,0
3100,0
3107,0
3168,0
3169,1
3172,1
3173,1
3183,0
3213,1
3375,0
3377,0
3393,0
3397,0
3400,0
3451,0
3452,0
3460,0
3468,0
3469,0
3470,0
3478,0
3479,0
3480,0
3487,0
3488,0
3507,1
3514,0
3515,1
3599,0
3601,0
3661,1
3671,1
3750,1
3765,1
3826,0
3831,1
3852,0
3853,1
3860,0
3874,1
3897,0
3926,0
3951,0
3953,1
3973,0
3984,1
3996,0
4002,1
4010,1
4019,1
4020,0
4027,0
4028,0
4034,1
4040,0
4054,0
4061,1
4064,1
4065,1
4079,1
4103,0
4117,1
4118,0
4136,0
4137,0
4152,0
4158,0
4176,0
4177,1
4199,0
4247,0
4248,1
4251,1
4262,1
4263,1
4312,1
4360,1
4522,0
4526,0
4537,1
4618,1
4792,0
4794,1
4822,1
4828,1
