username1,pagetitle1,pagetitle2,counter
Supboiii444444,Adrian Peterson,Sherron Collins,52
Mario9704,Sweet Electra,Provitamin,71
Popoto80,Jack-o'-lantern,Carey Price,80
TitsForWeeks,Apu Nahasapeemapetilon,Apu Nahasapeemapetilon,93
TitsForWeeks,Apu Nahasapeemapetilon,A Bug's Life,95
Poopsdegrace,Pinckney's Treaty,Centralia mine fire,197
Jonjonapplesauce,Gelatin,Gelatin,280
Jonjonapplesauce,Gelatin,Bruce Willis,281
KingofAwesome82,Ernest Rutherford,User talk:KingofAwesome82,335
Adam 5322,Cantinflas,Cantinflas,337
PukhtoKhan,Ivanka Trump,Bilawal Bhutto Zardari,362
PukhtoKhan,Jared Kushner,Reema Khan,369
PukhtoKhan,Reema Khan,Maliha Lodhi,372
PukhtoKhan,Kajol,Badar Khalil,430
Alimalik10,Real Madrid C.F.,Isco,485
Alimalik10,Isco,Fault (geology),487
Alimalik10,Still life,Heart,490
Sexyalex123,Juwan Howard,Dan D'Antoni,493
Thebiggesttroll,Jenny Geddes,Rubyville Elementary School,572
Gametimewithbrendan,The Lord of the Rings,Afghanistan,637
BABatron22,Bridge,London Bridge,657
AWR+AWR+AWR,Astatine,The Diamond of Darkhold,678
AWR+AWR+AWR,The City of Ember,Carbon dioxide,680
Memy9909,Grand Duchess Anastasia Nikolaevna of Russia,50000 Quaoar,683
Memy9909,50000 Quaoar,1999 TR11,684
Memy9909,Grand Duchess Anastasia Nikolaevna of Russia,User talk:Memy9909,686
Memy9909,User talk:Memy9909,Mary Badham,687
Dinorexcoolio,Stone Age,User talk:Dinorexcoolio,702
Tosspot1,The Kingsway School,The Kingsway School,721
Fingernails123,The Kingsway School,The Kingsway School,728
Selenagomezisanugget,Veterinary physician,Bread crumbs,738
Selenagomezisanugget,Casserole,Aesop,740
Kaleidostone,Belgium,Yttrium,746
Gillan200,Zimbabwe,Ozzy Osbourne,756
Gillan200,Ozzy Osbourne,Ayr,757
Jeffeeygee1234,Ed Helms,Jim Thome,766
Jeffeeygee1234,Jim Thome,Billy Cundiff,767
JohnLeet,Las Bocas,Las Bocas,773
The Post:)Trutthh,Ant-Man,Heliothis lucilinea,780
Ssdvfeferfgreregegegeegefgegr,Cellular respiration,Oxidative decarboxylation,790
Cliffhands,User talk:Cliffhands,Plus-size model,828
Carter12345,Berlin,St. Louis Cardinals,896
Jb972511,Oniel Cousins,Jamal Lewis,907
Dellagon,User:Dellagon,User:Dellagon,932
Dellagon,User:Dellagon,User:EvilHamster43,938
Dellagon,User:EvilHamster43,Double lift,940
Caifro,"Prince William, Duke of Cambridge",RedTube,957
Caifro,RedTube,Cristian Montaño,958
Stupidfartdoctor,Humour,Yogurt,969
EseKush562,Ghetto Boys,Courtney Thorne-Smith,986
Sittinbehindu,St. Thomas More School (Louisiana),St. Thomas More School (Louisiana),1008
Sittinbehindu,St. Thomas More School (Louisiana),Michael (archangel),1009
Adamantiumk,User talk:Adamantiumk,Wolverine,1016
20znussenbaum,Punic Wars,Table (furniture),1027
20znussenbaum,Carthage,Punic Wars,1031
TTWackyDog,He-Man,Thomas the Tank Engine,1059
TTWackyDog,Johnny Appleseed,Layla,1061
Chi-chi00,Lemp Mansion,Lemp Mansion,1083
Gavinmiln666,N.W.A,Despicable Me,1098
Caillougotswag,Caillou,Caillou,1101
Jeulina,Beatrix of the Netherlands,Eastern Time Zone,1105
Yipperpoodle,"Barrett, The Honors College","Barrett, The Honors College",1109
Yipperpoodle,"Barrett, The Honors College",Arizona State University,1111
Osagiet001,User:Osagiet001/Tevin osagie,Teen Beach Movie,1120
Osagiet001,Teen Beach Movie,Scary Movie 5,1122
HarrisonSheedy,PlayStation 4,Annie Leibovitz,1127
HarrisonSheedy,Annie Leibovitz,Neymar,1128
Sanninewater,Murr Television,George W. Mathews,1179
Friend7241998,Cypress Hill,User talk:Friend7241998,1195
MooImAFox,Fly,Gregor Mendel,1218
MooImAFox,Gregor Mendel,User talk:MooImAFox,1221
Glenmaura,Riverside School District (Pennsylvania),"Riverside Junior/Senior High School (Taylor, Pennsylvania)",1236
Jackwhilshere,Bourne End Academy,Bourne End Academy,1287
Rarity0701,User:Loriendrew,Talk:West Africa,1298
Rarity0701,Talk:West Africa,All-American Girls Professional Baseball League,1300
Rarity0701,All-American Girls Professional Baseball League,User talk:Rarity0701,1301
Qxxxxq,Niels Bohr,Niels Bohr,1320
CarsonKayToTheMacs,Khan Academy,Delilah (missile),1327
Hacker3000,MC Hammer,MC Hammer,1342
Hacker3000,MC Hammer,Adebayo Akinfenwa,1348
EpicUltimateHacker,Hare,Chordate,1351
TotallyNotaHacker,War,Advertising,1356
SmartGuy108,Battle of Jaxartes,Battle of Jaxartes,1402
Pantzer101,Lizard,Otter,1412
AkisFocus,Counterconditioning,Arthur Riddell,1434
AkisFocus,Arthur Riddell,List of programs broadcast by Sprout,1435
AkisFocus,Arby's,Eliot Kid,1440
TomHallWithABall,"Tom Hall (cricketer, born 1930)","Tom Hall (cricketer, born 1930)",1455
Bobyyybbyy,Ballia,Norway,1478
ClockworksWiki,Mount Obama,Barrel roll,1518
Grusush,Turkey (bird),User talk:Grusush,1526
Grusush,User talk:Grusush,Uncyclopedia,1527
Buffalobills1234567890,Chad,Atlantic Ocean,1537
10stan10,Simon Stainrod,Simon Stainrod,1560
PRAMODTHAKARE555,Pratyusha Banerjee,Republican Party of India,1566
Juangarcia69,Propane,Talk:Offshore drilling,1581
Edward1901,"Mariner High School (Cape Coral, Florida)",North Fort Myers High School,1586
Anonymoouse....,7,Chronic obstructive pulmonary disease,1595
Pgall87,Supernumerary nipple,Hunting,1602
Pgall87,Tool,Hatred,1604
Montana Insanity,Switzerland,Judge Rotenberg Educational Center,1606
Tinylagoon007,Cube (film series),Cube (film),1610
Tinylagoon007,Cube (film series),User:Benboy00,1624
Spoonicus2000,Catfight (video game),Schlieper Bay,1663
Yoyoyomaman123,Tarzan's Magic Fountain,The Cars,1701
Yoyoyomaman123,The Cars,Hickory Hill,1702
