username1,pagetitle1,pagetitle2,counter
Lanceadrian,Jake Vargas,Must Be... Love,23
Lanceadrian,Growing Up (2011 Philippine TV series),Pepito Manaloto,35
Lanceadrian,Princess and I,Alice Bungisngis and her Wonder Walis,42
Lanceadrian,Alice Bungisngis and her Wonder Walis,Luv U,43
Lanceadrian,Luv U,Luna Blanca,45
Lanceadrian,Princess and I,Just One Summer,50
Lanceadrian,Just One Summer,Tween Hearts,52
Lanceadrian,Tween Hearts,Makapiling Kang Muli,55
Lanceadrian,Makapiling Kang Muli,Yesterday's Bride,57
Lanceadrian,Yesterday's Bride,"Navotas local elections, 2013",59
Lanceadrian,"Navotas local elections, 2013",Futbolilits,66
Lanceadrian,Tween Hearts,Shark Night,68
Lanceadrian,Shark Night,"Navotas local elections, 2010",70
Lanceadrian,"Navotas local elections, 2010",Muling Buksan Ang Puso,71
Lanceadrian,Nita Negrita,Anna Karenina (2013 TV series),91
Lanceadrian,Got to Believe,Faithfully (TV series),94
Lanceadrian,Captain Barbell (2011 TV series),Teen Gen,98
Doughnut07771,Confectionery,Talk:Lady Gaga,156
B2929,Bar Paly,Bar Paly,168
Post1ngm3,Skeleton Creek (novel),Dentist,185
Ballasdon,Jonathan,Brian Blessed,188
Lobster900,Stefan Maierhofer,Leyton Orient F.C.,210
Liberty2014,"Wright, Wyoming",David Dewhurst,222
Liberty2014,David Dewhurst,Rick Santorum,223
Liberty2044,David Dewhurst,Ed Markey,229
Islamicschools,Miftaahul Uloom Academy,Miftaahul Uloom Academy,357
Jokerfan999,Jar Jar Binks,Hotel Transylvania,364
PizzaPizza12345678910,"Montgomery, Alabama","Montgomery, Alabama",378
Dbk0825,Flag of the United States,Flag of the United States,381
Alzweea,Orascom Construction Industries,Erbil,405
Abe1McLovin,Lincoln Tomb,East India Company,430
W. Calleen,User talk:Ronz,User talk:Microphonics,495
Travis13000,List of A Pup Named Scooby-Doo episodes,List of Kung Fu Panda: Legends of Awesomeness episodes,527
Travis13000,Wikia,"Monsters, Inc.",533
Travis13000,List of Sanjay and Craig episodes,Super Pac-Man,549
Conc0rdd,DJ Qualls,David Spade,615
Conc0rdd,David Spade,Kevin James,617
Jakelgodfrey,Curry,Curry,622
Seanosaurus0716,"Wappinger, New York","Wappingers Falls, New York",667
S03080,New Zealand national rugby union team,Quade Cooper,673
Haylee Meldrum,Dirty War,Montenegrin Argentine,685
Has7865,Center Parcs Woburn Forest,Comet,743
Hannah scott,Middle Passage,Middle Passage,746
Sphincter boy,2013–14 NCAA Division I men's basketball season,2013 FIFA Confederations Cup Group B,769
Sphincter boy,2013 NCAA Division I FBS football season,List of 2010 FIFA World Cup controversies,772
Sphincter boy,2010 Nebraska Cornhuskers football team,Johnny Manziel,779
Sphincter boy,Luke Hancock,Atlantic Coast Conference,782
Sphincter boy,2013 Nebraska Cornhuskers football team,Justin Bieber,786
Bölvaðfiff,Fifth wheel (disambiguation),Fifth wheel (disambiguation),823
How to lose weight,Burhanuddin al-Helmy,KL,917
Corrector of lies 99,History of the Jews in Russia,History of the Jews in Russia,943
TransmogrificationTotalitarian,Michael Hunt,Toe punt,1002
Arsalan.Azarmi,Talk:Sexual attraction,News broadcasting,1039
Arsalan.Azarmi,News broadcasting,EA Sports,1043
Arsalan.Azarmi,EA Sports,Chrysler Imperial,1044
Arsalan.Azarmi,Chrysler Imperial,Jeep Grand Cherokee,1045
Arsalan.Azarmi,Jeep Grand Cherokee,Camping,1046
Arsalan.Azarmi,Camping,Norwegian cuisine,1047
Arsalan.Azarmi,Norwegian cuisine,Jewellery,1048
Arsalan.Azarmi,Jewellery,Bus,1049
Arsalan.Azarmi,Bus,Junges Gemüse,1050
Bobocilor1,Adrian Mutu,Raul Rusescu,1060
Bobocilor1,Paris Saint-Germain F.C.,FC Bayern Munich,1065
Wkiees,Vijay (actor),Vijay (actor),1123
AdisatTayyib,Seven (Korean singer),Big Bang (South Korean band),1129
Nomyomom,Nelsonophryne,Rabat American School,1150
Nomyomom,Rabat American School,Toad,1151
Nomyomom,Toad,Snail,1152
Kerrko,East Kilbride,Capybara,1159
Serewill,Serena Williams,Serena Williams,1177
Dingleberrypie,Crataegus flabellata,(42570) 1996 YA2,1196
Dingleberrypie,(42570) 1996 YA2,Mauve,1197
Dingleberrypie,Mauve,Crepidium quadrilobum,1198
Lolitsas,European University Cyprus,European University Cyprus,1213
GlennHughes,Rainey Endowed School,Superman IV: The Quest for Peace,1240
GlennHughes,Superman IV: The Quest for Peace,John Sentamu,1241
Rabbleflaggers,House,Sidewalk,1248
Karldfogarty,DJ Mehdi,Wikipedia:STiki,1254
JesusTouchedMe,Head louse,Wikipedia:STiki,1256
Knexman427,Angling,Gone Home,1273
Rossome00100001,Jobcentre Plus,Jobcentre Plus,1289
Headshotjoe3,English: An Autumn in London,Sport in Belgium,1298
Kevinsolis210,Manu Ginóbili,List of Presidents of the Philippines,1306
QWERTyuiop12345,Badger,Inachoididae,1320
QWERTyuiop12345,Inachoididae,Garstad,1322
Lilwereboy,John Madden,Louis C.K.,1349
Teamumizoomi,Monsters University,Bubble Guppies,1363
Teamumizoomi,Bubble Guppies,Parents Television Council,1364
Harjaap3333,Chris Hadfield,Chris Hadfield,1367
Uncle ignant713,San Jacinto Mall,40 Glocc,1412
Uncle ignant713,40 Glocc,Spider Loc,1413
Uncle ignant713,Yung Berg,Chad Johnson,1415
Sabrinakeepers14,Sabrina Statue,Sabrina Statue,1520
Meowman515,New York Islanders,The New York Times,1529
L33tgamr,Gilroy College,Lois Lowry,1533
Wwjd421,American Family Association,American Family Association,1551
Canceriscool,St Augustine's College (Queensland),St Augustine's College (Queensland),1579
Jkthedj2000,I'm in Miami Bitch,MAC-11,1603
Evil Connor,The Country Bears,Krusty Krab,1623
Jayhart1,List of Adidas sponsorships,The Beach (film),1649
Youtube loneer,Box,Box,1657
Zzzhzz,FIFA Confederations Cup,Claude Puel,1683
Zzzhzz,Claude Puel,Vahid Halilhodžić,1684
Zzzhzz,Foued Kadir,FIFA Confederations Cup,1689
Kylethebro,Spaghettieis,Gisela Fischdick,1703
Jambidani,Fast & Furious 6,The Fall (TV series),1743
MrHappyFlight,Justice League,BLT,1748
Elkevbo1323232,...Baby One More Time (album),List of the verified oldest men,1778
Elkevbo1323232,List of the verified oldest men,Mickey's Speedway USA,1779
Elkevbo1323232,Mickey's Speedway USA,User:Elkevbo1323232,1780
Norwich2-1sunderland03dec2012,Mio TV,Wikipedia:Articles for deletion/3E1 Elimination Ceremony,1825
Bigladcluts,List of Māori composers,List of redheads,1841
ComputerGeek4,Shorewood High School (Washington),Shalrie Joseph,1853
VagPounder69,Stephen Mason (musician),Stephen Mason (musician),1872
Trololol2253,Seattle–Tacoma International Airport,Morecambe,1874
Smhay1999,Novak Djokovic,Sergio Agüero,1905
DucksAreFriends,History of Africa,David Ogg,1950
Kissmygerbil,Les Misérables (2012 film),Karmin,1967
Kissmygerbil,Karmin,Jessica Walter,1968
Drodresu,User talk:DoRD,Föreningen Vetenskap och Folkbildning,2132
Penguinsruleman,Classical music,Archibald Butt,2137
Quozox,John Oxley,Lizard,2158
Jigglypuff67,Jade use in Mesoamerica,Bushfires in Australia,2187
Frank Vogt,James R. Fouts,James R. Fouts,2208
Th5 Blazez,Talk:Mario Götze,Bruno Mars,2213
Koolslamsz,Talk:Borduria,Gasoline,2219
Infoguygonecrazy,Northern Lights Cathedral,Jalain Tappeh,2300
Cdihno,United Buddy Bears,Granite,2304
Cdihno,Granite,Scenic Rim,2305
Dan hardboy,Piano,Piano,2310
Aus lc,Helmin Wiels,Adolf Wissel,2321
Aus lc,Alister Atkinson,Olympiastadion (Berlin),2327
Katiana estivene,Stopping by Woods on a Snowy Evening,Nothing But the Truth (novel),2330
Dhg king of lol,Oudt Leyden,Wikipedia:IP block exemption,2363
Planetguy2345,Positron,Windows Phone,2393
MattyWinder,Thornleigh Salesian College,Thornleigh Salesian College,2411
MattyWinder,Thornleigh Salesian College,File:Thornleigh crest.png,2416
MattyWinder,Napoleon complex,Linux,2427
MattyWinder,Linux,User:Melonkelon,2428
Hellokitty123456910,Cain and Abel,Xiamen bus fire,2449
Cococola44,Common law,Common law,2474
Andrewnaufal,Sandpit,Zombie (fictional),2522
Chloeboomhallxx,Talk:Hot,Talk:Sexy,2556
Jackospar4434,"United States presidential election, 1988",The Bodyguard (1992 film),2647
Jackospar4434,The Bodyguard (1992 film),List of people who have lit the Olympic Cauldron,2648
Jackospar4434,List of people who have lit the Olympic Cauldron,Woodstock '94,2649
Jackospar4434,Woodstock '94,1991 New York Jets season,2650
Jackospar4434,1991 New York Jets season,List of sporting knights and dames,2651
Jackospar4434,List of people who have undergone electroconvulsive therapy,Template:King of the Ring winners,2657
Jackospar4434,Template:King of the Ring winners,Christopher Lloyd (screenwriter),2658
Jackospar4434,Christopher Lloyd (screenwriter),Survivor: Nicaragua,2659
Jackospar4434,Survivor: Nicaragua,User talk:Jackospar4434,2660
NibbleOnADeliciousCookieMmmm,New Paper Big Walk,Western Sahara,2715
Nicolascage1,Llanfairpwllgwyngyll,Tin mining,2745
TheHerobrine,Roman technology,Roman technology,2763
Gourmet and gourmand,Center Parcs,Hereward House School,2796
Gourmet and gourmand,Center Parcs,Fine Arts College,2803
Gourmet and gourmand,Zara Carmichael,Mrs Tembe,2813
Projectdavin,Psy,Good Luck Charlie,2838
Thedocterdude,Ancient Greek architecture,Ares,2860
Hamishknight,User:Hamishknight/Hamish knight,Berliner Tageblatt,2862
MatttBayliss,Fareham,Matt Freeman,2885
Floggnawfag,Matthew Watson,Matthew Watson,2892
Ptone56,Falafel,Falafel,2943
Ptone56,Zuma Rock,Afghanistan women's national football team,2945
Ptone56,Afghanistan women's national football team,Indonesia,2946
Ptone56,Indonesia,United States women's national soccer team,2948
Drrainbowhat,Corruption,Corruption,2965
WePopandYouDrop,Adam Gontier,Foreskin piercing,3016
Beastlymac,Recipe for Murder (film),Recipe for Murder (film),3031
Theotherarcher,The Last of Us,WRC: Rally Evolved,3056
Fixylol,WLL,Egestion,3093
Chrislevy14,Super Bowl,Super Bowl,3130
TartarSauceGuy,Wikipedia:Assume bad faith,O Canada,3150
SmeyHAcker,HTML5,Data Protection Act 1998,3157
Drucillas,Game of Thrones,The Hammond School,3179
Drucillas,The Hammond School,Industrial Design Law of Oman,3180
Ryan001gp,Nowra High School,"Nowra, New South Wales",3221
TheEditorsNightmare,Photography,Thiago Alcântara,3246
DefinitTROLL,Seán,Tinychat,3305
SGTRAAF,Australian Army Cadets,Feral pigeon,3328
SGTRAAF,Feral pigeon,Fried chicken,3330
TheRudeGentleman,After Earth,The Wicker Man (2006 film),3334
Buttblaster,Tyrant,Thornton Wilder,3365
Mstrojny,Misao Okawa,Gibbon,3372
Mstrojny,Lincoln Cathedral,Chipmunk,3457
Hoonishoon,Syed Ali Shah Geelani,Aurangzeb (film),3513
Hoonishoon,Zoya Akhtar,Sonam Kapoor,3517
Ritaoraonline,Azealia Banks,Iggy Azalea,3605
Ritaoraonline,Iggy Azalea,Donatella Versace,3606
Ritaoraonline,Donatella Versace,Azealia Banks,3607
Ritaoraonline,Azealia Banks,Lisa Ann,3608
BenClubley,Willoughton,Willoughton,3615
BenClubley,Willoughton,User talk:Acabashi,3634
