username1,pagetitle1,pagetitle2,counter
Beefyted69,Ted Leonsis,Ted Leonsis,2
Bubeem,Alexander Büttner,David Luiz,21
Bubeem,Chris Smalling,Santi Cazorla,23
Henkdezwerver,Mike Ditka,Vandalism on Wikipedia,40
Username314159,Timbuktu,Arabian Peninsula,45
Eric t. midget,Ehlers–Danlos syndrome,Robin Quivers,59
Eric t. midget,Robin Quivers,America's Got Talent,60
Fake2.0,Mexican Drug War,Batman Begins,67
Fake2.0,Batman Begins,User talk:209.34.114.225,73
Fake2.0,Pokémon HeartGold and SoulSilver,House,76
Fake2.0,The Matrix,Jac Weller,81
Itanatswaaa,Coca-Cola Zero,Murder of Stephen Lawrence,90
Nick 24b,Nathan For You,"Giddings, Texas",93
Honyooboo,Grassland,Grassland,97
Arsenal11110,Oliver Warner,FC Bayern Munich,105
IBlitzWing,Dumb (The 411 song),Dumb (The 411 song),131
Hughesyjj,List of non-marine mollusks of the Indiana Dunes,Ignatius of Loyola,138
Javacash14,"Woodbridge High School (Irvine, California)",Aaron Craver,154
IceHielo,Brokeback Mountain,Curry,181
Jarredjohnston,Hardwood,Harvard College,189
Frankaaah,Jason Orange,Gary Barlow,238
Frankaaah,5 Seconds of Summer,Cher Lloyd,243
Dantheman180,Kanō Jigorō,Kanō Jigorō,306
2fab4u,Ed Sheeran,5 Seconds of Summer,311
Jrv787,Nicolás Maduro,Nicolás Maduro,371
Jrv787,Nicolás Maduro,Chespirito,374
Jrv787,El Chanfle,Rubí,376
Jrv787,Barrera de amor,Will Friedle,380
Jrv787,Will Friedle,List of Good Luck Charlie episodes,381
Jrv787,List of Good Luck Charlie episodes,List of Shake It Up episodes,382
Jrv787,List of Shake It Up episodes,Ray Romano,383
Jrv787,Ray Romano,List of T.U.F.F. Puppy episodes,385
Jrv787,List of T.U.F.F. Puppy episodes,List of Crash & Bernstein episodes,387
Jrv787,List of Crash & Bernstein episodes,List of Everybody Loves Raymond characters,390
Jrv787,List of Crash & Bernstein episodes,Jeffrey Garcia,402
Jrv787,Jeffrey Garcia,Ed Boon,403
Jrv787,Ed Boon,Beauty pageant,407
MesserAbouter,James Bradford (weightlifter),Gmail,415
Desterpot,Esprit-Tranquille Maistral,Arcangelo Califano,425
1STAPRIL2013,Hiroshima,Motorcycle,501
TurtleTom1096,Code Geass,Bleach (manga),508
TheTruthfulGay,The Yogscast,Happy Tree Friends,511
Jumpingwater,Waxhaws,Adoption,518
Jpv123456,Soviet Union,French Army,521
Jpv123456,French Army,Pro Evolution Soccer 2013,522
Jpv123456,User:Ezhiki,Themistocles,535
Jpv123456,Themistocles,Dario Herrera,536
Extriniti,User talk:Yintan,Psychological warfare,554
Jizjos,The Dead Zone (TV series),Ryan O'Keefe,573
Cameronpeattie,Borussia Dortmund,Elliott Hewitt,597
Androllinswag,Mile run,Long jump,641
Androllinswag,Long jump,User talk:Smtchahal,642
Tinycee1,Lee Archer (footballer),Nasi lemak,647
Tinycee1,Yaya Touré,Michael Carrick,650
Hamzah iftikhar,Chris Jericho,Ryback,667
Hamzah iftikhar,Ryback,NXT Championship,669
Hamzah iftikhar,NXT Championship,List of current WWE programming,670
Hamzah iftikhar,List of current WWE programming,WWE Main Event,673
Hamzah iftikhar,WWE Main Event,Daniel Bryan,674
Hamzah iftikhar,Daniel Bryan,John Laurinaitis,677
Hamzah iftikhar,Big Show,CM Punk,679
Hamzah iftikhar,CM Punk,Big E Langston,680
QuatroUno,Hadiyya language,Khachig Oskanian,696
Dprince607,Henry Browne Blackwell,Wikipedia:Teahouse/Questions,742
Robbiecabobby,Culture of Egypt,Sphinx,775
Carlosemurillo,Peeta Mellark,Rigoberta Menchú,792
Itsakitten,"Pryor Creek, Oklahoma",Fritzl case,812
Colby Mars,Jim Nicholson (politician),Octopus (comics),847
Bastard,Anthony Browne (author),Rob Kelly,852
Blick56,Diary of a Bad Man,The Boondocks (TV series),858
Blick56,The Boondocks (TV series),Angola national football team,859
TJ songz,Attack the Block,4 O'Clock Club,875
TJ songz,4 O'Clock Club,Zimbabwe national football team,877
FelipeCaraVieja,Michelle Williams (singer),Pom Poms (song),890
