username1,pagetitle1,pagetitle2,counter
Keana01,Jack Butland,Brek Shea,7
RevengeOfBHS,Michigan State University,Ohio State University,12
Iarockguy,Lazerfest,Lazerfest,22
Boyboy13,Speaker (politics),Real Madrid C.F.,24
Boyboy13,Real Madrid C.F.,Carolyn,25
Sje711,Rock,Marvin Gaye,38
Bucky12345,"Billett, Illinois","Billett, Illinois",53
Scallions1999,Hazel McCallion,Hazel McCallion,97
SPSpyro,Detroit Country Day School,Tony Scheffler,104
Zjslayer,List of Minnesota Civil War units,History of Minnesota,114
Ashman741,Stephen Fry,Prejudice,129
PayMeMyMoneyOwed,John David Cameron,John David Cameron,151
Poopnuke,Poop Chute,Poop Chute,208
Poopnuke,Intercontinental ballistic missile,Butt,213
Bluegenerate,May 1453 lunar eclipse,May 1453 lunar eclipse,216
A random noob,Characters of Halo,Talk:Chiltern Edge School,270
Ggg2013,7 July 2005 London bombings,7 July 2005 London bombings,276
AdamSandlerSux,Los Santos Province,Makedonski Brod,291
Funfuntimes50,Dawson City,User:Orangemike,318
Jaimenandnick,Sausage,Stopcock,321
ReggieReggieReggieReggie,Cherokee,Seminole,323
Barcaboy555,Abhijit Mukherjee,Guillem Balagué,404
Marco Calong Balatucan,America's Next Top Model (cycle 10),Asia's Next Top Model (cycle 1),415
Jafita32,Igneous rock,User talk:Jafita32,454
Katetha,Scooter Magruder,Alex Day,489
Katetha,Alex Day,Phil Lester,494
Katetha,Talk:Phil Lester,Posh,499
Katetha,Posh,Glabella,513
Katetha,Glabella,Dan Howell,514
Waxbakad,Czech Republic,Näääk,534
Footballxpert,Vincent Kompany,Dale Stephens (footballer),574
Sushil231088,Bull,Bull,579
Sushil231088,Bull,Collage,581
Sushil231088,Bull,User:Sushil231088/sandbox,587
Sushil231088,Bull,User:Sushil231088/Bodarli Village,589
Nal-alami12,Bro,Arabs,607
JGB91,Craig,Gering,637
John Trollstone,Peter Randall-Page,Rahimabad Du,640
Cbegman19,P. K. Subban,Common snapping turtle,647
Fatpeopleunite54,Old Navy,300 (film),651
Agirretxe,Ludovic Sylvestre,Phil Younghusband,669
Agirretxe,Youssef Msakni,Alexandru Suvorov,706
Agirretxe,Wilfried Bony,Adel Taarabt,711
Agirretxe,Alcides Peña,Mateo Kovačić,717
Agirretxe,José Miguel Granadino,Florin Costea,724
Agirretxe,Alcides Peña,Younès Belhanda,727
Agirretxe,Pierre-Emerick Aubameyang,Luc Castaignos,729
Agirretxe,Luc Castaignos,Raúl (footballer),730
Van-x07,Montgomery Bus Boycott,Montgomery Bus Boycott,733
MR.SPARKLE'S-UNICORN-ZOMBIE,Dachshund,Dachshund,770
MR.SPARKLE'S-UNICORN-ZOMBIE,Dachshund,The Doodlebops,773
Troll4321,Nicholas,List of sky deities,806
Inferior17,Mikko Esko,Freaks and Geeks,837
Wayne59,Talk:Nicki Minaj,Wikipedia:WikiProject Disambiguation,858
Dansmith2424,Sexuality of Abraham Lincoln,Sexuality of Abraham Lincoln,868
Dansmith2424,Sexuality of Abraham Lincoln,User:North Shoreman,869
Hannah.zetley,The Ringer (2005 film),Soft drink,877
KDNDJjdjdjddj,Justin Schultz,2012–13 NHL lockout,884
KDNDJjdjdjddj,2012–13 NHL lockout,Calgary Flames,885
KDNDJjdjdjddj,Calgary Flames,Saint Nicholas,887
Beautiful Angie,Mountain Dew,Boomer's Adventure in ASMIK World,935
Transerd,Wikipedia:Administrators' noticeboard/Incidents,László Kovács (writer),974
Transerd,Talk:Castra of Poiana,Talk:Corvin Castle,1001
Transerd,Corvin Castle,Hungarian invasions of Europe,1005
Transerd,Talk:Corvin Castle,Hungarian Revolution of 1848,1034
Transerd,Talk:Corvin Castle,Castra of Olteni,1037
Transerd,Talk:Corvin Castle,World War I,1041
Transerd,World War I,Wikipedia talk:WikiProject Romania,1043
Transerd,Wikipedia talk:WikiProject Romania,Castra of Brașov,1045
Transerd,Daco-Roman,Michael Szilágyi,1051
Transerd,Talk:Michael Szilágyi,Talk:Daco-Roman,1055
Transerd,Talk:Michael Szilágyi,János Scheffler,1058
Transerd,Michael Szilágyi,Johannes Caioni,1205
Transerd,Matthias Bel,Kingdom of Hungary (1000–1526),1217
Transerd,Demographics of Hungary,Hungarians,1229
Transerd,Talk:Michael Szilágyi,Battle of Guruslău,1246
Transerd,Template:Campaignbox Long War (Ottoman wars),Battle of Braşov,1263
Transerd,Battle of Guruslău,Template:Eastern name order,1277
Transerd,Demographics of Hungary,Talk:Battle of Braşov,1284
Jasonballballing,Charlie Chaplin: Intimate Close-Ups,Gravity Falls,1337
Jasonballballing,Gravity Falls,Duchess Elsa of Württemberg,1338
Bigbodybob,Staten Island,Brooklyn,1356
Tonymontana1235312,Montana,Pope Alexander VI,1360
S2044267,Ascog House,Wikipedia:How to delete a page,1378
Natecross97,Cloning,Health care,1386
Wullysaurus,Train,User talk:Richard BB,1394
SubaruLion8000,Last Resort (song),Star Wars: Rebel Assault II: The Hidden Empire,1424
SubaruLion8000,Star Wars: Rebel Assault II: The Hidden Empire,Ben Stein,1427
SubaruLion8000,Ben Stein,Infected Mushroom,1428
BusinessLaw2013,Ron Johnson (U.S. politician),Ron Johnson (U.S. politician),1449
BusinessLaw2013,Ed Royce,Mike Coffman,1459
Swagmaestro,Gothenburg,Malmö,1506
Sakaisinai5,World Boxing Organization,Boxing,1526
Cool guy is cool 69,Hot Subdistrict,Bread,1533
Iji342,Template:Football in Vietnam,Japan national football team,1536
Condomsecrets,Sim Lim Square,Sim Lim Square,1544
Nandu22,Anjali (actress born 1986),Ravindra Jadeja,1555
Nandu22,Tamannaah,Lakshmi Manchu,1560
Billyz90,Jake Short,Vanessa Morgan,1593
Idiots22,Talk:Michael Jackson,Talk:Barack Obama,1596
Jr930,Rehovot,Sexual arousal,1608
Jr930,Sexual arousal,Netanya,1609
Burty17,John William Gregg,John William Gregg,1635
Burty17,Elsässische Maschinenbau-Gesellschaft Grafenstaden,"Bamba, Guinea",1640
Thomy98,Turn One Racing,Cole Whitt,1669
Thomy98,Cole Whitt,2013 NASCAR Nationwide Series,1670
Thomy98,2013 NASCAR Nationwide Series,HScott Motorsports,1671
Rabby Ahmed Musa,Dhaka,Richa Gangopadhyay,1704
Rabby Ahmed Musa,Amman,Darjeeling,1709
Paybillycom,George Jepsen,George Jepsen,1725
CockediBlockedi,Mohawk people,Mohawk people,1734
Vgvjgbjnbbghfhb,Motion (physics),Motion (physics),1789
Handoman123210,Zoolander,Zoolander,1793
Handoman123210,Zoolander,Germanium,1794
Vedantvedant,Vasant Narhar Phene,LexCorp,1886
Vedantvedant,LexCorp,Halo 4,1889
Pielover40434,Talk:Wind turbine,Talk:Wind turbine,1891
Kakamanal,Iran–Saudi Arabia relations,Mahmoud Ahmadinejad,1932
Jobmcdonald,Brinsworth Comprehensive School,Wikipedia:Sandbox,1955
Jobmcdonald,Quidditch,Whisk,1957
Jobmcdonald,Brinsworth Comprehensive School,German,1965
Jobmcdonald,German,Facebook,1966
Joefish178,Foxdale,Great Britain,1970
Joefish178,Foxdale,Portsmouth F.C.,1972
Bong Hits For Muhammad,Here and Now (Nickelback album),"Concordia College (Moorhead, Minnesota)",2000
Unicorn Slayer4,Empire State Building,Soil salinity,2018
Pieqqqqqq,Birdemic: Shock and Terror,Sutter's Mill,2050
Anoymous69,"Huntingburg, Indiana","Huntingburg, Indiana",2075
Anoymous69,Louis C.K.,"Evansville, Indiana",2082
LenaDelRay,Liv Tyler,How I Met Your Mother,2100
LenaDelRay,Julia Jones,American Idol (season 12),2102
LenaDelRay,American Idol,Second inauguration of Barack Obama,2104
LenaDelRay,Second inauguration of Barack Obama,Anne Hathaway,2105
LenaDelRay,Anne Hathaway,UNICEF,2115
Brockhole8,User:YuMaNuMa,Authority,2119
Brockhole8,Authority,M&M's,2121
Sheen33,Google Chrome,Google Chrome,2127
Sheen33,Google Chrome,Gentoo Linux,2129
BLEEAARRG,Romantic Circles,List of Gravitation characters,2168
BLEEAARRG,Andy Auld,Wrexham General railway station,2170
BLEEAARRG,Shrew,Łączki Jagiellońskie,2173
BLEEAARRG,Łączki Jagiellońskie,Mary Harris Jones,2174
BLEEAARRG,Mary Harris Jones,William W. Fife,2175
LesGuppy,Alan Pardew,Timmy Mallett,2269
Markake97,Philip Olivier,Clare Balding,2274
Yualmer,University of Alberta,Iroquois,2343
Thunderwhip2000,Frogfish,Frogfish,2358
Amsnow9498,IPod Touch,Ray Bradbury,2369
Kazhuhggbn,Greek tragedy,Slug,2393
Kazhuhggbn,Slug,Slag,2397
Shrewman123,Corn Islands,Lesotho,2410
Shrewman123,Lesotho,Center for Teaching and Learning,2411
Tempuser1,Spotted owl,Cucumber,2435
Alf247,AdventureQuest Worlds,Mollusca,2438
XXBOBMARLEYXx,Sega Genesis,Clock,2475
Akshayep,Mr. Bean,Hinduism by country,2507
Akshayep,Hinduism by country,Jesus in Islam,2508
Abush635,Tom Ketchum,Basic English,2512
CumbrianLegend1,Moor Row,Ipswich,2531
CumbrianLegend1,Ipswich,Moor Row,2533
Taylor.brazell,Talk:Pacific Northwest tree octopus,Talk:Cat,2604
MasterHaydow,Capital punishment in the United States,Metal rubber,2640
Doc Ock3,All Souls' Day,Category:Sex toys,2657
Dawn Keibals,Jay Westerveld,User talk:Barek,2676
Abdinasirqoorte,Portal:Contents/People and self/Intro,Wikipedia:Articles for creation/Redirects,2689
Abdinasirqoorte,Wikipedia:Articles for creation/Redirects,Flavoparmelia caperata,2691
Abdinasirqoorte,Template:COTWs,Template:FPO number,2693
Vniuvutbvgutgbtg,Ghost,User:Tom harrison,2746
Miss Pauling,Murphy's law,Murphy's law,2792
Matthew wand,Air Burundi,Richard Osman,2807
Jjdhdhhdhdhdhd,Acid rain,Acid rain,2810
Starociota,Stanisław Dziwisz,Stanisław Dziwisz,2819
Mrmunchkinhead,Romantic music,Ireland,2840
SushiLuver22,Asia's Next Top Model,Top Model,2851
WikiGoddest,World War III,Monster,2862
Jackbadman123,Gandalf,Sauron,2873
Treemidjet,Otter,North American river otter,2904
Narwhalmcbobbins,Quidditch,Memory,2917
Nowaski,Seth MacFarlane,Women's boxing,2967
Brockhole5,Lamington,Ice cube,2986
Brockhole5,Ice cube,Bread,2987
Khaduja,Jumeirah English Speaking School,Marge Simpson,3019
Khaduja,Marge Simpson,Franck Ribéry,3021
Bigfathistorylibrarian,German Empire,Airsoft,3034
I love freestuff,Eyelash,Mole (animal),3047
BraxtonRiddle,Firefox,New Forest pony,3051
Luigi4509,Portal:England/Introduction,Yoshi,3059
Giggle doctor,Dr. Giggles,Dr. Giggles,3067
Lucrae Jenkins,Hannibal Lecter,Cooping,3115
Louie120493,Bramble,Tom Jones (singer),3128
Give Idea,User:Give Idea,Talk:John Lennon,3154
Wa Audio Visual,Talk:Tempsford railway station,Tempsford railway station,3170
Bob0009,"Raleigh, North Carolina",Climbing protection,3187
Bob0009,Climbing protection,"Kinston, North Carolina",3189
EditMasterBetterThanKing,Floppy disk,User talk:The Illusive Man,3197
Jizztanker8008,Vaginal lubrication,Vaginal lubrication,3200
Kappatau6,Odyssey,Things Fall Apart,3253
Kappatau6,Things Fall Apart,AP Human Geography,3256
