username,crmf,crms,crmv,crnf,crns,crnv,crf_crv,ntus,crm,crn,nts_nts,fm,totaledit,vandal
Lironwiki,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
Editor11223344,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0,4,0
AshleyEN,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1,10,0
Ehhetv,0.0,0.0,0.0,13.0,13.0,15.0,8.0,0.0,0.0,41.0,34.0,0,142,0
My1xT,5.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,2.0,1,35,0
Niranjansarkar,0.0,0.0,1.0,3.0,2.0,3.0,2.0,0.0,1.0,8.0,0.0,1,10,0
Runningonfaith,1.0,0.0,0.0,3.0,6.0,4.0,2.0,0.0,1.0,13.0,6.0,0,28,0
Zvezda Soyuz,27.0,12.0,28.0,60.0,43.0,56.0,55.0,6.0,67.0,159.0,19.0,0,499,0
Malmendras,6.0,6.0,17.0,0.0,0.0,0.0,12.0,0.0,29.0,0.0,0.0,1,35,0
X-Y Kua,5.0,0.0,28.0,0.0,0.0,0.0,24.0,0.0,33.0,0.0,0.0,1,56,0
Jeanpauljoseph,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1,4,0
Tawhite2013,1.0,4.0,1.0,13.0,2.0,18.0,19.0,0.0,6.0,33.0,0.0,1,53,0
Anangpalchauhan,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,2.0,0.0,1,10,0
Meggington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0
Arivera92,6.0,1.0,10.0,18.0,5.0,50.0,39.0,1.0,17.0,73.0,13.0,0,209,0
Al-Hakim bi-Amr Allah,0.0,0.0,1.0,0.0,1.0,15.0,5.0,0.0,1.0,16.0,1.0,1,101,0
Molnardaniel63,0.0,0.0,0.0,1.0,0.0,5.0,1.0,3.0,0.0,6.0,9.0,0,33,0
Nzlimz,1.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,4.0,1.0,0.0,0,13,0
JonathanDeal,5.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,9.0,0.0,0.0,1,9,0
TheBenk,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1,9,0
Marie Roachy,4.0,4.0,2.0,3.0,0.0,2.0,3.0,0.0,10.0,5.0,2.0,1,27,0
Jakecolfer1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1,3,0
