username,crmf,crms,crmv,crnf,crns,crnv,crf_crv,ntus,crm,crn,nts_nts,fm,totaledit,vandal
Kattheawesome,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1,2,0
Niagaragallery,1.0,3.0,11.0,4.0,2.0,8.0,15.0,2.0,16.0,14.0,1.0,1,68,0
Play Scripts Forever,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,3,0
Warox1994,9.0,4.0,74.0,0.0,0.0,0.0,70.0,0.0,87.0,0.0,0.0,1,87,0
Qaraa cilmi baare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
Jamiecott5555,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,6,0
MaxJeff-AU,2.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,4.0,4.0,0.0,0,11,0
Wikid77b,7.0,1.0,5.0,5.0,3.0,1.0,4.0,0.0,13.0,9.0,14.0,1,206,0
Janesummers79,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,12,0
Onial Khan,0.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,4.0,2.0,0,27,0
ChocolateCakeYum!!,21.0,11.0,33.0,0.0,0.0,0.0,17.0,0.0,65.0,0.0,2.0,1,111,0
Vjaasief,6.0,9.0,22.0,11.0,11.0,38.0,44.0,0.0,37.0,60.0,1.0,0,144,0
MortenZdk,6.0,4.0,31.0,0.0,1.0,6.0,28.0,0.0,41.0,7.0,5.0,0,71,0
Sanggi Yoga,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1,2,0
Test Account for Visual Editor,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,2,0
Younicesilver,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0
Lorykwee,9.0,9.0,31.0,0.0,0.0,0.0,25.0,0.0,49.0,0.0,0.0,1,52,0
RVMSXY,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2,0
Shounkan,2.0,1.0,13.0,9.0,8.0,13.0,19.0,0.0,16.0,30.0,0.0,1,53,0
Unum et idem,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1,2,0
Nitish nidhi,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1,7,0
Eliaizackfrank,4.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,1,11,0
JDoUo,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,4,0
Kirkcudbrightshire,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,10,0
ILLUMINATI MASON,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1,2,0
COCentrist,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,3.0,0.0,0,8,0
Saurabhsandilya,6.0,4.0,3.0,0.0,0.0,0.0,2.0,0.0,13.0,0.0,0.0,1,14,0
Adithya satheesan,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1,4,0
Imtiyaz reshi,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2,0
Shreerai,0.0,0.0,0.0,20.0,16.0,20.0,13.0,0.0,0.0,56.0,4.0,0,87,0
Sudharsan Sridhar,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1,4,0
Kimpoyfeliciano,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1,4,0
Stedddy,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1,4,0
Ath271,30.0,62.0,26.0,4.0,3.0,9.0,13.0,0.0,118.0,16.0,1.0,0,183,0
Craig.tilson127,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1,8,0
Jah Hans,0.0,0.0,0.0,2.0,0.0,15.0,10.0,0.0,0.0,17.0,4.0,0,45,0
Gooner44,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,2,0
RyanBerry98,1.0,2.0,0.0,1.0,2.0,5.0,0.0,0.0,3.0,8.0,9.0,0,34,0
Rglide,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,3,0
JulieB789,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,2,0
BlastfFemur,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,1,7,0
Daffudile manilla,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0,4,0
