username,crmf,crms,crmv,crnf,crns,crnv,crf_crv,ntus,crm,crn,nts_nts,fm,totaledit,vandal
DwaineK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0
Juanalbarran243,0.0,0.0,0.0,2.0,3.0,4.0,2.0,0.0,0.0,9.0,1.0,0,19,0
Ljmonsters,2.0,0.0,1.0,2.0,6.0,6.0,6.0,0.0,3.0,14.0,0.0,0,26,0
Rickeliason,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0,4,0
Akashkamble.rs,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,6,0
Bgitzen,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,4,0
U932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
Gvadebo18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,3,0
Fmohamed,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,1,14,0
Infamous Castle,3.0,1.0,10.0,1.0,0.0,4.0,10.0,0.0,14.0,5.0,6.0,1,203,0
Tahub bhat,2.0,8.0,3.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,1,13,0
SAMI.Bot,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1,165,0
Martinw1200,3.0,9.0,7.0,4.0,4.0,6.0,3.0,0.0,19.0,14.0,0.0,0,66,0
Troyja52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0
TenebrisCaelo,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1,12,0
Surbhi roshan,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1,11,0
Alihamid95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0
Gwsell,1.0,5.0,4.0,2.0,1.0,0.0,3.0,0.0,10.0,3.0,0.0,1,18,0
Imdiscgolf,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0,3,0
FlipperThePorpoise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
Paulin8,0.0,0.0,0.0,2.0,1.0,4.0,3.0,0.0,0.0,7.0,0.0,0,8,0
Artiserver,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,5.0,0.0,0,14,0
Steven Collett,1.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,3.0,3.0,0.0,1,8,0
KurtTrowbridge,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0,11,0
JakeOlivier,1.0,14.0,3.0,2.0,6.0,2.0,1.0,0.0,18.0,10.0,1.0,0,56,0
LeslieDyerArtist,1.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,1,8,0
Beyerr1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,0
Hussein8121979,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,3,0
Pappat708,0.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,4.0,0.0,0,8,0
TOderson,21.0,10.0,24.0,0.0,0.0,0.0,18.0,0.0,55.0,0.0,0.0,1,61,0
Amcwk,0.0,0.0,0.0,3.0,1.0,6.0,5.0,0.0,0.0,10.0,0.0,1,21,0
Abdulhaque01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2,0
Young and upcoming,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0
Arcussenilis,0.0,0.0,2.0,95.0,71.0,115.0,80.0,0.0,2.0,282.0,23.0,0,499,0
NJlover030997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2,0
Cassidymaddison,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,2,0
GUDHA MANISH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0
Louis5230,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,3,0
Clempsy,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,1,9,0
Majed amiri,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1,5,0
Minnowonsay,0.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,6.0,0.0,0,14,0
Jagadeeshmv1990,1.0,2.0,2.0,3.0,17.0,2.0,0.0,1.0,5.0,22.0,0.0,0,44,0
PoloPlayer,4.0,6.0,6.0,6.0,4.0,19.0,21.0,0.0,16.0,29.0,0.0,1,52,0
Hasnain4u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
NAG SteFka,1.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,1,7,0
Remy LaCroix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0
Joy a. DeGruy,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,0,4,0
Kagawaen,1.0,0.0,1.0,1.0,0.0,6.0,3.0,4.0,2.0,7.0,6.0,0,33,0
Naiya8201,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,2,0
Llama of knowledge,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0
Upleward,0.0,0.0,0.0,2.0,3.0,2.0,1.0,1.0,0.0,7.0,2.0,0,17,0
Izy ze Frog,0.0,0.0,0.0,17.0,5.0,4.0,1.0,0.0,0.0,26.0,0.0,0,29,0
Algeaas,0.0,0.0,3.0,0.0,2.0,4.0,4.0,0.0,3.0,6.0,0.0,0,11,0
Chris D Isaac,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,3.0,0.0,1,8,0
Dankie127,3.0,2.0,3.0,1.0,0.0,1.0,2.0,0.0,8.0,3.0,0.0,1,18,0
Kya Thoin,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,3,0
Jeovs,7.0,1.0,16.0,0.0,0.0,1.0,14.0,0.0,24.0,1.0,0.0,1,32,0
Oridl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,0
Clarytone,3.0,8.0,8.0,0.0,0.0,0.0,4.0,0.0,19.0,0.0,0.0,1,28,0
Fleur de Sante 1980,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0
RobotsPlease,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0
The Danno 5,3.0,2.0,4.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,1,11,0
Blubber220,0.0,0.0,1.0,3.0,4.0,24.0,15.0,0.0,1.0,31.0,8.0,1,44,0
MilanKovacevic,2.0,3.0,0.0,9.0,4.0,18.0,11.0,0.0,5.0,32.0,27.0,0,161,0
Pradyothcjohn,11.0,6.0,9.0,2.0,0.0,2.0,6.0,0.0,26.0,4.0,0.0,0,39,0
Poorya0014,2.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,3.0,6.0,13.0,0,36,0
Scarlson0921,8.0,5.0,15.0,4.0,8.0,4.0,11.0,1.0,28.0,16.0,1.0,1,66,0
KLi 32,23.0,30.0,58.0,0.0,0.0,3.0,34.0,1.0,111.0,3.0,0.0,1,199,0
Bpierce1,9.0,11.0,7.0,3.0,0.0,4.0,5.0,0.0,27.0,7.0,0.0,0,37,0
AFRINITIATIVE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1,3,0
Sjl02012,28.0,11.0,45.0,0.0,0.0,0.0,39.0,0.0,84.0,0.0,0.0,1,90,0
FDonovan,7.0,2.0,10.0,0.0,0.0,0.0,7.0,0.0,20.0,0.0,0.0,1,24,0
Mjpeabod,4.0,2.0,21.0,0.0,0.0,0.0,18.0,0.0,27.0,0.0,0.0,1,33,0
Hchoi91,3.0,3.0,1.0,0.0,3.0,2.0,0.0,0.0,7.0,5.0,1.0,1,24,0
HoodlumKat55,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,3,0
Viraltonic,0.0,3.0,13.0,53.0,40.0,52.0,40.0,5.0,16.0,145.0,10.0,0,344,0
AngelFang,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,5.0,3.0,0,14,0
HONNENAHALLI MARUTHI,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,1,5,0
Zaryn,4.0,3.0,4.0,0.0,0.0,0.0,3.0,0.0,11.0,0.0,4.0,1,56,0
Slawless,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,8,0
Hlhight,5.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,1,19,0
Atlswag69,0.0,0.0,4.0,17.0,87.0,26.0,7.0,0.0,4.0,130.0,23.0,1,291,0
Tariq Anwar - Jhansi,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1,4,0
Mattluttrell,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,0,5,0
