username,crmf,crms,crmv,crnf,crns,crnv,crf_crv,ntus,crm,crn,nts_nts,fm,totaledit,vandal
Swiftscw,1,0,1,3,3,3,1,0,2,9,0,1,23,0
Azkle,0,0,0,2,0,2,0,0,0,4,1,1,14,0
Tgrosinger,1,1,0,1,0,7,3,0,2,8,3,0,73,0
BanglarBogra,0,0,1,0,0,0,0,0,1,0,0,1,2,0
Tiny Trot,0,0,4,1,0,2,3,0,4,3,0,0,12,0
Spaceman Spiff Jr.,0,0,3,0,0,1,3,0,3,1,0,1,7,0
Naveenchand3,0,0,0,0,2,0,0,0,0,2,0,0,9,0
Griff88,4,4,3,27,46,29,11,0,11,102,41,1,347,0
PJ Aranador,2,0,0,0,0,0,0,0,2,0,0,1,2,0
Mrkwillson,0,0,1,1,0,0,1,1,1,1,0,1,5,0
Dr Simon Allard,0,0,0,0,0,0,0,0,0,0,0,1,1,0
DilbertReality,0,0,0,9,19,16,7,0,0,44,12,0,77,0
Velona,3,1,8,0,0,0,7,0,12,0,0,1,12,0
Moviebharat,2,0,1,0,0,2,1,0,3,2,0,1,8,0
Aferghes,1,6,1,0,0,0,0,0,8,0,0,1,13,0
Laurenwking,1,9,6,12,5,15,15,0,16,32,0,1,78,0
Kpprodduturi,0,0,0,0,0,2,1,0,0,2,0,0,5,0
David CMT,6,8,2,4,9,2,1,0,16,15,2,1,59,0
PurpleMesa,1,0,8,5,0,7,11,0,9,12,2,1,61,0
ViaJFK,0,0,0,1,1,0,0,0,0,2,0,0,11,0
Jjj1238,2,0,5,9,8,82,50,23,7,99,96,1,499,0
Rezaeeali,3,5,1,0,0,0,0,0,9,0,0,1,9,0
Kingbub,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Sannybear,3,2,9,0,0,7,14,0,14,7,5,1,111,0
Cairn2,0,0,0,0,0,0,0,0,0,0,0,1,2,0
SkullOptics,1,0,8,0,0,0,7,0,9,0,0,1,10,0
Aisha Hamid,7,4,19,0,0,2,12,0,30,2,0,1,55,0
Articlar,0,0,1,0,0,0,0,0,1,0,0,1,3,0
Mongobongohongo,4,5,2,2,0,3,5,0,11,5,0,0,32,0
Tempo manic,7,1,12,0,0,0,10,0,20,0,0,1,23,0
Slimdoofy,1,2,2,0,0,0,0,0,5,0,0,1,9,0
Stiven2394,2,0,0,0,0,1,0,0,2,1,0,1,11,0
Ivy7blue,0,0,0,1,4,4,0,0,0,9,0,0,9,0
Teamdulwich,25,42,26,13,6,46,39,30,93,65,66,1,499,0
Senale,0,0,5,0,0,0,3,0,5,0,0,1,9,0
Hellodough,2,1,6,1,2,1,4,0,9,4,0,1,42,0
PR2696,1,0,0,0,0,0,0,0,1,0,0,1,2,0
SteveAntosca,2,0,1,0,0,0,0,0,3,0,0,1,8,0
Nattamkar.farooqueahmed,2,3,3,0,0,0,2,0,8,0,0,1,10,0
Johncolbyjr,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Fie03,2,3,1,0,0,0,0,0,6,0,0,1,9,0
