username,crmf,crms,crmv,crnf,crns,crnv,crf_crv,ntus,crm,crn,nts_nts,fm,totaledit,vandal
Slamgaming22,0.0,0.0,0.0,1.0,0.0,6.0,6.0,0.0,0.0,7.0,0.0,0,13,1
Big Dave Scientist,1.0,0.0,4.0,0.0,0.0,1.0,3.0,0.0,5.0,1.0,0.0,0,14,1
SPAM-MASTER8000,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0,3,1
Alaskaeagle,0.0,0.0,0.0,1.0,0.0,6.0,6.0,0.0,0.0,7.0,0.0,0,13,1
Supboiii444444,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0,6,1
Feirosnfaifvs,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,0.0,0,5,1
Relevant5000,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0,6,1
Mario9704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,1
Popoto80,0.0,0.0,0.0,1.0,0.0,6.0,4.0,0.0,0.0,7.0,0.0,0,8,1
YETIURL,0.0,0.0,2.0,0.0,0.0,3.0,3.0,0.0,2.0,3.0,0.0,0,8,1
TitsForWeeks,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0,4,1
Fukdatshet,0.0,0.0,0.0,1.0,0.0,5.0,4.0,0.0,0.0,6.0,0.0,0,8,1
Elisa van Daal,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1,13,1
Zoltron522,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,0.0,1,8,1
One More Red Nightmare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23,1
Wiki231-1,0.0,0.0,0.0,2.0,0.0,5.0,5.0,0.0,0.0,7.0,0.0,0,8,1
Umadbros,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0,4,1
Barrackollama,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,4.0,0.0,0,12,1
SkythebutterRS,0.0,0.0,0.0,1.0,1.0,4.0,3.0,0.0,0.0,6.0,0.0,0,7,1
Doyouevenliftm8,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0,3,1
Andy9967,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0,3,1
Poopsdegrace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
YeeNilley,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0,3,1
Tblair4,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0,2,1
Big Henry Scientist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,1
Dannyzhaofb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1
현대증권 시즌2,2.0,0.0,0.0,1.0,0.0,8.0,6.0,0.0,2.0,9.0,0.0,0,16,1
ILOVEDOINGDRUGS,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,4.0,0.0,0,4,1
SorryIPoopedInYourSalad,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,8,1
Captainboogersauce,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0,4,1
WikipediaNoMore254,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0,3,1
Joewash19,1.0,2.0,4.0,2.0,0.0,3.0,3.0,0.0,7.0,5.0,0.0,0,14,1
Jonjonapplesauce,0.0,0.0,0.0,0.0,1.0,10.0,9.0,0.0,0.0,11.0,0.0,0,20,1
Steelepr01,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0,4,1
AbrassiveHydra,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,0.0,0,5,1
Glenmaura123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1
Amazingman1234,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,2,1
AfrorofAzeroth,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,4.0,0.0,0,6,1
Hoggenz,0.0,0.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,5.0,0.0,0,5,1
KingofAwesome82,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0,5,1
Adam 5322,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0,4,1
Bagelbagelbagel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1
Cacabird 1,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0,3,1
Ausmccla3,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0,7,1
Chrismanka,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,4.0,0.0,0,4,1
PukhtoKhan,0.0,0.0,0.0,1.0,1.0,20.0,14.0,0.0,0.0,22.0,0.0,0,83,1
UNbElIeVaBle-ReAlLy,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,6,1
Emmandjess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1
현대증권 시즌1,0.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,1.0,4.0,0.0,0,6,1
Unc23unc,0.0,0.0,2.0,1.0,0.0,8.0,6.0,0.0,2.0,9.0,0.0,0,20,1
Alimalik10,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0,9,1
