username,crmf,crms,crmv,crnf,crns,crnv,crf_crv,ntus,crm,crn,nts_nts,fm,totaledit,vandal
WalterIdiotGörlitz,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Tillyframpton,0,0,0,0,0,0,0,0,0,0,0,0,3,1
Masterofbaloons,0,0,0,2,0,0,0,0,0,2,0,0,4,1
Asian NWO terrorism,0,0,0,1,0,0,0,0,0,1,0,0,1,1
Rental0plan,0,0,0,0,0,0,0,0,0,0,0,1,2,1
Nialllbelll,0,0,0,0,0,0,0,0,0,0,0,0,2,1
Mitchman1,0,0,0,0,0,2,2,0,0,2,0,0,4,1
Francesca2002$11,0,0,0,0,0,1,0,0,0,1,0,0,1,1
Yatesh,0,0,0,1,1,1,0,0,0,3,0,0,5,1
Duckwing4677,0,0,0,4,0,2,2,0,0,6,0,0,6,1
Fusabi,0,0,0,0,1,2,1,0,0,3,0,0,9,1
Tizzypaste,0,0,0,2,0,8,8,0,0,10,0,0,13,1
Curiousgorge11,0,0,0,0,0,0,0,0,0,0,0,1,1,1
JASPEReatyourbrain,0,0,0,0,0,0,0,0,0,0,0,0,2,1
Badden123,2,3,0,0,0,0,0,0,5,0,0,1,8,1
Marywhitney1,0,0,0,0,0,3,2,0,0,3,0,0,5,1
Steven daly 8,0,0,0,0,0,0,0,0,0,0,0,0,4,1
Nickk112,0,0,0,1,1,2,2,0,0,4,0,0,4,1
Pugsley90,0,0,0,0,0,1,0,0,0,1,0,0,2,1
Swagton69,0,0,0,0,0,2,1,0,0,2,0,0,2,1
Olja1990,0,0,0,0,0,1,0,0,0,1,1,0,4,1
Jase robertson,0,0,0,0,0,1,0,0,0,1,0,0,3,1
Dalmatinac12345,0,0,0,0,0,0,0,0,0,0,1,0,5,1
Edit12345687,0,0,0,1,0,45,44,0,0,46,0,0,46,1
BanetteSpooky,0,0,0,2,0,4,4,0,0,6,0,0,6,1
Fresh888888889852,0,0,0,0,0,0,0,0,0,0,0,0,11,1
RangerBoard,0,0,0,0,0,0,0,0,0,0,0,0,2,1
SonicTheHedgeFan,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Catboxx12,3,1,5,0,0,0,3,0,9,0,0,1,12,1
Fghjhukl,0,0,0,1,0,0,0,0,0,1,0,0,1,1
Katrinaswaine,0,0,0,0,0,0,0,0,0,0,0,0,6,1
Hhuhw8,0,0,0,0,0,3,2,0,0,3,0,0,3,1
Wreckemsaints,0,0,0,0,0,2,1,0,0,2,0,0,4,1
Baconswagwat,0,0,0,1,0,0,0,0,0,1,0,0,4,1
Ilovegayboys,0,0,1,0,0,1,1,0,1,1,0,0,6,1
Somebodyalreadyhasthisusername,1,0,1,0,0,0,0,0,2,0,0,0,5,1
Zipbopthezipzop,0,0,0,2,3,12,11,0,0,18,0,0,18,1
DEJOKER186,0,0,0,1,1,0,0,0,0,2,0,0,2,1
The Troll Is Awesome As Heck,0,0,0,0,0,1,0,0,0,1,0,0,4,1
JadeBader,0,0,0,0,0,1,1,0,0,1,0,0,2,1
Megacaves,0,0,0,2,0,3,3,0,0,5,0,0,5,1
M1234d,0,0,0,1,0,1,1,0,0,2,0,0,2,1
Clayton K.D.,1,1,1,0,0,0,0,0,3,0,0,1,3,1
Monday Morning QB,0,0,1,0,0,0,1,0,1,0,0,1,2,1
The Ruby Rod of Asmodeus,0,0,1,0,0,8,9,0,1,8,0,0,15,1
Bansheefromhell,0,0,0,1,3,2,0,0,0,6,0,0,6,1
Odarblmada,0,0,0,0,0,0,0,0,0,0,0,0,2,1
Worserthanfreezen,0,0,0,2,0,0,0,0,0,2,0,0,2,1
Muzza031,0,0,0,1,3,5,3,0,0,9,0,0,11,1
ILOVEYOUTODEATH109,0,0,0,0,0,0,0,0,0,0,0,0,2,1
Burkry2002,0,0,0,0,0,7,5,0,0,7,0,0,9,1
Chiglick,0,0,0,0,0,1,0,0,0,1,0,0,4,1
JohnTravolta182654,0,0,0,1,0,0,0,0,0,1,0,0,1,1
Electricswag3:16,1,0,1,0,0,0,1,0,2,0,0,0,5,1
Cutiiepie101,0,0,0,0,0,1,0,0,0,1,0,1,2,1
Trollmangangsta,0,0,0,1,0,1,0,0,0,2,0,0,4,1
KMacklin14,0,0,0,3,0,0,0,0,0,3,0,0,3,1
Bigbaws69,0,0,0,2,0,2,1,0,0,4,0,0,4,1
Anonymoose69,0,0,0,0,0,1,0,0,0,1,0,0,4,1
Christianhicks01,0,0,0,0,0,0,0,0,0,0,0,0,3,1
JohnSertangle,0,0,0,3,0,1,1,0,0,4,0,0,4,1
Iblameharold,0,0,0,1,0,1,0,0,0,2,0,0,3,1
Jausio,0,0,0,0,0,13,11,0,0,13,0,0,15,1
Ι ΑΜ ΝΟ ΤΑΧ ΒΟΥ,0,0,0,2,0,14,14,0,0,16,0,1,27,1
I AM NO TAX BOY,1,0,1,1,0,0,1,0,2,1,0,1,17,1
Slygirl123,0,0,0,0,0,1,1,0,0,1,0,0,13,1
Apj a,0,0,0,0,0,5,4,0,0,5,0,0,5,1
Ye olde kiddo,0,0,2,0,0,0,1,0,2,0,0,0,14,1
Sombo Chea,1,0,0,0,0,0,0,0,1,0,0,1,1,1
Yolomcswag6996,0,0,0,1,1,4,3,0,0,6,0,0,13,1
Him625,0,0,0,0,0,4,2,0,0,4,0,0,10,1
Trolldaddy2029,0,0,1,0,0,0,0,0,1,0,0,0,6,1
Beauty is the essence,0,0,2,0,0,0,1,0,2,0,0,0,16,1
T0nythomas4444,0,0,0,0,1,1,0,0,0,2,0,0,2,1
ImmaFirinMahLazor45,0,0,0,0,0,0,0,0,0,0,0,0,1,1
QuadrupleXR,0,0,1,0,0,9,9,0,1,9,0,0,11,1
Satyrappal,0,0,0,0,0,1,1,0,0,1,0,0,40,1
I hate Emily Thorne,0,0,0,0,0,0,0,0,0,0,0,0,2,1
Croc1010,0,0,0,0,0,1,1,0,0,1,0,0,5,1
The 29th Earl of Grimsby,1,0,0,0,0,0,0,0,1,0,0,1,9,1
Goo is a Dream,1,0,2,1,0,2,5,0,3,3,0,0,14,1
FreshisFresh,0,1,0,0,0,4,3,0,1,4,0,0,15,1
Enny300,0,0,0,0,0,1,0,0,0,1,0,0,3,1
Trololololololololrt3rrfyu 112eb,0,0,0,1,0,0,0,0,0,1,0,0,2,1
Bawdykieth,0,0,0,0,0,0,0,0,0,0,0,0,6,1
FadeDelFlow,0,0,0,0,1,4,1,0,0,5,1,0,11,1
KMartYogaGuru,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Davidblenker,0,0,0,0,0,0,0,0,0,0,0,0,4,1
Jacko6969,0,0,0,0,1,0,0,0,0,1,0,0,1,1
Whitegirlslovestarbucks,0,0,0,2,0,0,0,0,0,2,0,1,3,1
GoGoGoGoGoShopShopShopShop23,3,0,0,0,0,0,0,0,3,0,0,1,5,1
Jakobisawesome,0,0,0,0,0,0,0,0,0,0,0,0,5,1
Troll4life1,0,0,0,1,0,0,0,0,0,1,0,0,1,1
Dickmuncher1778,0,0,0,0,0,1,1,0,0,1,0,0,4,1
Bazwell,0,0,0,0,0,0,0,0,0,0,0,0,10,1
Mrmush13,0,0,0,1,0,0,0,0,0,1,0,0,1,1
Kingdom of the greats,0,0,0,0,0,3,3,0,0,3,0,0,10,1
EZILADNAVLLIWI,0,0,0,0,0,6,5,0,0,6,0,0,18,1
Holllllkyan,0,0,0,1,1,0,0,0,0,2,0,0,2,1
Hahhawikisuckks,1,0,1,1,0,0,1,0,2,1,0,0,4,1
Kids Network,1,0,0,0,0,0,0,0,1,0,1,0,9,1
Joel Beckford,0,0,0,0,2,0,0,0,0,2,1,0,3,1
Kris Mason,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Vitalyvito2013,0,0,0,1,0,5,4,0,0,6,0,0,7,1
KickAssBlonde12,0,0,0,0,0,2,1,0,0,2,0,0,4,1
Toltingoparoskar,0,0,1,0,0,2,2,0,1,2,0,0,33,1
Ultimate cosmic evil,0,0,1,1,0,2,3,0,1,3,0,0,170,1
Tombrady2121,0,0,0,0,0,1,0,0,0,1,0,0,5,1
Who needs mates round here,0,0,6,0,0,3,8,0,6,3,0,0,30,1
Gunge Is a Disease,0,2,0,0,0,2,2,0,2,2,0,0,8,1
Clapneck,0,0,0,0,0,0,0,0,0,0,1,0,2,1
Lexi1231fresh,2,8,7,0,0,2,6,0,17,2,0,1,34,1
