username,crmf,crms,crmv,crnf,crns,crnv,crf_crv,ntus,crm,crn,nts_nts,fm,totaledit,vandal
Brentc3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8,0
Zacksassoon,24.0,3.0,94.0,0.0,0.0,0.0,91.0,0.0,121.0,0.0,0.0,1,123,0
LifeIsSubtle,0.0,0.0,0.0,1.0,0.0,5.0,4.0,0.0,0.0,6.0,0.0,1,12,0
Pans Labirynth,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1,4,0
CDK78,0.0,0.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,7.0,0.0,0,9,0
Cardiffcityfan07,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,1,14,0
Ccie.cisco,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,3,0
Mesohrab,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1,4,0
TheElittez,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1,4,0
Renupundir,0.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,0,9,0
George Nhigula,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
Renee Michelle Wenker,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,5,0
Rioiscoming,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0,8,0
Cooldj101,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,0,8,0
Imenam,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1,4,0
Subbarjun,0.0,0.0,0.0,16.0,8.0,24.0,20.0,0.0,0.0,48.0,0.0,0,53,0
Dmar91,0.0,0.0,0.0,3.0,1.0,7.0,6.0,0.0,0.0,11.0,2.0,1,20,0
18phillipst,26.0,40.0,19.0,0.0,0.0,0.0,13.0,0.0,85.0,0.0,0.0,1,86,0
Kailash chand arya,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1,4,0
Jakebake1616,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0
Ragsmyt22,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1,3,0
Worldbook1967,3.0,0.0,1.0,12.0,13.0,3.0,2.0,2.0,4.0,28.0,16.0,1,88,0
BearingTechnology,1.0,3.0,1.0,2.0,3.0,3.0,1.0,0.0,5.0,8.0,1.0,0,28,0
Hilstar421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0
Olefiant gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
Amable269,4.0,1.0,3.0,2.0,0.0,1.0,2.0,0.0,8.0,3.0,0.0,1,19,0
JakeKaplow,2.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,3.0,4.0,0.0,0,37,0
Words with hope,0.0,3.0,0.0,20.0,10.0,15.0,11.0,0.0,3.0,45.0,2.0,1,61,0
Danredmount,1.0,0.0,0.0,5.0,3.0,6.0,4.0,0.0,1.0,14.0,0.0,1,35,0
Tolerama,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1,7,0
Syed altaf.s,0.0,0.0,0.0,5.0,1.0,38.0,36.0,0.0,0.0,44.0,0.0,0,72,0
