username,crmf,crms,crmv,crnf,crns,crnv,crf_crv,ntus,crm,crn,nts_nts,fm,totaledit,vandal
Irandisk,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1,2,1
Ronni3rockstar,0.0,0.0,0.0,7.0,2.0,1.0,0.0,0.0,0.0,10.0,0.0,0,18,1
SnottyGomez,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0,3,1
Iamanawesometaco,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0,3,1
Wiki8613,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,7,1
Sermoyboy1996,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,7,1
Nizam655,3.0,5.0,1.0,18.0,0.0,13.0,11.0,0.0,9.0,31.0,0.0,0,89,1
Leootr1mm1,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0,6,1
Rhoden91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1
XXDunnosCoolXx,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0,2,1
Brthehtr,0.0,0.0,0.0,2.0,3.0,2.0,3.0,0.0,0.0,7.0,0.0,0,14,1
Vincexrapunxel,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,0,21,1
123abccc,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0,3,1
Suckslow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1
Cjc14752,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,13,1
Chicagolock,3.0,3.0,7.0,0.0,0.0,0.0,6.0,0.0,13.0,0.0,0.0,1,13,1
Big.glasses101,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,3,1
Loastygd,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,0,6,1
123tacocat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1
Yoloswag420kushdog,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1
Ottesyv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1
Stylishpony123,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,6,1
14Anoush,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,6.0,0.0,0,8,1
Anthonyinnit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1
