username,crmf,crms,crmv,crnf,crns,crnv,crf_crv,ntus,crm,crn,nts_nts,fm,totaledit,vandal
Unlabled,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,1,14,0
Stormyr3,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0,8,0
Avion365,4.0,9.0,6.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,0.0,1,37,0
Letdamusikplay,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1,4,0
Wes 4716,0.0,0.0,1.0,2.0,4.0,5.0,4.0,0.0,1.0,11.0,5.0,0,24,0
Requestverifaction,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,4,0
EditorOfPi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0
Mattsciandra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
Ftzs09,0.0,0.0,0.0,3.0,2.0,9.0,7.0,0.0,0.0,14.0,0.0,0,22,0
HAMINGLY,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,7,0
Peacethun,0.0,0.0,3.0,0.0,1.0,5.0,5.0,0.0,3.0,6.0,0.0,1,15,0
KIDDxALEX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,4,0
Tvalarm,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1,3,0
Manhattan430,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1,9,0
Jimmyzhu123,3.0,4.0,2.0,3.0,1.0,8.0,8.0,0.0,9.0,12.0,0.0,0,28,0
Andre-CCT,4.0,3.0,5.0,0.0,1.0,6.0,8.0,0.0,12.0,7.0,0.0,1,33,0
BenjaminSellards,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1,3,0
DanielSee2000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,3,0
Tree19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,14,0
Menalkhan92,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,1,10,0
Irving Lerner,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1,3,0
BobbyJohnsonWorld,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1,5,0
Xodabandehbackup14,2.0,1.0,8.0,0.0,0.0,0.0,7.0,0.0,11.0,0.0,0.0,1,19,0
Samplumm,0.0,1.0,6.0,9.0,3.0,18.0,17.0,0.0,7.0,30.0,4.0,0,55,0
Hhwuniverse,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1,5,0
Inspiring Art,5.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,1,12,0
Don krapohl,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,3,0
Mhoward28,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1,2,0
Raheem shaker,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,3,0
LiveRail,11.0,19.0,8.0,10.0,5.0,10.0,5.0,0.0,38.0,25.0,14.0,1,166,0
NigelFontaine,3.0,5.0,16.0,4.0,6.0,1.0,13.0,0.0,24.0,11.0,0.0,1,65,0
Saify Ahmed,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,0,11,0
MihalyLukacs,0.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,0.0,8.0,2.0,0,15,0
Ben.r.osborn,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,3,0
Nicolaiminuts,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,1,5,0
Sumit Bhatia Karnal,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,1,6,0
Nikunj vasoya,5.0,1.0,0.0,12.0,3.0,7.0,1.0,0.0,6.0,22.0,1.0,0,51,0
Greatly Blest,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1,3,0
