username,crmf,crms,crmv,crnf,crns,crnv,crf_crv,ntus,crm,crn,nts_nts,fm,totaledit,vandal
GigaPlop,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,5,0
Chima4mani,2.0,0.0,2.0,51.0,4.0,67.0,50.0,0.0,4.0,122.0,19.0,0,222,0
AshworthVaz,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,4,0
Maggiemae154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,0
Rj Balam,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2,0
Marty Rampola,1.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,4.0,0.0,0,15,0
Ejazhussaini786,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1,2,0
Telacks,2.0,0.0,3.0,1.0,3.0,0.0,2.0,0.0,5.0,4.0,0.0,1,17,0
Nadyhere,8.0,6.0,12.0,0.0,0.0,0.0,10.0,0.0,26.0,0.0,0.0,1,26,0
Purkaple,9.0,8.0,23.0,0.0,0.0,2.0,20.0,0.0,40.0,2.0,0.0,1,49,0
Liblaura,0.0,1.0,0.0,7.0,3.0,4.0,2.0,0.0,1.0,14.0,0.0,1,22,0
Ujjwal kannaujia,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1,3,0
DuxInvictus,22.0,13.0,13.0,7.0,1.0,6.0,14.0,0.0,48.0,14.0,1.0,0,110,0
EnglishLoverWillie,0.0,0.0,0.0,0.0,1.0,8.0,3.0,0.0,0.0,9.0,3.0,1,24,0
NICHOLASKIMBRELL,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,0.0,1,9,0
Ailbeoreilly,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1,3,0
Dnigmonova,19.0,20.0,22.0,14.0,6.0,7.0,22.0,0.0,61.0,27.0,0.0,1,158,0
Monetizeyourcat,4.0,5.0,15.0,0.0,0.0,0.0,10.0,0.0,24.0,0.0,0.0,1,47,0
Mariotheguy12,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,1,5,0
Millie Vadgama,19.0,15.0,6.0,0.0,0.0,0.0,3.0,0.0,40.0,0.0,0.0,1,53,0
Kasergc,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,4.0,3.0,1,32,0
Annfrenkel,2.0,1.0,6.0,0.0,0.0,0.0,4.0,0.0,9.0,0.0,0.0,1,13,0
TenseBeaver,1.0,1.0,5.0,0.0,2.0,5.0,7.0,0.0,7.0,7.0,6.0,1,71,0
Sandeepyadav.sky,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1,3,0
Bredion1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
Jordanslytherin,7.0,2.0,12.0,0.0,0.0,6.0,14.0,0.0,21.0,6.0,0.0,1,38,0
Tremonist,6.0,0.0,6.0,8.0,14.0,25.0,22.0,0.0,12.0,47.0,5.0,1,115,0
Hjmason92,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,4,0
Pstanish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,0
Tiffany Luong,3.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,9.0,0.0,0.0,1,11,0
Khashayarteimoori,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1,3,0
Cassmariepeterson77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,0
Pavlosvos,0.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,0,7,0
Premmobile7296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0
Finch2017,2.0,20.0,2.0,1.0,0.0,1.0,2.0,0.0,24.0,2.0,0.0,1,38,0
Garamondo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
Neeraj28101992,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1,3,0
Kattriss,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1,5,0
