username,crmf,crms,crmv,crnf,crns,crnv,crf_crv,ntus,crm,crn,nts_nts,fm,totaledit,vandal
Lvansteenvoort,15,8,19,14,8,11,18,0,42,33,5,0,160,0
Aschimelfenig,0,0,0,33,15,56,49,0,0,104,0,1,107,0
113baqir113,0,0,0,1,0,3,2,0,0,4,0,0,5,0
Ruebenross,0,1,1,10,7,20,15,0,2,38,3,0,73,0
Kumbreviciute,0,0,0,0,0,0,0,0,0,0,0,1,1,0
LucaTea,0,0,0,0,0,1,0,0,0,1,0,1,2,0
Spyglasses,3,2,3,154,81,77,51,0,8,312,100,1,499,0
MoriTheDreamer,0,0,0,2,1,2,1,0,0,5,0,0,7,0
Linusw1,72,113,178,4,0,22,147,0,363,26,20,0,499,0
Ghost49424942,1,0,6,0,0,0,5,0,7,0,0,1,15,0
HosseinSagart,1,0,0,0,0,1,0,0,1,1,0,1,9,0
ScooterStein,1,6,4,0,0,0,2,0,11,0,0,1,11,0
Stanbrock,2,0,4,0,0,0,3,0,6,0,0,1,7,0
16002haydos,1,0,1,0,0,0,0,0,2,0,0,1,2,0
BB8904LYF,0,0,1,0,0,0,0,0,1,0,1,0,5,0
Vnurshaba,0,3,0,1,1,0,0,0,3,2,0,0,10,0
Closerinpex,0,0,0,0,0,1,0,0,0,1,0,1,4,0
Hashan22,0,0,1,0,0,1,0,0,1,1,0,1,3,0
C V RamBabu,1,0,1,0,0,0,0,0,2,0,0,1,2,0
Lmcintyre2,0,0,0,12,3,17,15,0,0,32,0,1,39,0
StevoOnAir,0,0,1,0,1,0,0,0,1,1,3,0,12,0
Maurizio Martina,5,19,4,0,0,0,1,0,28,0,0,1,32,0
Will K. Jeong,0,0,2,0,0,0,1,0,2,0,0,1,2,0
Hillary.conway,0,0,0,0,0,3,1,0,0,3,0,1,10,0
Siddharth001,0,0,0,0,0,2,1,0,0,2,0,1,3,0
Thegman254,1,0,0,0,0,0,0,0,1,0,0,1,2,0
PS171,20,9,3,4,10,7,7,0,32,21,14,0,135,0
L4D Bill,0,0,2,0,0,0,1,0,2,0,0,1,2,0
Already1329,4,0,28,5,1,38,55,0,32,44,0,1,118,0
E71q547p,0,3,4,0,0,0,0,0,7,0,0,1,7,0
Buncher4,0,0,0,0,1,4,3,0,0,5,0,0,11,0
Girlitzerpink,0,1,0,0,0,0,0,0,1,0,0,1,2,0
J-ostin,3,0,1,0,0,0,0,0,4,0,0,1,8,0
Suitecaseharry,0,0,1,1,0,2,1,0,1,3,0,1,6,0
Controlaltdelete121,1,1,7,1,0,0,5,0,9,1,0,0,12,0
JoshKikta,1,0,0,0,0,0,0,0,1,0,0,0,2,0
Whyasknow,0,0,1,3,2,10,6,2,1,15,4,0,35,0
EinVaktel,1,6,0,0,0,0,0,0,7,0,0,1,7,0
