counter,crf_crv
4,1
15,1
74,1
82,1
93,1
106,1
112,1
113,1
142,1
157,1
202,1
203,1
226,1
233,1
245,1
248,1
250,1
251,1
253,1
262,1
265,1
266,1
286,1
304,1
317,1
328,1
330,1
334,1
354,1
359,1
377,1
378,1
394,1
397,1
404,1
410,1
415,1
416,1
447,1
467,1
471,1
485,1
493,1
495,1
496,1
497,1
498,1
499,1
508,1
516,1
522,1
523,1
527,1
528,1
540,1
565,1
609,1
613,1
614,1
615,1
620,1
621,1
668,1
669,1
670,1
713,1
724,1
725,1
726,1
749,1
750,1
753,1
754,1
755,1
757,1
758,1
760,1
761,1
762,1
765,1
766,1
776,1
777,1
780,1
784,1
787,1
789,1
790,1
791,1
798,1
799,1
800,1
801,1
802,1
803,1
804,1
805,1
806,1
807,1
808,1
809,1
810,1
813,1
821,1
822,1
851,1
853,1
857,1
859,1
860,1
863,1
866,1
869,1
870,1
872,1
873,1
875,1
876,1
877,1
878,1
879,1
885,1
886,1
887,1
893,1
906,1
907,1
911,1
912,1
914,1
915,1
916,1
919,1
927,1
928,1
929,1
930,1
931,1
939,1
948,1
960,1
961,1
965,1
977,1
978,1
979,1
1002,1
1018,1
1021,1
1025,1
1026,1
1038,1
1043,1
1052,1
1053,1
1054,1
1075,1
1076,1
1077,1
1078,1
1081,1
1082,1
1083,1
1096,1
1115,1
1133,1
1134,1
1136,1
1158,1
1233,1
1253,1
1254,1
1256,1
1266,1
1268,1
1269,1
1271,1
1275,1
1297,1
1298,1
1301,1
1328,1
1329,1
1333,1
1336,1
1337,1
1339,1
1340,1
1341,1
1342,1
1343,1
1344,1
1345,1
1346,1
1352,1
1360,1
1363,1
1364,1
1365,1
1373,1
1374,1
1375,1
1376,1
1389,1
1430,1
1431,1
1506,1
1512,1
1513,1
1525,1
1569,1
1570,1
1571,1
1592,1
1594,1
1627,1
1630,1
1640,1
1651,1
1652,1
1676,1
1691,1
1692,1
1709,1
1736,1
1763,1
1770,1
1771,1
1774,1
1784,1
1790,1
1801,1
1802,1
1807,1
1810,1
1817,1
1826,1
1829,1
1840,1
1841,1
1857,1
1862,1
1863,1
1870,1
1880,1
1885,1
1922,1
1923,1
1926,1
1936,1
1940,1
1943,1
1957,1
1964,1
1965,1
1970,1
1977,1
1978,1
1980,1
1985,1
2008,1
2013,1
2023,1
2052,1
2075,1
2080,1
2083,1
2084,1
2088,1
2089,1
2090,1
2091,1
2092,1
2093,1
2094,1
2095,1
2098,1
2107,1
2108,1
2113,1
2116,1
2117,1
2143,1
2152,1
2159,1
2163,1
2164,1
2166,1
2170,1
2171,1
2172,1
2173,1
2174,1
2175,1
2184,1
2185,1
2198,1
2199,1
2207,1
2208,1
2210,1
2211,1
2212,1
2224,1
2225,1
2239,1
2246,1
2250,1
2251,1
2253,1
2254,1
2257,1
2258,1
2259,1
2260,1
2261,1
2271,1
2272,1
2274,1
2302,1
2303,1
2306,1
2307,1
2308,1
2309,1
2310,1
2317,1
2318,1
2321,1
2322,1
2329,1
2336,1
2337,1
2338,1
2339,1
2340,1
2341,1
2342,1
2346,1
2348,1
2349,1
2351,1
2352,1
2353,1
2355,1
2356,1
2357,1
2360,1
2369,1
2371,1
2375,1
2376,1
2377,1
2378,1
2379,1
2381,1
2382,1
2383,1
2384,1
2385,1
2386,1
2387,1
2388,1
2394,1
2397,1
2399,1
2406,1
2408,1
2409,1
2410,1
2411,1
2412,1
2415,1
2416,1
2418,1
2450,1
2459,1
2460,1
2470,1
2473,1
2474,1
2477,1
2483,1
2505,1
2506,1
2507,1
2508,1
