counter,crf_crv
0,1
1,1
2,1
3,1
4,1
19,1
29,1
30,1
43,1
44,1
49,1
50,1
59,1
62,1
73,1
75,1
79,1
81,1
82,1
85,1
91,1
92,1
93,1
94,1
110,1
111,1
116,1
117,1
118,1
121,1
137,1
145,1
146,1
152,1
160,1
178,1
181,1
182,1
189,1
191,1
192,1
193,1
194,1
197,1
200,1
201,1
204,1
205,1
219,1
220,1
221,1
223,1
257,1
258,1
259,1
266,1
267,1
279,1
287,1
296,1
307,1
308,1
311,1
314,1
331,1
332,1
333,1
334,1
335,1
336,1
337,1
350,1
351,1
352,1
355,1
360,1
366,1
367,1
373,1
374,1
375,1
382,1
383,1
384,1
385,1
391,1
393,1
394,1
395,1
396,1
397,1
405,1
424,1
430,1
434,1
436,1
438,1
445,1
446,1
447,1
448,1
461,1
462,1
467,1
468,1
469,1
470,1
490,1
491,1
492,1
496,1
502,1
503,1
504,1
505,1
507,1
509,1
521,1
546,1
559,1
614,1
620,1
623,1
624,1
629,1
659,1
660,1
663,1
664,1
665,1
666,1
667,1
672,1
673,1
675,1
676,1
677,1
680,1
682,1
683,1
684,1
685,1
688,1
690,1
696,1
700,1
701,1
702,1
703,1
704,1
722,1
736,1
740,1
741,1
742,1
755,1
756,1
757,1
760,1
767,1
782,1
789,1
798,1
800,1
811,1
816,1
817,1
820,1
821,1
823,1
824,1
828,1
831,1
845,1
847,1
894,1
895,1
899,1
900,1
901,1
902,1
926,1
927,1
951,1
952,1
956,1
960,1
962,1
967,1
969,1
977,1
1015,1
1016,1
1018,1
1019,1
1020,1
1021,1
1023,1
1027,1
1028,1
1029,1
1064,1
1066,1
1070,1
1071,1
1077,1
1078,1
1079,1
1080,1
1082,1
1088,1
1095,1
1096,1
1107,1
1108,1
1113,1
1123,1
1128,1
1129,1
1136,1
1141,1
1144,1
1145,1
1146,1
1147,1
1148,1
1152,1
1155,1
1160,1
1174,1
1175,1
1176,1
1177,1
1186,1
1192,1
1233,1
1251,1
1253,1
1269,1
1272,1
1273,1
1286,1
1288,1
1292,1
1295,1
1299,1
1306,1
1311,1
1314,1
1316,1
1318,1
1319,1
1320,1
1321,1
1322,1
1330,1
1343,1
1347,1
1352,1
1353,1
1358,1
1363,1
1364,1
1365,1
1371,1
1375,1
1383,1
1387,1
1388,1
1389,1
1425,1
1446,1
1462,1
1463,1
1464,1
1478,1
1480,1
1485,1
1488,1
1489,1
1490,1
1508,1
1510,1
1511,1
1512,1
1515,1
1517,1
1518,1
1519,1
1520,1
1538,1
1545,1
1548,1
1553,1
1556,1
1558,1
1561,1
1562,1
1577,1
1580,1
1584,1
1588,1
1589,1
1598,1
1602,1
1646,1
1647,1
1648,1
1662,1
1663,1
1678,1
1679,1
1684,1
1685,1
1692,1
1693,1
1698,1
1699,1
1710,1
1731,1
1746,1
1758,1
1775,1
1776,1
1777,1
1780,1
1784,1
1790,1
1797,1
1798,1
1806,1
1814,1
1821,1
1822,1
1833,1
1844,1
1846,1
1847,1
1848,1
1849,1
1850,1
1851,1
1852,1
1853,1
1858,1
1866,1
1867,1
1868,1
1878,1
1880,1
1881,1
1892,1
1900,1
1904,1
1916,1
1918,1
1919,1
1920,1
1921,1
1951,1
1973,1
1983,1
1987,1
1997,1
2004,1
2012,1
2013,1
2015,1
2020,1
2025,1
2026,1
2027,1
2028,1
2042,1
2043,1
2046,1
2066,1
2067,1
2068,1
2069,1
2070,1
2071,1
2124,1
2131,1
2132,1
2140,1
2141,1
2142,1
2143,1
2144,1
2151,1
2157,1
2180,1
2187,1
2190,1
2202,1
2209,1
2213,1
2214,1
2215,1
2237,1
2238,1
2239,1
2240,1
2241,1
2242,1
2243,1
2248,1
2272,1
2288,1
2321,1
2336,1
2337,1
2341,1
2344,1
2345,1
2365,1
2370,1
2373,1
2374,1
2375,1
2376,1
2377,1
2378,1
2379,1
2383,1
2386,1
2395,1
2399,1
2419,1
2422,1
2440,1
2443,1
2444,1
2445,1
2451,1
2458,1
2463,1
2465,1
2468,1
2469,1
2470,1
2471,1
2487,1
2494,1
2496,1
2527,1
2534,1
2547,1
2548,1
2552,1
2583,1
2600,1
2601,1
2630,1
2644,1
2650,1
2663,1
2665,1
2670,1
2672,1
2686,1
2700,1
2701,1
2705,1
2752,1
2766,1
2767,1
2778,1
2786,1
2787,1
2793,1
2796,1
2799,1
2816,1
2820,1
2822,1
2838,1
2846,1
2848,1
2863,1
2869,1
2870,1
2876,1
2877,1
2878,1
2906,1
2935,1
2944,1
2956,1
3002,1
3006,1
3007,1
3011,1
3028,1
3036,1
3068,1
3076,1
3077,1
3078,1
3079,1
3104,1
3107,1
3108,1
3109,1
3131,1
3175,1
3190,1
3247,1
3250,1
3254,1
3266,1
3280,1
3298,1
3300,1
3301,1
3333,1
3334,1
3335,1
3347,1
3351,1
3357,1
3358,1
3365,1
3381,1
3397,1
3398,1
3399,1
3400,1
3403,1
3404,1
3412,1
3413,1
3414,1
3420,1
3421,1
3422,1
3423,1
3424,1
3425,1
3426,1
3431,1
3432,1
3433,1
3434,1
3435,1
3436,1
3437,1
3438,1
3452,1
3477,1
3478,1
3479,1
3503,1
3508,1
3509,1
3519,1
3520,1
3526,1
3527,1
3540,1
3541,1
3549,1
3569,1
3570,1
3573,1
3576,1
3610,1
3618,1
3620,1
3622,1
3625,1
3631,1
3641,1
3642,1
3665,1
3677,1
3683,1
3685,1
3686,1
3704,1
3705,1
3708,1
3709,1
3710,1
3711,1
3717,1
3718,1
3733,1
3765,1
3766,1
3778,1
3779,1
3795,1
3798,1
3799,1
3803,1
3806,1
3821,1
3826,1
3827,1
3844,1
3846,1
3856,1
3865,1
3867,1
3868,1
3874,1
3875,1
3886,1
3907,1
3909,1
3912,1
3922,1
3923,1
3924,1
3931,1
3932,1
3935,1
3940,1
3950,1
3951,1
3952,1
3953,1
3954,1
3955,1
3956,1
3957,1
3958,1
3959,1
3960,1
3961,1
3964,1
3976,1
3979,1
3980,1
3981,1
3987,1
3988,1
3989,1
3990,1
3992,1
3994,1
3995,1
4000,1
4005,1
4006,1
4017,1
4018,1
4021,1
4030,1
4031,1
4037,1
4050,1
4053,1
4055,1
4056,1
4068,1
4069,1
4070,1
4076,1
4080,1
4081,1
4116,1
4123,1
4126,1
4127,1
4128,1
4132,1
4133,1
4138,1
4139,1
4182,1
4189,1
4199,1
4202,1
4203,1
4210,1
4228,1
4233,1
4250,1
4251,1
4252,1
4253,1
4256,1
4257,1
4264,1
