counter,crf_crv
6,1
20,1
23,1
39,1
42,1
43,1
48,1
70,1
71,1
73,1
74,1
78,1
106,1
107,1
116,1
117,1
125,1
133,1
140,1
141,1
180,1
184,1
185,1
186,1
193,1
194,1
197,1
198,1
217,1
233,1
249,1
250,1
251,1
263,1
264,1
283,1
284,1
285,1
288,1
311,1
312,1
313,1
314,1
315,1
316,1
317,1
318,1
319,1
320,1
321,1
322,1
323,1
326,1
328,1
332,1
336,1
357,1
361,1
362,1
363,1
365,1
368,1
370,1
383,1
387,1
388,1
389,1
392,1
404,1
437,1
441,1
442,1
447,1
486,1
487,1
494,1
500,1
508,1
516,1
520,1
524,1
534,1
536,1
537,1
538,1
540,1
541,1
543,1
552,1
568,1
569,1
573,1
574,1
578,1
579,1
590,1
608,1
610,1
611,1
622,1
651,1
658,1
667,1
679,1
682,1
683,1
684,1
685,1
687,1
696,1
697,1
698,1
699,1
705,1
711,1
713,1
718,1
724,1
734,1
735,1
736,1
742,1
743,1
748,1
761,1
783,1
784,1
799,1
809,1
832,1
840,1
853,1
854,1
859,1
860,1
881,1
884,1
888,1
891,1
893,1
894,1
904,1
912,1
913,1
914,1
915,1
916,1
935,1
940,1
941,1
965,1
966,1
985,1
987,1
992,1
1002,1
1004,1
1020,1
1030,1
1033,1
1039,1
1041,1
1042,1
1044,1
1049,1
1050,1
1055,1
1056,1
1057,1
1058,1
1059,1
1073,1
1091,1
1107,1
1109,1
1118,1
1123,1
1128,1
1129,1
1131,1
1141,1
1146,1
1151,1
1152,1
1168,1
1171,1
1178,1
1193,1
1200,1
1202,1
1203,1
1204,1
1212,1
1222,1
1223,1
1229,1
1245,1
1263,1
1264,1
1276,1
1307,1
1308,1
1309,1
1310,1
1311,1
1312,1
1313,1
1314,1
1317,1
1329,1
1330,1
1336,1
1339,1
1340,1
1355,1
1357,1
1358,1
1359,1
1370,1
1371,1
1395,1
1400,1
1402,1
1403,1
1406,1
1407,1
1441,1
1470,1
1471,1
1474,1
1481,1
1482,1
1483,1
1500,1
1525,1
1541,1
1545,1
1547,1
1548,1
1551,1
1552,1
1553,1
1554,1
1555,1
1560,1
1565,1
1566,1
1567,1
1576,1
1577,1
1578,1
1592,1
1597,1
1599,1
1600,1
1601,1
1608,1
1621,1
1641,1
1643,1
1645,1
1646,1
1647,1
1648,1
1649,1
1650,1
1651,1
1652,1
1653,1
1654,1
1655,1
1656,1
1668,1
1676,1
1677,1
1678,1
1679,1
1684,1
1685,1
1686,1
1688,1
1693,1
1694,1
1695,1
1696,1
1700,1
1707,1
1709,1
1710,1
1711,1
1713,1
1714,1
1715,1
1717,1
1718,1
1719,1
1720,1
1722,1
1723,1
1727,1
1733,1
1735,1
1755,1
1788,1
1789,1
1790,1
1791,1
1799,1
1814,1
1815,1
1816,1
1817,1
1824,1
1825,1
1826,1
1827,1
1829,1
1857,1
1876,1
1890,1
1893,1
1904,1
1909,1
1913,1
1922,1
1935,1
1941,1
1949,1
1952,1
1955,1
1960,1
1961,1
1962,1
1963,1
1964,1
1965,1
1970,1
1971,1
2001,1
2012,1
2013,1
2017,1
2018,1
2035,1
2036,1
2037,1
2038,1
2039,1
2040,1
2041,1
2042,1
2043,1
2044,1
2045,1
2048,1
2049,1
2050,1
2051,1
2054,1
2055,1
2056,1
2057,1
2058,1
2059,1
2060,1
2062,1
2063,1
2065,1
2066,1
2067,1
2068,1
2069,1
2070,1
2071,1
2072,1
2082,1
2083,1
2084,1
2085,1
2111,1
2119,1
2132,1
2180,1
2181,1
2187,1
2191,1
2192,1
2205,1
2206,1
2207,1
2208,1
2209,1
2210,1
2211,1
2212,1
2213,1
2214,1
2215,1
2216,1
2219,1
2220,1
2221,1
2222,1
2223,1
2224,1
2226,1
2227,1
2231,1
2232,1
2235,1
2236,1
2238,1
2245,1
2250,1
2256,1
2270,1
2272,1
2277,1
2281,1
2286,1
2287,1
2288,1
2291,1
2307,1
2316,1
2327,1
2328,1
2329,1
2332,1
2333,1
2338,1
2339,1
2340,1
2341,1
2342,1
2344,1
2345,1
2350,1
2353,1
2362,1
2365,1
2366,1
2381,1
2384,1
2392,1
2393,1
2394,1
2398,1
2399,1
2401,1
2403,1
2408,1
2409,1
2410,1
2411,1
2413,1
2414,1
2418,1
2419,1
2420,1
2426,1
2435,1
2436,1
2437,1
2438,1
2439,1
2446,1
2450,1
2455,1
2456,1
2467,1
2476,1
2498,1
2521,1
2528,1
2529,1
2536,1
2572,1
2573,1
2574,1
2580,1
2581,1
2587,1
2588,1
2589,1
2595,1
2605,1
2606,1
2609,1
2610,1
2611,1
2626,1
2669,1
2675,1
2676,1
2677,1
2680,1
2683,1
2685,1
2689,1
2690,1
2691,1
2692,1
2693,1
2699,1
2705,1
2706,1
2717,1
2733,1
2738,1
2739,1
2745,1
2746,1
2747,1
2764,1
2765,1
2766,1
2770,1
2782,1
2785,1
2786,1
2799,1
2807,1
2808,1
2809,1
2810,1
2811,1
2812,1
2834,1
2835,1
2838,1
2856,1
2862,1
2878,1
2879,1
2880,1
2881,1
2887,1
2888,1
2896,1
2897,1
2902,1
2903,1
2904,1
2913,1
2951,1
2976,1
2979,1
2982,1
2985,1
2986,1
2998,1
2999,1
3000,1
3001,1
3002,1
3005,1
3015,1
3028,1
3029,1
3039,1
3053,1
3059,1
3066,1
3067,1
3068,1
3069,1
3070,1
3072,1
3073,1
3076,1
3088,1
3090,1
3091,1
3092,1
3095,1
3104,1
3115,1
3116,1
3129,1
3131,1
3132,1
3146,1
3147,1
3148,1
3149,1
3161,1
3162,1
3165,1
3171,1
3179,1
3180,1
3182,1
3189,1
3198,1
3199,1
3202,1
3203,1
3219,1
3220,1
3221,1
3222,1
3223,1
3224,1
3228,1
3257,1
3271,1
3277,1
3285,1
3287,1
3288,1
3304,1
3309,1
3322,1
3323,1
3324,1
3325,1
3338,1
3343,1
3362,1
3366,1
3367,1
3368,1
3378,1
3382,1
3383,1
3384,1
3391,1
3395,1
3396,1
3398,1
3399,1
3400,1
3401,1
3402,1
3408,1
3412,1
3416,1
3488,1
3492,1
3495,1
3503,1
3504,1
3506,1
3512,1
3528,1
3536,1
3537,1
3538,1
3539,1
3542,1
3546,1
3551,1
3553,1
3554,1
3555,1
3556,1
3557,1
3558,1
3559,1
3560,1
3561,1
3562,1
3597,1
3598,1
3629,1
3630,1
3641,1
3642,1
3643,1
3644,1
3652,1
3653,1
3654,1
3655,1
3656,1
3660,1
3662,1
3663,1
3665,1
3681,1
3682,1
3691,1
3692,1
3697,1
3700,1
3725,1
3726,1
3728,1
3729,1
3730,1
3732,1
3734,1
3736,1
3737,1
3744,1
3760,1
3762,1
3768,1
3769,1
3770,1
3774,1
3775,1
3776,1
3777,1
3778,1
3779,1
3790,1
3799,1
3819,1
3821,1
3822,1
3839,1
3844,1
3848,1
3852,1
3853,1
3854,1
3857,1
3858,1
3865,1
3893,1
3894,1
3896,1
3897,1
3907,1
3908,1
3915,1
3917,1
3928,1
3941,1
3959,1
3970,1
3972,1
3973,1
3980,1
3984,1
4001,1
4004,1
4016,1
4025,1
4026,1
4027,1
4029,1
4030,1
4031,1
4032,1
4033,1
4034,1
4035,1
4036,1
4037,1
4040,1
4047,1
4049,1
4050,1
4057,1
4059,1
4060,1
4061,1
4072,1
4073,1
4074,1
4075,1
4076,1
4077,1
4088,1
4091,1
4092,1
4093,1
4094,1
4099,1
4107,1
4117,1
4121,1
4122,1
4123,1
4126,1
4129,1
4175,1
4176,1
4194,1
4195,1
4196,1
4199,1
4200,1
4201,1
4204,1
4210,1
4211,1
4212,1
4213,1
4214,1
4215,1
4216,1
4217,1
4220,1
4238,1
4243,1
4245,1
4248,1
4258,1
4278,1
4308,1
4321,1
4322,1
4323,1
4324,1
4334,1
4338,1
4339,1
4347,1
4349,1
4358,1
4375,1
4376,1
4383,1
4384,1
4401,1
4402,1
4417,1
4421,1
4434,1
4435,1
4440,1
4443,1
4449,1
4450,1
4454,1
4459,1
4460,1
4464,1
4465,1
4468,1
4470,1
4480,1
4482,1
4483,1
4496,1
4497,1
4502,1
4504,1
4505,1
4506,1
4507,1
4508,1
4509,1
4510,1
4511,1
4512,1
4513,1
4514,1
4523,1
4524,1
4525,1
4531,1
4537,1
4544,1
4545,1
4546,1
4579,1
4590,1
4592,1
4593,1
4595,1
4602,1
4605,1
4608,1
4609,1
4618,1
4620,1
4634,1
4635,1
4636,1
4642,1
4643,1
4648,1
4652,1
4653,1
4669,1
4670,1
4678,1
4679,1
4680,1
4681,1
4682,1
4683,1
4692,1
4693,1
4694,1
4697,1
4719,1
4739,1
4740,1
4741,1
4744,1
4747,1
4748,1
4749,1
4750,1
4751,1
4767,1
4808,1
4838,1
4839,1
4840,1
4841,1
4843,1
4845,1
4854,1
4866,1
4870,1
4891,1
4899,1
4900,1
4906,1
4911,1
4914,1
4915,1
4916,1
4918,1
4920,1
4935,1
4959,1
4960,1
4975,1
4980,1
4988,1
5002,1
5006,1
5007,1
5012,1
5013,1
5018,1
5019,1
5020,1
5023,1
5045,1
5048,1
5050,1
5054,1
5059,1
5060,1
5061,1
5062,1
5063,1
5066,1
5070,1
5071,1
5106,1
5138,1
5140,1
5142,1
5161,1
5170,1
5182,1
5195,1
5201,1
5202,1
5206,1
5218,1
5221,1
5222,1
5227,1
5231,1
5232,1
5236,1
5242,1
5243,1
5244,1
5245,1
5258,1
5262,1
5269,1
5275,1
5280,1
5283,1
5285,1
5288,1
5308,1
5309,1
5326,1
5327,1
5337,1
5344,1
5345,1
5355,1
5361,1
5362,1
5365,1
5366,1
5368,1
5372,1
5373,1
5374,1
5376,1
5377,1
5381,1
5382,1
5388,1
5393,1
5394,1
5398,1
5406,1
5409,1
5413,1
5415,1
5419,1
5420,1
5421,1
5423,1
5432,1
5433,1
5434,1
5435,1
5436,1
5446,1
5447,1
5453,1
5454,1
5455,1
5456,1
5457,1
5497,1
5500,1
5501,1
5502,1
5503,1
5525,1
5526,1
5527,1
5528,1
5529,1
5551,1
5552,1
5553,1
5579,1
5601,1
5610,1
5612,1
5613,1
5615,1
5616,1
5617,1
5618,1
5621,1
5622,1
5623,1
5625,1
5632,1
5635,1
5636,1
5640,1
5642,1
5645,1
5656,1
5670,1
5687,1
5700,1
5708,1
5716,1
5717,1
5718,1
5725,1
5740,1
5759,1
5760,1
5763,1
5767,1
5768,1
5773,1
5774,1
5777,1
5778,1
5779,1
5780,1
5781,1
5782,1
5786,1
5787,1
5788,1
5791,1
5792,1
5793,1
5796,1
5801,1
5802,1
5808,1
5814,1
5815,1
5826,1
5842,1
5848,1
5861,1
5862,1
5867,1
5874,1
5876,1
5892,1
5895,1
5896,1
5901,1
5904,1
5905,1
5907,1
5908,1
5909,1
5910,1
5911,1
5921,1
5922,1
5923,1
5939,1
5942,1
5945,1
5961,1
5970,1
5986,1
5994,1
6004,1
6005,1
6007,1
6008,1
6010,1
6011,1
6013,1
6014,1
6016,1
6018,1
6019,1
6060,1
6063,1
6064,1
6069,1
6071,1
6073,1
6074,1
6075,1
6077,1
6082,1
6083,1
6085,1
6086,1
6112,1
6113,1
6140,1
6141,1
6142,1
6143,1
6169,1
6170,1
6171,1
6183,1
6186,1
6206,1
6207,1
6208,1
6277,1
6299,1
6307,1
6313,1
6320,1
6362,1
6363,1
6365,1
6392,1
6397,1
6398,1
6411,1
6425,1
6443,1
6444,1
6448,1
6449,1
6450,1
6455,1
6456,1
6457,1
6458,1
6459,1
6460,1
6510,1
6517,1
6529,1
6549,1
6554,1
6559,1
6577,1
6578,1
6579,1
6593,1
6610,1
6611,1
6612,1
6613,1
6614,1
6630,1
6632,1
6642,1
6676,1
6681,1
6682,1
6733,1
6734,1
6736,1
6738,1
6740,1
6741,1
6742,1
6743,1
6766,1
6767,1
6768,1
6769,1
6772,1
6776,1
6777,1
6785,1
6788,1
6832,1
6838,1
6841,1
6863,1
6894,1
6900,1
6901,1
6902,1
6904,1
6907,1
6921,1
6922,1
6947,1
6948,1
6954,1
6955,1
6957,1
6961,1
6966,1
6976,1
6980,1
6990,1
6993,1
7000,1
7001,1
7018,1
7027,1
7028,1
7033,1
7040,1
7041,1
7042,1
7058,1
7059,1
7060,1
