counter,crf_crv
12,1
18,1
26,1
32,1
33,1
34,1
35,1
37,1
40,1
41,1
45,1
46,1
47,1
49,1
61,1
70,1
75,1
79,1
92,1
97,1
105,1
106,1
117,1
123,1
130,1
132,1
133,1
143,1
151,1
162,1
165,1
185,1
207,1
211,1
223,1
241,1
242,1
245,1
252,1
253,1
255,1
264,1
266,1
280,1
282,1
283,1
284,1
311,1
319,1
326,1
330,1
331,1
332,1
333,1
334,1
335,1
336,1
337,1
338,1
339,1
340,1
341,1
342,1
347,1
348,1
349,1
350,1
352,1
353,1
354,1
355,1
356,1
357,1
358,1
359,1
368,1
389,1
393,1
394,1
402,1
403,1
404,1
405,1
411,1
415,1
417,1
418,1
420,1
423,1
432,1
444,1
459,1
460,1
465,1
466,1
467,1
468,1
469,1
470,1
471,1
488,1
490,1
491,1
500,1
517,1
521,1
522,1
523,1
524,1
525,1
526,1
527,1
528,1
535,1
561,1
562,1
567,1
575,1
586,1
587,1
596,1
602,1
603,1
610,1
611,1
612,1
613,1
619,1
644,1
647,1
648,1
649,1
654,1
661,1
664,1
665,1
666,1
667,1
676,1
677,1
678,1
681,1
683,1
686,1
687,1
688,1
696,1
705,1
713,1
714,1
726,1
740,1
741,1
745,1
754,1
763,1
764,1
765,1
766,1
767,1
801,1
804,1
805,1
828,1
832,1
840,1
846,1
856,1
857,1
858,1
876,1
887,1
892,1
893,1
897,1
901,1
915,1
916,1
928,1
930,1
934,1
937,1
949,1
950,1
951,1
954,1
955,1
958,1
961,1
962,1
966,1
967,1
970,1
974,1
975,1
977,1
982,1
999,1
1003,1
1011,1
1013,1
1014,1
1015,1
1016,1
1038,1
1054,1
1055,1
1056,1
1057,1
1058,1
1059,1
1084,1
1085,1
1086,1
1087,1
1088,1
1089,1
1090,1
1091,1
1097,1
1101,1
1128,1
1129,1
1138,1
1145,1
1157,1
1177,1
1178,1
1187,1
1192,1
1193,1
1230,1
1231,1
1245,1
1248,1
1249,1
1250,1
1251,1
1252,1
1253,1
1254,1
1257,1
1258,1
1259,1
1260,1
1261,1
1262,1
1263,1
1264,1
1265,1
1266,1
1267,1
1268,1
1283,1
1287,1
1298,1
1300,1
1301,1
1303,1
1311,1
1330,1
1333,1
1334,1
1339,1
1340,1
1341,1
1344,1
1345,1
1346,1
1347,1
1350,1
1364,1
1365,1
1377,1
1399,1
1413,1
1414,1
1415,1
1437,1
1484,1
1488,1
1491,1
1498,1
1511,1
1512,1
1517,1
1531,1
1538,1
1546,1
1547,1
1549,1
1550,1
1553,1
1554,1
1555,1
1562,1
1576,1
1580,1
1590,1
1598,1
1618,1
1620,1
1621,1
1622,1
1625,1
1627,1
1632,1
1633,1
1639,1
1642,1
1653,1
1655,1
1666,1
1667,1
1682,1
1683,1
1684,1
1685,1
1687,1
1688,1
1692,1
1711,1
1712,1
1713,1
1723,1
1724,1
1782,1
1784,1
1785,1
1786,1
1787,1
1788,1
1790,1
1791,1
1792,1
1793,1
1794,1
1795,1
1796,1
1797,1
1798,1
1799,1
1808,1
1809,1
1812,1
1813,1
1816,1
1817,1
1821,1
1828,1
1836,1
1838,1
1843,1
1844,1
1845,1
1846,1
1862,1
1863,1
1864,1
1869,1
1880,1
1881,1
1889,1
1891,1
1892,1
1893,1
1894,1
1898,1
1899,1
1900,1
1902,1
1905,1
1912,1
1913,1
1914,1
1915,1
1916,1
1917,1
1918,1
1920,1
1923,1
1925,1
1926,1
1929,1
1930,1
1932,1
1933,1
1934,1
1935,1
1938,1
1948,1
1951,1
1953,1
1960,1
1967,1
1981,1
1982,1
1986,1
1988,1
1989,1
1992,1
1994,1
1996,1
1997,1
2001,1
2003,1
2004,1
2007,1
2016,1
2020,1
2032,1
2034,1
2038,1
2039,1
2040,1
2054,1
2055,1
2056,1
2063,1
2086,1
2089,1
2142,1
2176,1
2197,1
2198,1
2199,1
2200,1
2201,1
2202,1
2203,1
2204,1
2205,1
2206,1
2209,1
2214,1
2215,1
2216,1
2217,1
2218,1
2219,1
2222,1
2223,1
2224,1
2225,1
2226,1
2227,1
2235,1
2236,1
2237,1
2240,1
2245,1
2246,1
2248,1
2250,1
2251,1
2252,1
2253,1
2254,1
2255,1
2270,1
2273,1
2287,1
2300,1
2301,1
2308,1
2309,1
2310,1
2311,1
2312,1
2317,1
2324,1
2325,1
2338,1
2346,1
2347,1
2349,1
2355,1
2358,1
2363,1
2364,1
2368,1
2369,1
2394,1
2395,1
2396,1
2397,1
2405,1
2406,1
2407,1
2420,1
2422,1
2423,1
2433,1
2442,1
2445,1
2450,1
2460,1
2461,1
2463,1
2474,1
2482,1
2485,1
2490,1
2499,1
2504,1
2508,1
2515,1
2518,1
2519,1
2522,1
2528,1
2529,1
2530,1
2536,1
2542,1
2547,1
2560,1
2569,1
2582,1
2583,1
2584,1
2585,1
2586,1
2605,1
2625,1
2630,1
2631,1
2638,1
2667,1
2673,1
2686,1
2687,1
2690,1
2704,1
2709,1
2710,1
2717,1
2729,1
2730,1
2731,1
2748,1
2759,1
2761,1
2762,1
2795,1
2796,1
2797,1
2798,1
2799,1
2800,1
2801,1
2802,1
2867,1
2870,1
2882,1
2883,1
2901,1
2922,1
2930,1
2931,1
2932,1
2933,1
2945,1
2953,1
2964,1
2965,1
2975,1
2980,1
2981,1
2982,1
2986,1
3001,1
3004,1
3005,1
3006,1
3010,1
3012,1
3014,1
3015,1
3016,1
3028,1
3036,1
3042,1
3045,1
3046,1
3049,1
3060,1
3061,1
3067,1
3071,1
3075,1
3124,1
3137,1
3138,1
3145,1
3161,1
3175,1
3176,1
3178,1
3180,1
3187,1
3188,1
3189,1
3190,1
3191,1
3204,1
3205,1
3206,1
3208,1
3212,1
3226,1
3231,1
3239,1
3266,1
3267,1
3268,1
3276,1
3279,1
3291,1
3292,1
3293,1
3312,1
3321,1
3322,1
3323,1
3338,1
3341,1
3353,1
3356,1
3359,1
3360,1
3377,1
3382,1
3383,1
3392,1
3398,1
3399,1
3400,1
3416,1
3417,1
3418,1
3421,1
3428,1
3429,1
3430,1
3431,1
3435,1
3470,1
3471,1
3474,1
3487,1
3492,1
3493,1
3499,1
3505,1
3506,1
3507,1
3508,1
3510,1
3511,1
3514,1
3516,1
3517,1
3518,1
3519,1
3520,1
3521,1
3522,1
3546,1
3547,1
3550,1
3558,1
3561,1
3564,1
3567,1
3579,1
3608,1
3616,1
3617,1
3622,1
3623,1
3624,1
3625,1
3626,1
3627,1
3645,1
3667,1
3675,1
3680,1
3681,1
3682,1
3690,1
3693,1
3694,1
3698,1
3703,1
3704,1
3705,1
3706,1
3707,1
3708,1
3709,1
3710,1
3711,1
3712,1
3722,1
3723,1
3725,1
3726,1
3727,1
3733,1
3787,1
3788,1
3789,1
3790,1
3793,1
3796,1
3797,1
3798,1
3799,1
3802,1
3803,1
3841,1
3844,1
3845,1
3850,1
3851,1
3862,1
3863,1
3864,1
3872,1
3873,1
3875,1
3876,1
3877,1
3878,1
3879,1
3881,1
3940,1
3945,1
3948,1
3957,1
3974,1
3981,1
3983,1
3984,1
4006,1
4007,1
4017,1
4018,1
4019,1
4020,1
4022,1
4023,1
4024,1
4025,1
4027,1
4028,1
4029,1
4030,1
4032,1
4033,1
4037,1
4041,1
4042,1
4043,1
4046,1
4049,1
4050,1
4053,1
4054,1
4055,1
4056,1
4057,1
4067,1
4068,1
4069,1
4076,1
4078,1
4079,1
4080,1
4081,1
4093,1
4097,1
4098,1
4099,1
4103,1
4111,1
4112,1
4113,1
4114,1
4115,1
4122,1
4133,1
4134,1
4138,1
4139,1
4146,1
4150,1
4153,1
4154,1
4155,1
4156,1
4157,1
4198,1
4219,1
4220,1
4221,1
4224,1
4247,1
4248,1
4264,1
4281,1
4321,1
4341,1
4355,1
4356,1
4359,1
4360,1
4365,1
4367,1
4368,1
4369,1
4370,1
4371,1
4373,1
4374,1
4386,1
4387,1
4389,1
4391,1
4394,1
4397,1
4398,1
4400,1
4401,1
4407,1
4413,1
4417,1
4432,1
4445,1
4451,1
4455,1
4456,1
4457,1
4460,1
4461,1
4462,1
4464,1
4465,1
4466,1
4472,1
4474,1
4478,1
4479,1
4480,1
4488,1
4489,1
4490,1
4514,1
4515,1
4517,1
4523,1
4538,1
4539,1
4540,1
4542,1
4588,1
4600,1
4612,1
4614,1
4618,1
4627,1
4628,1
4629,1
4630,1
4631,1
4632,1
4643,1
4645,1
4653,1
4654,1
4655,1
4658,1
4663,1
4683,1
4696,1
4704,1
4705,1
4721,1
4724,1
4727,1
4749,1
4764,1
4778,1
4787,1
4798,1
4802,1
4811,1
4816,1
4829,1
4830,1
4831,1
4836,1
4837,1
4838,1
4842,1
4843,1
4850,1
4861,1
4862,1
4867,1
4868,1
4869,1
4870,1
4878,1
4883,1
4920,1
4921,1
4922,1
4923,1
4938,1
4941,1
4947,1
4949,1
4962,1
4963,1
4965,1
4966,1
4967,1
4978,1
4979,1
4980,1
4984,1
4985,1
4986,1
5008,1
5014,1
5015,1
5016,1
5020,1
5021,1
5026,1
5027,1
5037,1
5038,1
5039,1
5040,1
5042,1
5044,1
5046,1
5050,1
5051,1
5073,1
5074,1
5075,1
5076,1
5077,1
5078,1
5079,1
5080,1
5082,1
5083,1
5085,1
5086,1
5087,1
5088,1
5089,1
5090,1
5091,1
5102,1
5103,1
5118,1
5119,1
5120,1
5123,1
5124,1
5132,1
5135,1
5145,1
5151,1
5153,1
5156,1
5158,1
5159,1
5162,1
5178,1
5179,1
5180,1
5181,1
5185,1
5192,1
5203,1
5242,1
5245,1
5266,1
5267,1
5270,1
5276,1
5281,1
5286,1
5298,1
5301,1
5302,1
5306,1
5312,1
5319,1
5320,1
5321,1
5328,1
5331,1
5342,1
5343,1
5344,1
5346,1
5348,1
5349,1
5350,1
5353,1
5357,1
5358,1
5359,1
5362,1
5366,1
5368,1
5370,1
5371,1
5381,1
5382,1
5385,1
5392,1
5395,1
5396,1
5406,1
5407,1
5412,1
5416,1
5417,1
5422,1
5425,1
5432,1
5436,1
5437,1
5438,1
5441,1
5444,1
5453,1
5457,1
5460,1
5461,1
5463,1
5465,1
5466,1
5468,1
5471,1
5476,1
5477,1
5478,1
5479,1
5481,1
5488,1
5489,1
5491,1
5494,1
5497,1
5515,1
5516,1
5518,1
5519,1
5522,1
5534,1
5540,1
5560,1
5571,1
5573,1
5580,1
5582,1
5589,1
5590,1
5591,1
5594,1
5599,1
5607,1
5608,1
5612,1
5617,1
5620,1
5623,1
5624,1
5625,1
5626,1
5627,1
5628,1
5629,1
5630,1
5631,1
5632,1
5633,1
5634,1
5635,1
5636,1
5639,1
5642,1
5646,1
5647,1
5650,1
5658,1
5661,1
5673,1
5677,1
5678,1
5679,1
5680,1
5681,1
5684,1
5685,1
5690,1
5691,1
5694,1
5696,1
5697,1
5700,1
5701,1
5702,1
5705,1
5706,1
5708,1
5712,1
5715,1
5718,1
5719,1
5720,1
5721,1
5724,1
5730,1
5731,1
5732,1
5736,1
5737,1
5744,1
5745,1
5747,1
5750,1
5751,1
5752,1
5753,1
5754,1
5755,1
5756,1
5757,1
5758,1
5761,1
5762,1
5763,1
5764,1
5765,1
5766,1
5767,1
5768,1
5775,1
5776,1
5779,1
5780,1
5781,1
5787,1
5789,1
5792,1
5795,1
5803,1
5804,1
5807,1
5822,1
5832,1
5837,1
5842,1
5843,1
5844,1
5868,1
5876,1
5897,1
5898,1
5900,1
5917,1
5930,1
5936,1
5938,1
5941,1
5942,1
5943,1
5945,1
5946,1
5947,1
5948,1
5953,1
5954,1
5959,1
5963,1
5964,1
5965,1
5966,1
5970,1
5971,1
5972,1
5990,1
5994,1
5995,1
5996,1
5997,1
5998,1
5999,1
6000,1
6003,1
6007,1
6008,1
6009,1
6022,1
6057,1
6058,1
6059,1
6060,1
6063,1
6069,1
6070,1
6083,1
6100,1
6101,1
6102,1
6104,1
6113,1
6115,1
6119,1
6121,1
6125,1
6126,1
6131,1
6132,1
6134,1
6135,1
6136,1
6137,1
6138,1
6153,1
6168,1
6169,1
6170,1
6171,1
6173,1
6177,1
6183,1
6188,1
6189,1
6197,1
6209,1
6210,1
6218,1
6223,1
6228,1
6237,1
6239,1
6240,1
6243,1
6244,1
6245,1
6246,1
6247,1
6252,1
6257,1
6263,1
6269,1
6280,1
6281,1
6284,1
6285,1
6286,1
6287,1
6290,1
6291,1
6293,1
6310,1
6315,1
6316,1
6335,1
6339,1
6340,1
6344,1
6345,1
6346,1
6348,1
6349,1
6353,1
6366,1
6369,1
6371,1
6378,1
6381,1
6382,1
6421,1
6429,1
6436,1
6517,1
6518,1
6524,1
6525,1
6537,1
6554,1
6562,1
6563,1
6564,1
6577,1
6583,1
6584,1
6599,1
6600,1
6605,1
6606,1
6611,1
6618,1
6619,1
6620,1
6624,1
6625,1
6626,1
6627,1
6630,1
6636,1
6637,1
6638,1
6642,1
6648,1
6649,1
6650,1
6653,1
6661,1
6663,1
6675,1
6676,1
6677,1
6679,1
6710,1
6711,1
6716,1
6729,1
6766,1
6788,1
6789,1
6790,1
6818,1
6823,1
6829,1
6839,1
6840,1
6841,1
6842,1
6847,1
6860,1
6873,1
6887,1
6888,1
6889,1
6891,1
6893,1
6933,1
6934,1
6938,1
6939,1
6942,1
6952,1
6975,1
6988,1
6996,1
7016,1
7017,1
7056,1
7057,1
7061,1
7080,1
7083,1
7084,1
7085,1
7086,1
7097,1
7099,1
7100,1
7101,1
7112,1
7116,1
7118,1
7127,1
7128,1
7140,1
7141,1
7142,1
7149,1
7166,1
7167,1
7172,1
7178,1
7180,1
7183,1
7184,1
7188,1
7189,1
7190,1
7191,1
7192,1
7193,1
7194,1
7205,1
7206,1
7207,1
7208,1
7209,1
7226,1
7227,1
7249,1
7250,1
7251,1
7252,1
7253,1
7254,1
7255,1
7256,1
7267,1
7289,1
7302,1
7303,1
7307,1
7308,1
7309,1
7310,1
7323,1
7324,1
7331,1
7337,1
7355,1
7356,1
7357,1
7358,1
7359,1
7360,1
7361,1
7362,1
7363,1
7367,1
7396,1
7399,1
7431,1
7432,1
7444,1
7455,1
7456,1
7477,1
7478,1
7481,1
7490,1
7509,1
7536,1
7537,1
7538,1
7557,1
7560,1
7561,1
7587,1
7588,1
7589,1
7590,1
7591,1
7592,1
7594,1
7598,1
7601,1
7602,1
7603,1
7607,1
7620,1
7621,1
7622,1
7624,1
7625,1
7626,1
7627,1
7628,1
7629,1
7635,1
7648,1
7660,1
7661,1
7662,1
7679,1
7681,1
7719,1
7720,1
7723,1
7725,1
7726,1
7727,1
7740,1
7741,1
7742,1
7743,1
7809,1
7815,1
7816,1
7825,1
7826,1
7827,1
7849,1
7852,1
7853,1
7872,1
7873,1
7874,1
7876,1
7877,1
7880,1
7882,1
7883,1
7888,1
7898,1
7901,1
7903,1
7904,1
7906,1
7907,1
7911,1
7912,1
7920,1
