counter,crf_crv
6,1
41,1
64,1
67,1
69,1
85,1
87,1
103,1
112,1
125,1
126,1
127,1
129,1
136,1
137,1
141,1
157,1
185,1
187,1
188,1
189,1
190,1
191,1
192,1
194,1
210,1
211,1
223,1
242,1
257,1
272,1
273,1
275,1
276,1
281,1
285,1
286,1
287,1
311,1
316,1
317,1
318,1
330,1
342,1
356,1
364,1
365,1
366,1
379,1
380,1
381,1
393,1
400,1
401,1
403,1
406,1
436,1
447,1
463,1
484,1
494,1
566,1
654,1
832,1
1019,1
1024,1
1029,1
1067,1
1089,1
1097,1
1099,1
1124,1
1128,1
1129,1
1134,1
1135,1
1136,1
1137,1
1138,1
1139,1
1140,1
1141,1
1142,1
1143,1
1144,1
1145,1
1146,1
1147,1
1148,1
1149,1
1150,1
1153,1
1155,1
1156,1
1161,1
1162,1
1163,1
1164,1
1165,1
1166,1
1167,1
1168,1
1169,1
1170,1
1171,1
1172,1
1173,1
1174,1
1175,1
1176,1
1177,1
1178,1
1179,1
1180,1
1181,1
1182,1
1183,1
1184,1
1185,1
1186,1
1187,1
1189,1
1190,1
1191,1
1193,1
1194,1
1195,1
1196,1
1197,1
1198,1
1199,1
1204,1
1206,1
1207,1
1208,1
1209,1
1210,1
1211,1
1212,1
1213,1
1214,1
1215,1
1219,1
1220,1
1227,1
1229,1
1230,1
1232,1
1234,1
1235,1
1240,1
1241,1
1243,1
1248,1
1301,1
1307,1
1308,1
1321,1
1322,1
1339,1
1348,1
1371,1
1374,1
1377,1
1378,1
1379,1
1380,1
1384,1
1388,1
1391,1
1398,1
1399,1
1400,1
1401,1
1405,1
1407,1
1409,1
1411,1
1412,1
1413,1
1420,1
1426,1
1427,1
1428,1
1429,1
1430,1
1431,1
1432,1
1433,1
1434,1
1436,1
1437,1
1440,1
1445,1
1447,1
1448,1
1449,1
1453,1
1455,1
1456,1
1458,1
1459,1
1460,1
1464,1
1469,1
1470,1
1471,1
1472,1
1477,1
1478,1
1479,1
1480,1
1481,1
1482,1
1483,1
1484,1
1485,1
1486,1
1489,1
1490,1
1491,1
1492,1
1493,1
1494,1
1495,1
1496,1
1500,1
1501,1
1504,1
1506,1
1507,1
1508,1
1509,1
1510,1
1511,1
1512,1
1513,1
1525,1
1526,1
1527,1
1529,1
1530,1
1532,1
1534,1
1535,1
1537,1
1538,1
1539,1
1541,1
1542,1
1545,1
1548,1
1550,1
1554,1
1556,1
1557,1
1559,1
1560,1
1564,1
1565,1
1575,1
1576,1
1577,1
1578,1
1579,1
1580,1
1581,1
1582,1
1583,1
1584,1
1585,1
1586,1
1591,1
1593,1
1594,1
1596,1
1606,1
1607,1
1610,1
1614,1
1615,1
1617,1
1621,1
1624,1
1626,1
1627,1
1629,1
1631,1
1632,1
1636,1
1637,1
1638,1
1639,1
1640,1
1641,1
1642,1
1643,1
1644,1
1647,1
1651,1
1654,1
1655,1
1656,1
1657,1
1658,1
1659,1
1660,1
1661,1
1662,1
1663,1
1664,1
1665,1
1666,1
1667,1
1668,1
1669,1
1672,1
1673,1
1674,1
1675,1
1677,1
1678,1
1679,1
1680,1
1681,1
1682,1
1685,1
1686,1
1688,1
1690,1
1691,1
1692,1
1693,1
1694,1
1701,1
1702,1
1703,1
1704,1
1705,1
1706,1
1707,1
1708,1
1713,1
1714,1
1715,1
1716,1
1717,1
1721,1
1727,1
1734,1
1735,1
1737,1
1738,1
1739,1
1740,1
1741,1
1742,1
1743,1
1744,1
1749,1
1752,1
1753,1
1754,1
1756,1
1757,1
1759,1
1760,1
1761,1
1762,1
1763,1
1770,1
1771,1
1772,1
1775,1
1778,1
1781,1
1782,1
1783,1
1785,1
1786,1
1789,1
1792,1
1794,1
1795,1
1796,1
1800,1
1803,1
1805,1
1807,1
1812,1
1813,1
1815,1
1816,1
1817,1
1818,1
1819,1
1820,1
1821,1
1822,1
1823,1
1824,1
1825,1
1826,1
1827,1
1829,1
1831,1
1832,1
1833,1
1834,1
1835,1
1836,1
1841,1
1842,1
1843,1
1850,1
1851,1
1852,1
1854,1
1862,1
1863,1
1864,1
1865,1
1866,1
1867,1
1879,1
1880,1
1882,1
1883,1
1884,1
1885,1
1887,1
1888,1
1889,1
1892,1
1897,1
1918,1
1919,1
1920,1
1945,1
1946,1
1949,1
1950,1
1959,1
1960,1
1961,1
1962,1
1963,1
1964,1
1965,1
1966,1
1967,1
1968,1
1970,1
1984,1
1985,1
1986,1
1999,1
2008,1
2018,1
2029,1
2030,1
2031,1
2032,1
2033,1
2038,1
2039,1
2040,1
2041,1
2051,1
2054,1
2055,1
2057,1
2058,1
2066,1
2068,1
2069,1
2076,1
2083,1
2094,1
2100,1
2103,1
2106,1
2107,1
2111,1
2115,1
2119,1
2121,1
2122,1
2123,1
2130,1
2131,1
2132,1
2162,1
2168,1
2197,1
2206,1
2210,1
2214,1
2226,1
2233,1
2242,1
2270,1
2325,1
2326,1
2346,1
2347,1
2355,1
2373,1
2376,1
2378,1
2380,1
2389,1
2390,1
2402,1
2413,1
2416,1
2418,1
2424,1
2425,1
2429,1
2430,1
2432,1
2442,1
2443,1
2444,1
2445,1
2446,1
2447,1
2451,1
2470,1
2473,1
2474,1
2475,1
2477,1
2478,1
2498,1
2507,1
2508,1
2509,1
2521,1
2524,1
2527,1
2531,1
2549,1
2557,1
2558,1
2561,1
2563,1
2564,1
2565,1
2580,1
2586,1
2592,1
2603,1
2613,1
2614,1
2617,1
2631,1
2634,1
2635,1
2636,1
2637,1
2642,1
2643,1
2645,1
2646,1
2649,1
2668,1
2671,1
2673,1
2675,1
2677,1
2680,1
2692,1
2695,1
2701,1
2716,1
2720,1
2725,1
2740,1
2743,1
2744,1
2750,1
2774,1
2779,1
2781,1
2805,1
2828,1
2833,1
2834,1
2857,1
2887,1
2895,1
2903,1
2904,1
2914,1
2915,1
2919,1
2920,1
2921,1
2925,1
2931,1
2941,1
2943,1
2963,1
2968,1
2970,1
2971,1
2982,1
2985,1
2988,1
2990,1
3006,1
3009,1
3014,1
3016,1
3018,1
3020,1
3035,1
3042,1
3053,1
3056,1
3058,1
3060,1
3061,1
3062,1
3073,1
3075,1
3080,1
3083,1
3092,1
3093,1
3094,1
3095,1
3097,1
3100,1
3101,1
3105,1
3109,1
3110,1
3111,1
3112,1
3113,1
3114,1
3117,1
3158,1
3159,1
3161,1
3165,1
3182,1
3197,1
3217,1
3218,1
3219,1
3220,1
3222,1
3231,1
3242,1
3248,1
3252,1
3253,1
3254,1
3255,1
3256,1
3257,1
3259,1
3260,1
3261,1
3262,1
3263,1
3264,1
3265,1
3269,1
3271,1
3274,1
3276,1
3277,1
3278,1
3300,1
3309,1
3310,1
3311,1
3317,1
3327,1
3333,1
3338,1
3341,1
3344,1
3345,1
3392,1
3406,1
3413,1
3422,1
3463,1
3464,1
3465,1
3485,1
3497,1
3504,1
3532,1
3563,1
3590,1
3592,1
3621,1
3651,1
3686,1
3751,1
3768,1
3769,1
3818,1
3826,1
3837,1
3840,1
3875,1
3942,1
3950,1
3953,1
4002,1
4007,1
4059,1
4073,1
4097,1
4098,1
4101,1
4102,1
4103,1
4104,1
4106,1
4117,1
4119,1
4122,1
4123,1
4124,1
4125,1
4127,1
4128,1
4129,1
4134,1
4135,1
4136,1
4137,1
4138,1
4139,1
4140,1
4142,1
4143,1
4144,1
4145,1
4147,1
4148,1
4157,1
4172,1
4175,1
4187,1
4205,1
4228,1
4263,1
4268,1
4270,1
4278,1
4281,1
4304,1
4320,1
4324,1
4338,1
4339,1
4349,1
4350,1
4352,1
4354,1
4355,1
4356,1
4358,1
4359,1
4363,1
4367,1
4368,1
4377,1
4387,1
4388,1
4389,1
4395,1
4396,1
4401,1
4404,1
4405,1
4409,1
4431,1
4436,1
4447,1
4452,1
4461,1
4466,1
4467,1
4472,1
4482,1
4495,1
4503,1
4509,1
4511,1
4519,1
4531,1
4543,1
4544,1
4554,1
4555,1
4559,1
4560,1
4574,1
4578,1
4582,1
4596,1
4597,1
4599,1
4600,1
4601,1
4603,1
4604,1
4609,1
4611,1
4612,1
4613,1
4622,1
4623,1
4624,1
4625,1
4626,1
4636,1
4637,1
4639,1
4640,1
4641,1
4642,1
4643,1
4644,1
4646,1
4648,1
4649,1
4650,1
4653,1
4654,1
4655,1
4656,1
4658,1
4659,1
4664,1
4665,1
4667,1
4668,1
4669,1
4672,1
4673,1
4677,1
4678,1
4679,1
4680,1
4681,1
4686,1
4687,1
4688,1
4689,1
4690,1
4691,1
4701,1
4702,1
4707,1
4708,1
4709,1
4710,1
4712,1
4713,1
4720,1
4721,1
