counter,crf_crv
5,1
24,1
25,1
26,1
40,1
51,1
55,1
62,1
80,1
81,1
82,1
84,1
114,1
117,1
118,1
119,1
125,1
157,1
162,1
169,1
174,1
175,1
176,1
178,1
181,1
182,1
183,1
185,1
186,1
187,1
196,1
197,1
198,1
199,1
200,1
203,1
208,1
209,1
214,1
216,1
217,1
220,1
221,1
222,1
228,1
235,1
237,1
238,1
239,1
240,1
241,1
243,1
244,1
245,1
246,1
247,1
248,1
249,1
250,1
251,1
252,1
253,1
254,1
255,1
256,1
259,1
260,1
269,1
271,1
277,1
300,1
305,1
308,1
309,1
315,1
316,1
317,1
319,1
321,1
322,1
323,1
340,1
341,1
342,1
365,1
367,1
369,1
370,1
371,1
372,1
374,1
375,1
377,1
383,1
384,1
389,1
399,1
408,1
420,1
434,1
444,1
447,1
467,1
468,1
469,1
474,1
479,1
480,1
509,1
524,1
552,1
574,1
607,1
643,1
658,1
668,1
672,1
673,1
674,1
686,1
702,1
716,1
721,1
722,1
723,1
725,1
726,1
727,1
728,1
731,1
732,1
755,1
806,1
822,1
826,1
857,1
868,1
869,1
870,1
871,1
883,1
890,1
902,1
905,1
912,1
922,1
923,1
934,1
936,1
937,1
938,1
942,1
944,1
950,1
951,1
960,1
988,1
991,1
1000,1
1016,1
1017,1
1023,1
1043,1
1059,1
1062,1
1088,1
1115,1
1117,1
1118,1
1119,1
1120,1
1121,1
1122,1
1126,1
1127,1
1128,1
1129,1
1130,1
1131,1
1132,1
1133,1
1134,1
1135,1
1136,1
1137,1
1138,1
1139,1
1140,1
1141,1
1146,1
1147,1
1148,1
1155,1
1159,1
1162,1
1163,1
1164,1
1165,1
1166,1
1167,1
1168,1
1169,1
1173,1
1174,1
1175,1
1186,1
1187,1
1188,1
1189,1
1196,1
1197,1
1198,1
1199,1
1200,1
1201,1
1204,1
1205,1
1206,1
1207,1
1208,1
1211,1
1212,1
1213,1
1215,1
1216,1
1217,1
1220,1
1231,1
1232,1
1234,1
1235,1
1236,1
1237,1
1238,1
1240,1
1242,1
1249,1
1251,1
1252,1
1253,1
1254,1
1258,1
1259,1
1260,1
1265,1
