counter,crf_crv
21,1
87,1
90,1
91,1
119,1
123,1
124,1
129,1
130,1
134,1
177,1
319,1
336,1
337,1
344,1
365,1
381,1
387,1
392,1
393,1
485,1
499,1
530,1
533,1
534,1
535,1
536,1
539,1
566,1
584,1
586,1
587,1
588,1
589,1
592,1
593,1
598,1
627,1
654,1
679,1
681,1
682,1
683,1
684,1
685,1
686,1
687,1
688,1
689,1
690,1
691,1
693,1
700,1
756,1
769,1
773,1
776,1
783,1
793,1
798,1
800,1
815,1
819,1
820,1
824,1
840,1
842,1
844,1
846,1
865,1
869,1
870,1
871,1
872,1
874,1
875,1
876,1
879,1
889,1
890,1
902,1
903,1
911,1
923,1
938,1
965,1
966,1
970,1
977,1
1001,1
1033,1
1034,1
1035,1
1040,1
1044,1
1052,1
1086,1
1089,1
1090,1
1092,1
1104,1
1146,1
1152,1
1156,1
1157,1
1158,1
1160,1
1163,1
1166,1
1169,1
1201,1
1206,1
1236,1
1257,1
1316,1
1356,1
1359,1
1362,1
1363,1
1378,1
1379,1
1380,1
1381,1
1386,1
1402,1
1425,1
1431,1
1434,1
1443,1
1469,1
1470,1
1471,1
1472,1
1473,1
1474,1
1475,1
1485,1
1491,1
1498,1
1499,1
1500,1
1501,1
1508,1
1509,1
1510,1
1516,1
1517,1
1526,1
1539,1
1541,1
1547,1
1554,1
1561,1
1572,1
1573,1
1574,1
1575,1
1576,1
1581,1
1583,1
1588,1
1590,1
1591,1
1632,1
1633,1
1634,1
1637,1
1638,1
1640,1
1656,1
1659,1
1660,1
1683,1
1686,1
1688,1
1699,1
1700,1
1723,1
1736,1
1739,1
1740,1
1742,1
1743,1
1751,1
1752,1
1754,1
1755,1
1791,1
1792,1
1793,1
1795,1
1819,1
1878,1
1921,1
1928,1
1929,1
1945,1
1956,1
2001,1
2072,1
2075,1
2083,1
2127,1
2131,1
2132,1
2139,1
2140,1
2141,1
2142,1
2193,1
2195,1
2236,1
2249,1
2250,1
2257,1
2264,1
2293,1
2294,1
2295,1
2303,1
2305,1
2317,1
2366,1
2396,1
2398,1
2421,1
2429,1
2436,1
2440,1
2450,1
2451,1
2452,1
2463,1
2466,1
2484,1
2485,1
2495,1
2496,1
2513,1
2518,1
2519,1
2526,1
2530,1
2531,1
2534,1
2539,1
2549,1
2570,1
2581,1
2595,1
2614,1
2689,1
2697,1
2730,1
2733,1
2764,1
2838,1
2866,1
2877,1
2878,1
2942,1
3002,1
3005,1
3006,1
3007,1
3008,1
3009,1
3010,1
3011,1
3015,1
3019,1
3028,1
3029,1
3030,1
3040,1
3041,1
3042,1
3043,1
3044,1
3045,1
3046,1
3049,1
3055,1
3058,1
3059,1
3060,1
3061,1
3062,1
3067,1
3068,1
3076,1
3078,1
3086,1
3095,1
3096,1
3098,1
3099,1
3110,1
3111,1
3116,1
3117,1
3118,1
3119,1
3120,1
3125,1
3138,1
3139,1
3140,1
3141,1
3144,1
3149,1
3154,1
3157,1
3158,1
3160,1
3161,1
3162,1
3164,1
3165,1
3166,1
3167,1
3194,1
3222,1
3233,1
3243,1
3244,1
3245,1
3247,1
3250,1
3252,1
3256,1
3257,1
3260,1
3271,1
3274,1
3281,1
3285,1
3289,1
3295,1
3296,1
3299,1
3304,1
3306,1
3313,1
3319,1
3320,1
3322,1
3331,1
3335,1
3340,1
3342,1
3344,1
3345,1
3347,1
3353,1
3367,1
3371,1
3373,1
3375,1
3376,1
3381,1
3386,1
3387,1
3390,1
3394,1
3396,1
3399,1
3403,1
3406,1
3408,1
3410,1
3413,1
3415,1
3422,1
3426,1
3432,1
3433,1
3435,1
3437,1
3441,1
3453,1
3456,1
3457,1
3458,1
3460,1
3462,1
3463,1
3468,1
3474,1
3475,1
3492,1
3493,1
3500,1
3506,1
3508,1
3509,1
3510,1
3511,1
3512,1
3513,1
3517,1
3518,1
3521,1
3530,1
3533,1
3537,1
3540,1
3543,1
3546,1
3547,1
3553,1
3555,1
3556,1
3557,1
3560,1
3561,1
3562,1
3568,1
3569,1
3587,1
3605,1
3606,1
3610,1
3614,1
3615,1
3616,1
3617,1
3621,1
3622,1
3626,1
3627,1
3630,1
3634,1
3635,1
3636,1
