counter,crf_crv
27,1
29,1
30,1
31,1
33,1
34,1
37,1
40,1
42,1
72,1
78,1
79,1
80,1
83,1
84,1
85,1
86,1
91,1
97,1
98,1
99,1
100,1
101,1
117,1
121,1
130,1
131,1
135,1
140,1
158,1
159,1
160,1
163,1
164,1
186,1
187,1
200,1
204,1
205,1
206,1
208,1
209,1
210,1
211,1
212,1
216,1
217,1
218,1
219,1
220,1
221,1
222,1
223,1
224,1
235,1
283,1
302,1
303,1
317,1
319,1
320,1
326,1
341,1
344,1
345,1
346,1
347,1
348,1
352,1
353,1
354,1
355,1
356,1
357,1
358,1
361,1
362,1
363,1
364,1
365,1
394,1
397,1
400,1
401,1
406,1
409,1
414,1
415,1
417,1
418,1
420,1
429,1
431,1
434,1
435,1
436,1
442,1
448,1
466,1
470,1
471,1
472,1
473,1
474,1
475,1
476,1
477,1
478,1
482,1
488,1
489,1
496,1
513,1
514,1
515,1
516,1
517,1
519,1
520,1
521,1
527,1
534,1
535,1
539,1
554,1
561,1
566,1
567,1
576,1
577,1
578,1
598,1
620,1
621,1
622,1
623,1
624,1
632,1
635,1
636,1
637,1
638,1
639,1
648,1
649,1
652,1
659,1
660,1
661,1
662,1
665,1
680,1
682,1
683,1
693,1
698,1
708,1
709,1
719,1
722,1
729,1
736,1
748,1
749,1
750,1
751,1
754,1
755,1
756,1
757,1
764,1
772,1
773,1
794,1
799,1
800,1
801,1
802,1
803,1
811,1
812,1
817,1
823,1
825,1
837,1
838,1
839,1
840,1
841,1
850,1
872,1
875,1
878,1
892,1
893,1
894,1
897,1
909,1
910,1
911,1
923,1
927,1
929,1
931,1
933,1
935,1
936,1
937,1
943,1
944,1
945,1
946,1
949,1
951,1
953,1
954,1
960,1
961,1
963,1
967,1
972,1
973,1
982,1
983,1
990,1
991,1
992,1
993,1
994,1
995,1
996,1
997,1
1003,1
1014,1
1015,1
1016,1
1019,1
1020,1
1027,1
1035,1
1053,1
1054,1
1061,1
1073,1
1082,1
1088,1
1089,1
1090,1
1092,1
1093,1
1094,1
1095,1
1096,1
1105,1
1115,1
1126,1
1127,1
1128,1
1129,1
1130,1
1131,1
1133,1
1136,1
1137,1
1138,1
1139,1
1171,1
1174,1
1175,1
1176,1
1196,1
1197,1
1200,1
1201,1
1216,1
1219,1
1226,1
1232,1
1258,1
1265,1
1266,1
1284,1
1291,1
1307,1
1320,1
1321,1
1322,1
1328,1
1329,1
1339,1
1345,1
1348,1
1349,1
1350,1
1354,1
1360,1
1365,1
1366,1
1367,1
1369,1
1373,1
1382,1
1383,1
1384,1
1385,1
1405,1
1419,1
1422,1
1423,1
1495,1
1501,1
1522,1
1523,1
1530,1
1540,1
1541,1
1544,1
1545,1
1546,1
1551,1
1556,1
1558,1
1561,1
1562,1
1563,1
1564,1
1565,1
1568,1
1569,1
1573,1
1574,1
1576,1
1579,1
1584,1
1596,1
1599,1
1600,1
1602,1
1620,1
1624,1
1626,1
1627,1
1635,1
1638,1
1642,1
1645,1
1654,1
1657,1
1666,1
1668,1
1669,1
1670,1
1671,1
1674,1
1675,1
1676,1
1681,1
1684,1
1685,1
1688,1
1707,1
1708,1
1716,1
1721,1
1722,1
1723,1
1724,1
1725,1
1729,1
1735,1
1736,1
1742,1
1746,1
1749,1
1750,1
1755,1
1756,1
1757,1
1758,1
1763,1
