username1,nts_nts
Robbiew1998,1
WangsDaringsFun,0
Jjfun,0
GMTV Sunshine,2
TKer193,0
Kingofcoolness321,0
Mr Trollz 123,0
Drycoughsyrup,2
Crappying,0
Smileyfacerobynlieslol,0
Eoghan keenan,0
OctoberJones001,0
Ijastugh,1
Kevindkline,0
Hahahaha14582528,0
Cheves27,0
Mate i got no name,0
Kelseyxxx15,0
PTAECAMF,0
I KcK btt,0
Xoxmaria,0
Gregisdaner61,0
Asdfg1234567890,0
Filibiin,0
Paul Westerberg is dead,1
Ahmad juma,0
Jamal Ahmed GM,0
Hoppadoodledo,0
Hakulaj,0
Rjz543,0
Mus 2001,0
Dobiboome,0
Rycju74,5
Liutg,1
Imessupwiki12,0
Shaniqualoooooool,0
Mexicanharvardguy,0
YellowPerson4000,0
Shantsmanson,0
Killykyle,1
BenwXD,1
Swagggy987654,0
Mrthadawee1,0
Bgrub77,0
Poldid911,0
LarryFrance34,0
Cdiddy24,0
Noob MAMN,0
Harry Taint,0
KshitijHR,0
Overseer693,0
MeatballWestren,6
Vcbr4sdcxcxukkueasdv,1
TheEditorbot9000,0
Xxxxyyyyzzzz,0
Mine.matt69,0
Gunarto adam,0
Wondering123,0
Jvinieclow,2
IdontKnowtaxis180,0
XXWeAreLegionXx,0
Lightmashton,0
Daftdude58,0
Jeo444,0
WeRuinWiki,0
Justinthefox,1
UNALAQ123456789,0
Dmacrtr12,0
Paddysean99,0
NewbyNUB,0
Fakenamearfrfr,1
Catlover16,0
Swaggy987654,0
Smhz7392,0
Armen67,0
Tcooprules,0
TomBANFIELD,0
Kurt cobain67310,0
Borris1234,0
Rosa loveee,0
Saintmesser,2
JonathanHayes1,0
Jonathanhayes121,0
Calumhoodlum,0
ChesterCat587,0
BilboBaggins1234567890,0
DATBOIRIVA,0
Dillpickle2025,0
Elektronikz,0
22lsufan,1
Ballersgamer,0
Natemiller99,0
Faithinlovato,0
Kbc121,0
Ellingtonfuentes,0
Fook yew,0
BoomButtShot,0
Ktaylor111099,0
Secrostar,0
Draxter3,0
AllyKatt2473,0
Craiggy H,0
Poseid0n420,0
Larydaoneleggedkangoroo,0
NOTschmied,0
Bawrai,0
Man Parts,0
Directorofshows,0
"Nope, that's a pronoun",0
Mr. Daniel Ross the Boss,0
LBeecroft,0
Caseypiano,0
Hmorri15,0
Zourryhyfr,0
Goofygoofy97,0
5boysdarling,0
Sera1d13,0
Lirry,0
AwhhItsZiall,0
Midmidha,0
Wikidestroyer5000,0
Twinkieclifford,0
Rachelxoxo001,0
Hemmoalltimelow,0
Rectify1233,0
Painis Sandvich,0
Choofer,0
Jmcafee25,0
Piercekid123,0
SujitSGawand,1
Zacharycoleman727,2
Jaywilliams808,0
Arandomguy43256,0
Hinduhollywood,1
Johnno12345,1
CoolGuy9812398,1
Cooldudeman399,0
Kcoen,0
Goleafs2014,0
Joeyjoj,1
DragonRider1337,0
Tanner216,0
Ian98989898,0
Doobadoobsjxjdndshsb,0
Aaditya.aggarwal24,2
