username1,nts_nts
Latitud,0
FizWitt,0
Huhu25,1
J1g2s3,0
FindingStormNemo,2
TDAWG12,1
Bobbyhank2,0
Emperor Adam,0
Harry Norman,0
Jj999k4k,2
ThaProfessor112,0
Epicbadger,0
Weisson123,0
Thelawgiva,0
Teraminato1,0
JAMMASTERJAY999,0
CeeLoP33n,0
Kilecobo,0
Wale.walker,0
NintendoFTW,1
Epicmarriott88,0
ALLBUTROCK,0
Icl22,0
Yankedoodle,0
DiscoInferno2007,0
Daveyjones121,0
Messer99,1
Rjh2bqekghvf,0
Brianulbrich,0
Goldgaure,0
Smith.alexei,0
Cast728,1
Wiki9020,0
Boy in the uk,0
JihadBomner97,0
Cowzzy,0
Never-grownup,0
Hihihihihihihi2131323213213,0
Larry Decker,0
Jessetit,0
Robbie Cramer,0
User1234567891011,2
TheInnocentChild,0
Mrjogglepants,1
JBVstudios,0
CricketMasta77,0
Eamono,1
Urdin333,2
THATONEGUY698,0
Delhincr,0
Kizandtia,1
Headshotmaniac,0
Maxibon24,0
ForeverLoveHetalia,0
Steep4,0
Kheroneknight,0
Mynamesbobby,0
HomeBoyDeShawn,2
Barnutskaloy,0
Patchwong2224,0
Johnny smosh,1
Cabbageisgrand,0
The Mag Gab 2012,0
George Washingtons mom,0
Ali g boom selecta,0
SuicidalReligion,0
Bearcub12,0
Bluejays103,0
Jtrent238,0
Crashman180,0
XchampionXwiki,0
Ninja1234567891011,0
Goldhadden,0
Madtrolls,1
Garrettwbates,0
Cfa1998,1
PWNinternet,0
Lolers8420,0
Ruzzer123,0
Ctyree84,0
Jackson543210,0
Horsesareprettydamngood,0
Dogapus,0
Cqwertyusdsc,0
27sexydude27,0
Sobrochill,0
Monkeymonkey1234,0
HomeBoyDeAndre,1
James561,0
Jonashadfield,0
Jesus1357,0
Stuartbenn,0
Whatewehtpp,0
Uberbacon12,0
Andysehlhorst,0
YouAin'tGoinToDisneyWorld,0
ILOVEFRASIER,0
Somaan javed,0
Sugal farah,0
Suchypolska2013,1
GoKart54,0
Berrypuff9,0
Captinmcdoogle,0
Reallyfondofhorses,0
Allstar001,0
Eat4free,0
XXTMANTXx,0
Jackablitt,0
Georgehancock45,0
Elliotves,0
Lsmccormick2552,0
Petahparkah,0
Duffnation,0
Hello292,0
The Twilight Zone Spiral,0
Businesstycoonsindia,1
Jt198,0
Christmas25,0
Dadams96,0
AbbeyJaySaysHay,0
Alexenter,0
Braedonbb,0
Tigeri102,0
Highman100oo,0
Javaidbanday,0
Mushroommunch,0
Mammal12345,0
Johnnyhavana,0
Zombiedude101z,1
Truezeldafan,0
Mcdaddy98,0
Dinky in the winky,0
Jacobcothern456,0
KimboKha,0
Alexandra234,0
#NAME?,0
Sideswipe917,0
MADMENROCK,0
Icarly5589,0
Joseph Ballou,1
MANINPHONEBOOTH,0
Dvenom7,0
Gpuga101,0
Filplumb,0
