username1,nts_nts
GigaPlop,0
Chima4mani,19
Marty Rampola,0
Telacks,0
Purkaple,0
Liblaura,0
DuxInvictus,1
EnglishLoverWillie,3
Dnigmonova,0
Monetizeyourcat,0
Kasergc,3
Annfrenkel,0
TenseBeaver,6
Tremonist,5
Hjmason92,0
Pstanish,0
Tiffany Luong,0
Premmobile7296,0
Finch2017,0
Curre,0
Johansen.fred,17
Bhill579,0
WilliamLehnsherr,13
August H,0
NishachaudharyMAX,0
Ishwar Kataria,0
Dhoustonjackson,0
Nnjjbb,0
HenryBaker2,0
Wolfwin,21
DLadyInRed,0
Buckwheatloaf,1
RuroniHS,0
Applejames,3
Alpatrum23,0
Ahmed habeeb hamed khamoor,0
Ihyb0192,0
LouiseNewell,0
Nickelroy,11
Tunby,1
LazloFeelo,2
Sismarinho,0
Renayrz,0
Second breakfast,0
Sarapaedia,0
Felknight,0
Andrew Parodi CEO,0
Skoogs,3
Ddk2130,12
Thegamerguy720,0
KhalilAziz,1
Patrakaar,7
SantiaguitoIII,42
BarrettHess,0
JBanton,2
MuhammadSAMIAttari,0
ROHIT RAJ RAWAT,0
Newsmill,0
Knowledgeforyou101,1
ThePrezInJapan,0
Le maitre16,1
Editorfun,21
Salla74,0
Thewordsmith9,0
Francinum,1
Shawdaniel,0
MLA253,0
Jpclos,2
WEST145,2
Nazzriya22,0
StephanieKIP,0
Ikkakm,0
Tsfardea,0
Asdfghjklcss,1
JamesFX2,0
Lenerdherd,0
Sidra456,2
ChrisNolanH,0
Sunkins,0
Pakozm,0
Trmwikifa,38
KathrynHKlos2,6
Rashmiranjan.rash,0
Zreeves211,0
Bluesky987,8
HBC AIV helperbot11,0
Dreadpiraterobrtz,0
Alamebs,0
Peterhoo56,0
Yogendra Singh Rathore,0
Tttarawow,0
Peggyleg,0
Slaboy112,6
TheNorlo,4
Julius Blum GmbH,0
David Ullmann 1994,0
Wallydoggy,0
BQUB13-Nanglada,1
Williamleach510,1
Sid.tiger4,0
Alec Landow,1
MADTEA850,0
Winterfresh7,0
Jmwisebird,0
DavenportM,0
GaryGMason,6
Chimp1cards,4
Puppylover1992,0
Anony03271991,32
Malcolm Barnard,0
Drjimbonobo,2
ReavesUMW,0
Jabrumbaugh,0
Trocafish,0
AdamDizzy,0
ChrisGibsonArt,0
Salcanzonieri1960,1
RicPou,0
GMClarke1,0
FadeNNight,0
BjornEriks,0
Rebeccalutz,2
Ajk.pkhan,10
Shutei,0
Akreuzman,0
Jenniisaac,0
KBPsych,0
Walter H Scott,14
Langsdlc,0
Delarb,0
Borek 9,19
TheAlbertRoss,0
Aleatorica,1
Danesvenson,0
XeiSawUK,3
Yowhatupkoreaisbest,0
Sotaj,0
KS736,0
Therealpirateblue,16
Delilyanar,0
Nate cougill,0
Mattghali,3
Opinenow,2
MostDopeWikiUser,0
AB Blake,11
Xtrela,6
Ananthu471,1
Isaackuek,0
Cruces89,1
Atlantic12,7
HarderResearch,1
Misstanya819,0
Edmondo Italiano,8
Cd2014,1
AmyNorth,58
ItsPaide,5
Goyal Sameer Goyal,2
Ginoclement,0
TheGreatTweedsmuir,0
N94228,5
Dobrien41,0
Buzhenoff,0
Vanderlavanski,0
Altogether-andrews,0
Nuyoric,4
Zearlepatrol,0
Dutchdiamonds,1
WikiChrlz,3
Takadimiplace,0
Kwiggins516,0
Donnatorrence1,0
Swawa,0
ChrCc,0
Cs1996,10
Joannafbb,1
Bellezzasolo,5
Arumdaum,3
Guillem.gilabert,0
Lapmaster,2
JackieSaav,0
KRd12,0
Dillukhunte,0
PaulOcuana,0
Warga1,0
Babat90,0
JessH20132014,0
Greenplastictree,3
BlackBridge1,0
CarolineRoy22,1
Akola369,1
Kishoreananth,0
Qunty,10
Norwegiancod,0
LordMilan85,8
Acano487,0
Ydboyer,0
Rahibsaleem,3
Knowitall987,0
Prathamprakash29,2
Maupidev,0
AbunePaulos,0
Aicheselle,0
RandomMacFive,17
Ecole27,0
Vmanjarrez,0
Alkamenos,0
Unionvillehighschool,0
Gajdario,0
Mathis Halltrodz,0
Angelinerodriguez,0
StandNThrow,2
Zaseaweed,0
Philip Habing,3
HendrikusBV,2
Paula Marques-Pinheiro,0
Critism12345,2
Ramanagaram,1
Wikibhaskar1708,0
Devstarr444,1
Wong Siaosuan,3
Jgamb,0
Jean-Pierre Remy,1
Brianyong817,0
Sixtuskev,1
Ml912013,0
Viva La Persistence,0
GenialDeepak,0
Prompter1,3
MTWikipedian,0
Daniel Jack Williamson,0
Abelbatistamercadon,0
Prabhupuducherry,12
GemHill,2
Kellertuer,0
CapeTown13,5
Randuke,2
Dima73,8
Tvrdjava18,3
Bh1231969,0
CaesarShock,0
Gmarg awf,6
Kazacha,0
Kristenhausman,2
Smodi5,0
Rptseng,0
VThomas21,0
UCO2009bluejay,15
BeanKD,1
Lek39,0
Jayakay,0
Bestonewins,6
Ashbob999,0
SKSingh093,0
Bhetki,0
Tony3485,0
Jvanboggelen,0
Oxipetrina,0
Mohanranga.yama,0
Thecules,0
Gpetruzella,0
Librarian welch,0
JC0712,1
Zaqueryas,3
Sunblade1500,3
Waqas Jutt,0
Djofre,0
MarMarBla123,0
Jdhdh,1
Sanjaye,0
FrenchToastMafia32,0
TheMiddleOrder,2
Leticia-Sky,3
TXPoliticalHistory,0
PhyrricVictory,7
Piratedave96,5
Spherica,0
Suzdollhousehist,3
Paname87,2
Kyrgsom,0
AwesomeEvilGenius,3
RazingRazor,3
Donnanz,2
Flipmcf,0
ABHIKBHI,0
Eddie Packer,12
Kyledmichelson,4
Myheartswift,14
Bstrdsox04,0
Kirk loganewski,13
Sabujawdeh,1
HenryKlay,4
Kennyloou123,0
Anass Sedrati,0
Afirebugg,0
Harshadghude,0
Emilyhu38,0
Writerfx,0
Hennings.iheid,2
LisaLodwick,2
Sami-88,3
Laphere,0
Mvertu2,0
CorneliaBoldyreff,1
PoplLyricsBot,0
Isai Castro,0
Enelramredyns,0
Archimedesio,0
Nfm.BVE,0
Mhowry,1
Krila krajine,0
Qoby,4
Deejawwad,11
Daniella Dzikunoo,0
Hanvyng,5
Gybigybigybi Lalalalaaaa,0
Naz7,0
Jwardwell6,0
Swelch1,0
Noegid,2
Serbian wiki master,4
Cheezhead125,0
Jlim8694,0
Suresh from nepal,0
GeorgLeft,0
Michaeltheonlyone,0
Transdonia,0
Ms. Aureen Monteiro,0
Hannahgrotz,0
Hoshvilim,2
JosephHawk,16
Haigkirik,0
Owenbick,6
ILM126,5
Sei1023,0
Ludvonga,27
Hcribs,3
Rpratesh,0
Zlatno krilo,9
Andean Alpaca,0
Just on air,0
Occurring,32
Kingbrd,1
Venerable Nanda Priya Bhante,0
MSTR2013,0
Nhankpham,0
Jonathansharpe72,0
Deadman54678,1
Vikas.manchikatla,0
Physorg 2013,0
Asingh86,0
Sshnuke,0
Ckmosburg77,0
Ramtinsirous,3
Oddshocks,0
Anand.xiss,0
Hana.pasic,0
Khan 129,0
Chirokidz,0
Msitar,0
Millermbm,0
Svefnleysi,1
Lrg516,0
E garfield,0
Jermainedefoe99,0
QuadraRocks,0
Carbonoatom,6
Shepheal,0
Shinleeaa1,0
BQUB13-Rgraus,0
GianniMarricco,0
Carlrosengren,0
RazWiki,0
PixelatedPanda,0
Lovittc.seattleu,0
Pitpeelorchard,4
Billseeyah,0
K.davidow99,1
30sos,0
Harrycecilross,0
Petronerd,2
Cassie Hawthorne,7
BariumSulfate,0
Cheapsideintky,1
Cerebusfan,2
Fordguy1997,2
Maxime Vernier,3
Matthew Kastor,7
Snack eldridgr,0
Online coupon codes,0
Mrofthemaker,0
TBR-qed,2
David-King,31
Malek muteb,0
Knavish sprite,0
Robertritz,0
Txf3593,1
Librarychattering,0
L.Shriheeran,17
Alexandharrison,14
Alternatelife,4
Caesariscool,0
Prudencep,1
Marco Collado,0
Emblaser,1
Tallflower77,0
