username1,nts_nts
Niagaragallery,1
MaxJeff-AU,0
Wikid77b,14
Janesummers79,1
Onial Khan,2
ChocolateCakeYum!!,2
Vjaasief,1
MortenZdk,5
Test Account for Visual Editor,0
Kirkcudbrightshire,1
COCentrist,0
Saurabhsandilya,0
Shreerai,4
Ath271,1
Craig.tilson127,0
Jah Hans,4
RyanBerry98,9
BlastfFemur,0
Daffudile manilla,0
9SportsJ,0
Browniebear13,0
Vpatankar13,0
Rutajuoz,0
DanLi,3
Ajones1021,0
Paleocemoski,98
Desalinfo,2
Iwantfreebooks,14
Duckclellen,0
Thekimbos,0
Sasha123451,5
99pporg,0
Fancington,0
Physikerwelt,0
MNyv2WhCXHJuGDYmoDvAUB043QDXsu,0
Richard A Thomas,0
Spiderguy55555,1
Infernal Demon,0
*7Risa7*,12
Ssummerdress,1
Reader567,0
Elizabethirving2,0
Pipistrellus,0
Adforste,1
Iproduceu chris,0
Amyginther,0
Jesse Lawrence,0
Aliceebee,1
Dramaswa,0
StraightAsADie,18
Chuck bodeen,0
Orhan-27,0
Wikibabe101,2
Kaitymh,34
Semsi Paco Virchow,53
JenniLoj,0
Liam700,1
Rcrumpf,0
Glenmeister,48
TheV360,0
DefinitionWizard,0
Daayvid,38
Original Authority,2
Dompan175,0
CraigTumblison,0
User226,3
8Dodo8,16
Camnewton2,0
Hopper262,0
Mok000,0
VoraMan,4
KylaDee,0
Concentricsteve,0
Noegarcia951,0
Bingston,1
JETmanBanshee,0
Citobun,77
Aldrayal,0
Sadiqkhan79,6
Cleverfield,0
Gladysq09,1
Calcutecs,0
Mangostaniko,0
ZakMichael,0
WisconsinBoyClevelandRocks228844,25
Areading13,0
Uryadav,2
Dhe33,1
Johop,0
K18s,0
Theowenyin,4
Spartan yu,1
Datta016,7
D Eaketts,70
Sportsupdates9,10
Bakerlander,7
Australiantiger,28
Lucysomething,0
WikingRodionov,3
Goodiesohhi,0
Starry98529,4
Isadmep,1
HjalteRMC,0
Recent info,0
WillowTW,2
UFOLegend,0
Anterelic,0
