username1,nts_nts
59 units,0
Lolcopter213,0
Lildanny420,0
Yobluesuedeshoes,1
Joedingles,0
SlapInFace,0
Pradhvin,0
Treyfrac,0
16samueljames96,0
Slice04,0
Crpto143,0
Lesterklauser,0
Stormblade120,0
Douye',0
Hayes52596,1
Capslock123,3
AbeRulez,0
Alisonpark,0
TheSonIMightHaveKnown2432,0
TWOpac Is Aliv3,0
Davidlee98,0
Johnlich,0
Auzzieowen,0
Fakekittens,0
Ndrezner101,0
Twistedx agony,0
Shadowblade468,0
David Olaru Mr Men,0
THE EVIL CHEESE,0
Urielv1999,0
Pølseelsker22,0
Hackahdudeman,0
Edshd,0
ThatGuyFromUS,0
Brooklynmonkey,0
Lucascampoli184109,0
Sean1875,0
Ddorai9,0
Imjamesbonci,1
Alwaleed3339,0
Ezekielhaha,0
Trencherswag,0
Liamk1109,0
Groucho725gr,0
Crashborgeth,0
QT pie 32,0
Dlsk144,0
Manmathews,0
هاشل بن زايد آل مبارك الكبيسي,0
Jesuspigster,0
FanforClark12,2
TheEditer01,0
Revelations17,0
Thydoom,3
Yorkerman,0
Slamgaap420,2
Billydimtsis,0
Koalas11111,0
Waqwaqle,0
Sanjayduttinghouse,0
Joemiks,2
Felonynigg,0
Guitarman2899,1
Awesome08102003,0
Oelke,0
Ehaddadmest5484,0
Smartmart27,0
Jacob.t98,1
Idanreich4,0
Brave589,0
Nager1234,0
Mattsoles,0
DonkyGuy92,0
Doomlazy,0
Mynameisrichard,0
Aldenbb,0
Thewikieater98,0
Riverhawk60,0
Wassupgurl99,2
Broster123,0
Essa1212,1
BigJFreeeb,0
Silvea12,0
Arindam91192,1
Hasan Ertik,0
Richie gp 81,0
Sunnyd12,0
S23994,0
SparklyDeathKitten,0
Brandnewmicthis,0
Ryanbowden,0
Dickholes123,0
Agt2008fan,0
Chairmode1,0
Superquintessencekaren,0
Limbsofthetaken,0
Conord26,0
StevieWonderman69,0
Sarahfleck,0
CoMeToBeDeYeS1029384756,0
Strength1234,1
Billy00joe00,0
TadBondy,0
Themrmoneymonk,0
1qazxswedc,0
Tinklewhite,2
Nhlfan1456,3
Guykenol289,0
XLikeABoss12x,0
Swagyolo69,0
Nelnerd,0
MagnumDong,0
Nexlink38,0
Sato1212,1
Buzzjump,0
Denzion.mil12,0
Jony Caplan,0
Yhusha',0
IamCoon,0
Swaggadonian2k13,0
