username1,nts_nts
Beefyted69,0
Bubeem,1
Henkdezwerver,0
Username314159,0
Eric t. midget,1
Fake2.0,1
Itanatswaaa,0
Nick 24b,0
Honyooboo,0
Arsenal11110,0
IBlitzWing,0
Hughesyjj,0
Javacash14,0
IceHielo,0
Jarredjohnston,0
Frankaaah,1
Dantheman180,0
2fab4u,0
Jrv787,7
MesserAbouter,0
Desterpot,0
1STAPRIL2013,0
TurtleTom1096,0
TheTruthfulGay,0
Jumpingwater,0
Jpv123456,1
Extriniti,0
Jizjos,0
Cameronpeattie,0
Androllinswag,0
Tinycee1,0
Hamzah iftikhar,7
QuatroUno,0
Dprince607,0
Robbiecabobby,0
Carlosemurillo,0
Itsakitten,0
Colby Mars,0
Bastard,0
Blick56,1
TJ songz,0
FelipeCaraVieja,2
Rikigagnon,1
MikeDude123456,0
Celanostaw,0
Sindre kruger,0
Wtfboom814,0
Malcon 95,0
Daboyzajdj,0
ZOLLTAN2,0
Swag420blazeit,0
Hardysinep,0
The beast 1234 canada,0
Tepid Glitter,0
Tiva12,1
Blindknyttstories,0
Fingerelevenfanatic9,0
Gimli678,0
Mofuggah,0
Gabby362,0
Yopappa3899,0
STKoz98,0
Dave Castrillon,0
Wailordwew,1
DoctorHenryHowardHolmes,0
Sold37,0
Holyawesomeawesomeness1,0
SirFart,0
Cconst,0
Iwillremainanon,0
KHugie,0
Olaf 1324,0
Yermaww123,0
Biolifeline,0
Proletarianbearcub,0
Glendylopez,0
"Jack ""badman"" webb",0
Nic0l4c00mb4s,0
Holmsse,0
Jdeco10,0
Bsdinnan,0
Noahlevin59,0
Benjaminpaglia,0
Epicwinner2112,1
Tbob84,0
Joemanbro49,0
Djdragon12,0
Lovelyme00,1
Lonelygeorge,0
Trevor5761,0
Chrisiehappy,1
Jsad6969,0
Babafira123,0
Jamubingham,0
Lily91349,0
Rope The Dope,0
Kfried,0
CommieCaunck,3
Speakeasysky,0
Gopang123,1
Littleninja1,0
Liam.Jamison,0
Blaggle.commm,0
Ajk8296529,0
Schwartzer690,0
Flendermann,0
Notautomateduser,0
69land,0
Kizandjack,0
Dongbags,0
ETBO12,0
Jaymon69,0
Bbob84,0
MattyTaylor12,0
SamWASSAMEN,0
Joemamma1025,0
Clyide Harice,0
Ertha berfolimue,0
Bigolebill47,0
Barney La Pera,0
Davidtheapple,0
DON'TEDITTHEWIKI,0
AJR200,0
Jason5958,0
Demon Seed3331,0
Charlieminogue,0
Meowcat341,0
Qwertyasdfgzxcv135,0
Tomonkeys,0
Ahurt22,0
Daniel w12,0
Jk2689,0
Vernmildew,0
Anarcho-syndikalist101,0
Thatothertroll45,0
Jabirbhr,0
Fatslenderman,0
Billybob917,0
Brosephjoseph99,0
Qazwsxedcrfvtgbyhnujmikolp5,0
Donotlogout,3
Callumnbbbb,0
SongForOrhan,0
Daler123,0
