username1,nts_nts
Yatesh,0
Fusabi,0
Tizzypaste,0
Curiousgorge11,0
Badden123,0
Olja1990,1
Jase robertson,0
Dalmatinac12345,1
SonicTheHedgeFan,0
The Troll Is Awesome As Heck,0
Bansheefromhell,0
Odarblmada,0
Burkry2002,0
Christianhicks01,0
Ye olde kiddo,0
T0nythomas4444,0
Satyrappal,0
The 29th Earl of Grimsby,0
FreshisFresh,0
Bawdykieth,0
FadeDelFlow,1
KMartYogaGuru,0
Davidblenker,0
Jacko6969,0
Jakobisawesome,0
Kids Network,1
Joel Beckford,1
Kris Mason,0
Vitalyvito2013,0
KickAssBlonde12,0
Ultimate cosmic evil,0
Clapneck,1
Lexi1231fresh,0
Altojells,1
Alisokhanvar123,0
Professortedbear,0
Roxy1010,0
BA$ED ALPACA,0
Hugaz,0
The joke is on you chum,0
Silver Wolf Voki,0
Internet 690,1
Notyourface,0
Sriram9999,1
Player2626,0
Freshcleanwins,0
Garyaubin,0
Munrotard,0
ICTFCJOSH,0
DDT Fair Trade,0
Elmeanopeno,0
Shamir91,0
BurfyAdkins,0
Jamrho3708,1
CandiceMichelle1978,0
Gokulashok007,0
Someone you dont know88,0
TheViper Mostafa Serry,0
Kotordude,0
Flyboy4eva,0
Couchi625,0
Given6969,0
Himan155,0
Robertobaggio66,0
Ydogg97,0
Baking Cookies,0
7214alex,1
Sweggedish,0
Lucaswillings,0
Joe2398,0
Msalimi1222,0
Wadewilson1234,0
TeStMaN2565,0
Coolpal2,0
GreeksareTurkoAlbanians,0
Bigdaddyswaggin,1
Jdemarco2912,0
Wiki pullers,0
Railsmails,0
Adamstony33,0
AOMPlaya1,0
Savedship002,0
Heskey696969,0
Always noided,0
YMGuTii,0
Monkaniac,0
VoltronForceMothgolan,0
Attotp,0
Graceaplomb,0
Claire.saphire,0
Austinmtx199,0
JohannesCheddar,0
Popper251,0
Blutbad,0
SherlockSelfVallage,0
A-thorsteinson,0
Zrrstar,0
Tuwah798,0
TheDj7121,0
Dboned0069,1
KodyC,0
Zxcvbnmatt,0
Eloc Kcinsrev,0
Ffriasr,0
AlainaVanderVeen,0
Flidbog,0
Motelroyce,0
Brodude3,0
Ashafyque,0
Calfmessy,0
MistaFluffy,0
A Rogue Toaster,0
Create Account 10101,1
Koopatroopa645,0
Ryanspleb,0
Swapnilkale72,0
Gladheath,0
Swiggityswag123,0
Aasddff,2
Callum Fawsitt,0
Hungryfirefanatic123,0
SamClaflinsWife,0
Midgetlovers,0
XXHYP3RMANIACXx,0
Sunny-boy-smith,0
Bottom butt,0
Auntdebby,0
Pale Feaunati,0
Username9001,0
CoffeeBean300,0
Kylepooface,0
Coolbonz,0
Wikibasher609,0
ODRISC96,0
Snooker Lover,0
Jamesfileman,0
Josh9876,0
NickLaney,0
Nationalfannz,2
Indianaretard,0
TheNameChangerer,0
Mrsilvalicksdicks,0
The editer1234,0
Dacubster517,0
11nazimm,0
Ramdomedits,0
SexMyAunt123,0
Why hairy,0
Nestsboys,0
Holladay inn,0
Dell12345678987654321,0
Bellagre,2
Katedid,0
21Kentdude24,0
Domtom22,0
Drag Me To Hell,0
Loverofpie2themax,0
LARRY MURPHY1,0
Hacker124816,3
Mirardowin,0
I may be lying,0
Ubersmartwatch,2
Rowscrime,0
Tippykqp,0
Prof edwards123,0
Ndfxz,0
Sandyboyzz,0
BestpersonFTW,0
Jackbrown101,0
IPlayMRatedGames,0
Hairbaofbsiebjjskandi,0
Leithmarshman,0
Slip pk,0
Licitbate,0
Slimshady455,0
TheRealMM01,0
InsideEmptiness,2
Stannyreed,0
Slaunster22,0
Ic11lc,0
Terack,0
Patatospud,0
Atmosteron,0
Piemaster32,0
Dbood,0
Mick Sandova,1
Beardie383,0
Potteringer,0
Anynomus12,1
Jhp1999,0
Slibbo7,0
Thewrongtuber,0
Kaylarosered,1
Llama wizard,0
Longliveswift,1
Creeper122,0
DHUSHENRAJ,3
Windows7Guy100,2
TheRedJay37,0
Ilovedogs4314529,0
Kagus,0
YOLOskits,0
Pisapiza,0
Depeszy Morda,10
Jacksonthegreat,0
Alexxxxxxla,0
Hallovan,6
Griffinchico,1
NWBTNewsWatcher,0
MikeBitHell,0
Wanda claire,0
PETERKETTLEWELL1,0
Krikorian35,0
Correcterofwrongfatcs123,0
JToddKincannon,0
PastaPatriot,0
Dportwood,1
Davesmithdave,0
Totodiletroll,0
WackyPhysicist,1
Lovingmom738,0
Ryguy Muhammedd,4
Mikie1234,0
Sayan Basu,4
Fresh Sullivan,0
Headset 12,0
Electricmango,0
Paigeb48616,2
Slap my wolf,0
Milicifent,0
Surfacerhelloyou,1
BobJohnTom,1
MusicPersonxx,0
JbreezCapricorn1,13
Brodybam11,0
Hold your light,0
Semicolon Gallbladder,0
Tomfeather11,1
FirestarFan08,0
Ryanator008,0
Aidanwillking,2
King Jr High School,1
Adabadaman,0
Sint Maarten,0
Tess.kern,0
FrankChunn,0
Penaaaz,2
Pegma,0
Crazed404,0
Cadkane1,0
Themineiverse,1
Sumdawg,2
JoBrLa,27
Catboxx12,0
Clayton K.D.,0
Chiglick,0
I AM NO TAX BOY,0
Bowel plus Movement,0
Jackgrizzly,0
Lieingfaker6969,0
Dkopwit,0
Pongal raj,0
S4w2a0g,0
Coolestguy420,0
JimmyScissorDick,0
Jamesgarver1,0
Bigting68,0
Gkrsoft,0
Superwillbert,0
Joshuamiles99,0
Tom220299,0
Fuzzypickle14,0
Luiscolon480,0
Andrea Larteza,0
"Mondo Films, Inc.",0
로벤타,0
Nickiroo8345,0
AdamleoHandsomeguy,0
Assoson,0
Joshdhbszbsbsbsbz,0
Ramdomedit,0
DexMarine,0
No more of the donation banners,0
Mynigguhmynigguh(;,0
Shuffy10,0
CaptainFluffykinz,0
Nisandosan,0
Zark84010,0
Aqibarif74,0
Ritaqueenofspeed,0
