username1,pagetitle1,pagetitle2,counter,hop,nhop
Ehhetv,List of tallest buildings in the Baltic states,Estonian Song Festival,20,2,1
Ehhetv,Estonian Song Festival,Baltic states,21,2,1
Ehhetv,Baltic states,Tallinn,22,1,1
Ehhetv,Baltic states,Estonia,24,1,1
Ehhetv,Baltic states,Rocca al Mare Shopping Centre,32,3,1
Ehhetv,Rocca al Mare Shopping Centre,Järve Centre,36,3,1
Ehhetv,Järve Centre,Foorum,37,3,1
Ehhetv,Foorum,Kristiine Centre,38,3,1
Ehhetv,Kristiine Centre,Estonians,39,2,1
Ehhetv,Estonians,Largest cities of the European Union by population within city limits,40,3,1
Ehhetv,Largest cities of the European Union by population within city limits,H&M,41,2,1
Ehhetv,Kristiine Centre,Uralic languages,43,3,1
Ehhetv,List of tallest buildings in the Baltic states,Stockholm,49,2,1
Ehhetv,H&M,Midsummer,53,2,1
Ehhetv,Midsummer,St. Jude storm,54,3,1
Ehhetv,Tallinn,Jürgen Zopp,60,3,1
Ehhetv,Jürgen Zopp,Muse (band),61,4,0
Ehhetv,Muse (band),Father's Day,62,3,1
Ehhetv,List of cities in the Baltic states by population,Longest words,64,4,0
Ehhetv,Longest words,Human Development Index,66,3,1
Ehhetv,Andorra,Northern Europe,68,2,1
Ehhetv,Baltic states,Gingerbread,72,3,1
Ehhetv,Tallinn,List of religious populations,77,3,1
Ehhetv,Ural–Altaic languages,List of tallest buildings in the European Union,87,3,1
Ehhetv,Tallinn,Nõmme,92,1,1
Ehhetv,Stadler FLIRT,Venice of the North,96,2,1
Ehhetv,Venice of the North,List of cities proper by population,97,3,1
Ehhetv,List of cities proper by population,Peter (given name),98,3,1
Ehhetv,Mary (given name),European hip hop,104,3,1
Ehhetv,List of tallest buildings in the Baltic states,The Bling Ring,108,4,0
Ehhetv,The Bling Ring,User:Ehhetv,109,-1,0
Ehhetv,User:Ehhetv,Crown (currency),110,-1,0
Ehhetv,Tallinn,Francis Lawrence,117,3,1
Ehhetv,Francis Lawrence,List of most viewed YouTube videos,118,2,1
Ehhetv,List of most viewed YouTube videos,Blk. (water),119,5,0
Ehhetv,Longest words,Afro-Russian,122,3,1
Ehhetv,Afro-Russian,Estonian language,123,3,1
Ehhetv,Estonian language,Nigger,124,3,1
Ehhetv,List of tallest buildings in the Baltic states,List of the oldest schools in the world,130,3,1
Ehhetv,List of the oldest schools in the world,List of European countries by average wage,131,3,1
Ehhetv,Estonian Song Festival,Taavi,139,-1,0
Ehhetv,Taavi,Pirita,140,3,1
Ehhetv,Merivälja,Stocksund,147,4,0
Ehhetv,Stocksund,Silicon Vikings,148,4,0
Ehhetv,List of tallest buildings in the European Union,Ziad Fazah,153,5,0
Ehhetv,List of tallest buildings in the Baltic states,List of most widely spoken languages (by number of countries),159,-1,0
My1xT,User:My1,User talk:Launchballer/archive/2013/1-100,173,-1,0
My1xT,User talk:Launchballer/archive/2013/1-100,Majestic Prince (manga),174,4,0
My1xT,Majestic Prince (manga),Talk:Miyuki Sawashiro,175,-1,0
My1xT,User:My1,Scarlet (color),177,-1,0
My1xT,Scarlet (color),Wikipedia:Changing username/Usurpations,178,4,0
My1xT,Wikipedia:Changing username/Usurpations,Mushibugyo,186,-1,0
My1xT,Animelo Summer Live,Love Live!,193,1,1
My1xT,Love Live!,List of Hyperdimension Neptunia: The Animation episodes,194,3,1
My1xT,List of Hyperdimension Neptunia: The Animation episodes,Wikipedia:Templates for discussion/Log/2013 September 16,195,-1,0
My1xT,Wikipedia:Templates for discussion/Log/2013 September 16,Talk:Free! (anime),196,-1,0
Runningonfaith,Wildlife of Bangladesh,1971 Bangladesh genocide,214,2,1
Runningonfaith,Martyred Intellectuals Memorial,Sandakphu,216,3,1
Runningonfaith,Sandakphu,Mukti Bahini,217,3,1
Runningonfaith,Mukti Bahini,Pohela Boishakh,223,2,1
Runningonfaith,Pohela Boishakh,Ghulam Azam,230,3,1
Runningonfaith,Ghulam Azam,Nicolás Gaitán,231,4,0
Runningonfaith,Nicolás Gaitán,Ander Herrera,232,3,1
Runningonfaith,Ander Herrera,"Michael Keane (footballer, born 1993)",235,2,1
Runningonfaith,"Michael Keane (footballer, born 1993)",East Pakistan,236,4,0
Zvezda Soyuz,University of Wollongong,University of Wollongong,238,1,1
Zvezda Soyuz,University of Wollongong,Wollongong Undergraduate Students' Association,247,1,1
Zvezda Soyuz,University of Wollongong,"International House, University of Wollongong",259,1,1
Zvezda Soyuz,University of Wollongong,Academic grading in South Korea,261,3,1
Zvezda Soyuz,INTI International University,User talk:Zvezda Soyuz,271,-1,0
Zvezda Soyuz,University of Wollongong,Dankook University,298,3,1
Zvezda Soyuz,Dankook University,ROKS Cheonan sinking,299,2,1
Zvezda Soyuz,University of Wollongong,Good University Guide,340,-1,0
Zvezda Soyuz,Good University Guide,List of universities in Australia,342,2,1
Zvezda Soyuz,List of universities in Australia,Tertangala,343,2,1
Zvezda Soyuz,Tertangala,Template:Universities in New South Wales,344,-1,0
Zvezda Soyuz,University of Wollongong in Dubai,College and university rankings,350,3,1
Zvezda Soyuz,List of universities in Australia,Australian National Business Schools,396,2,1
Zvezda Soyuz,University of Wollongong,Template:Infobox Australian university ranking,478,-1,0
Zvezda Soyuz,User:Zvezda Soyuz/sandbox,University of Wollongong Sydney Business School,506,-1,0
Zvezda Soyuz,University of Wollongong,University of Wollongong Faculty of Arts,515,-1,0
Zvezda Soyuz,User talk:Zvezda Soyuz,University of Wollongong Faculty of Informatics,550,-1,0
Zvezda Soyuz,University of Wollongong Faculty of Informatics,Excellence in Research for Australia,551,-1,0
Zvezda Soyuz,University of Wollongong Sydney Business School,Illawarra Health & Medical Research Institute,559,2,1
Zvezda Soyuz,Talk:University of Wollongong,University of Wollongong Faculty of Engineering,577,-1,0
Zvezda Soyuz,University of Wollongong,ROKS Cheonan (PCC-772),598,4,0
Zvezda Soyuz,Template:University of Wollongong,Teheranno,643,4,0
Zvezda Soyuz,University of Wollongong,Talk:Ebenezer International School,650,-1,0
Zvezda Soyuz,University of Wollongong,Keio University,657,2,1
Zvezda Soyuz,University of Wollongong Sydney Business School,Talk:University of Wollongong Sydney Business School,666,-1,0
Zvezda Soyuz,University of Wollongong,Shane Watson,675,3,1
Zvezda Soyuz,North Wollongong railway station,Richard Harland,694,3,1
Zvezda Soyuz,Korea Testing & Research Institute,Gregory Melleuish,700,4,0
Tawhite2013,User:Tawhite2013/sandbox,Behavioral medicine,843,2,1
Meggington,Embryonated,Michael Vey: Rise of the Elgen,901,5,0
Arivera92,Coats of arms of South America,Cabinet of South Korea,921,4,0
Arivera92,Cabinet of South Korea,Ministry of Employment and Labor,922,2,1
Arivera92,Ministry of Employment and Labor,"Ministry of Land, Infrastructure and Transport (Korea)",970,2,1
Arivera92,Government of South Korea,Public administration,982,2,1
Arivera92,Public administration,Parliament of Greenland,983,3,1
Arivera92,Parliament of Greenland,Dmitry Medvedev's Cabinet,986,3,1
Arivera92,Dmitry Medvedev's Cabinet,Staff (military),989,3,1
Arivera92,German General Staff,Supreme Council of the Armed Forces,992,2,1
Arivera92,Mohammed Aly Fahmy,Ministries of Chile,1067,3,1
Arivera92,Ministries of Chile,User:Arivera92,1069,-1,0
Arivera92,User:Arivera92,Senate of Chile,1088,3,1
Arivera92,Senate of Chile,Ministry of Economic Development (Russia),1089,3,1
Arivera92,User:Arivera92,Talk:Santiago del Estero,1091,-1,0
Arivera92,Talk:Santiago del Estero,Fort Detrick,1092,-1,0
Arivera92,"Egyptian presidential election, 2014",Second Valls Cabinet,1100,3,1
Arivera92,Second Valls Cabinet,"Spanish general election, 2015",1108,3,1
Arivera92,"Spanish general election, 2015",Chancellor of Germany,1109,2,1
Al-Hakim bi-Amr Allah,Template:Archaeological sites in Lebanon,Epistles of Wisdom,1118,-1,0
Al-Hakim bi-Amr Allah,Epistles of Wisdom,Tell Aalaq,1119,3,1
Al-Hakim bi-Amr Allah,Tell Bir Dakoue,Tell Ed Deir,1140,-1,0
Al-Hakim bi-Amr Allah,Tell Karmita,Tell Kirri,1153,1,1
Molnardaniel63,List of renamed cities in Azerbaijan,Armenian Question,1217,4,0
Molnardaniel63,Armenian Question,Javakheti,1218,3,1
Molnardaniel63,Javakheti,Wizz Air destinations,1219,4,0
Molnardaniel63,Wizz Air destinations,List of twin towns and sister cities in Asia,1220,2,1
Molnardaniel63,Adidas,Azerbaijan national football team,1227,2,1
Molnardaniel63,Azerbaijan national football team,Gagik Tsarukyan,1228,4,0
Molnardaniel63,Gagik Tsarukyan,Rufat Dadashov,1229,5,0
Molnardaniel63,Azerbaijan national football team,Uğur Pamuk,1232,2,1
Molnardaniel63,Uğur Pamuk,Maraga massacre,1235,3,1
Molnardaniel63,Maraga massacre,Khazar Lankaran FK,1236,4,0
Molnardaniel63,Khazar Lankaran FK,Kura–Araxes culture,1237,3,1
Molnardaniel63,"International Business School, Budapest",Stepanakert Airport,1242,4,0
Molnardaniel63,Organizational culture,Leadership,1245,1,1
Nzlimz,Geneva Motor Show,Full-size car,1262,2,1
TheBenk,User:TheBenk/sandbox,Instagram,1281,-1,0
Marie Roachy,Louise Erdrich,User:Marie Roachy/sandbox,1290,-1,0
Marie Roachy,User:Marie Roachy/sandbox,Stephanie Fielding,1300,2,1
Marie Roachy,Suzanne Rancourt,Mihku Paul,1307,3,1
Marie Roachy,Mihku Paul,Donna M. Loring,1309,3,1
Marie Roachy,Donna M. Loring,Donna Caruso,1310,-1,0
Ameerayaz,Pakhtun-khwa Milli Awami Party,Quetta,1316,2,1
Ameerayaz,Quetta,Ghilzai,1317,2,1
TiffanyGallicano,Wikipedia:Meetup/Eugene/Women's History Month 2013,User:TiffanyGallicano/sandbox,1321,-1,0
TiffanyGallicano,Wikipedia:Meetup/Eugene/Women's History Month 2013,User talk:TiffanyGallicano,1350,-1,0
TiffanyGallicano,Betsy Plank,James E. Grunig,1402,3,1
A.sky245,Gingerbread,Foods of the American Civil War,1410,3,1
A.sky245,Foreshadowing,Beautiful Creatures (2013 film),1412,4,0
