username1,pagetitle1,pagetitle2,counter,hop,nhop
Brentc3,Cosmos: A Spacetime Odyssey,Mental health in Southeast Africa,7,-1,0
LifeIsSubtle,Mucahit Bilici,Wikipedia:Changing username/Simple,144,-1,0
Ccie.cisco,CCIE Certification,Cisco Career Certifications,178,2,1
Mesohrab,User:Mesohrab,User:Mesohrab/sandbox,182,-1,0
Rioiscoming,User:Rioiscoming/sandbox,Six Acts (film),213,2,1
Cooldj101,Dune,Names (disambiguation),225,4,0
Subbarjun,Chulla Chulli Boarding English Secondary School,Arjun Sarja,236,4,0
Dmar91,Edge of Dark Water,The Blind Boys of Alabama,288,4,0
Dmar91,Edge of Dark Water,Peter Crowther,291,2,1
Dmar91,Peter Crowther,M. J. Trow,297,4,0
Dmar91,Christopher Marlowe,The Fens,300,3,1
Dmar91,The Fens,David Drake,301,3,1
18phillipst,User:18phillipst,User:18phillipst,308,-1,0
Ragsmyt22,User:Ragsmyt22,List of modern-day Muslim scholars of Islam,402,-1,0
Worldbook1967,Talk:Bally's Atlantic City,Bally's Atlantic City,412,2,1
Worldbook1967,David Grisman Quintet,Ford E-Series,415,3,1
Worldbook1967,Atlantic City Jitney Association,Kinderen voor Kinderen,417,4,0
Worldbook1967,Kinderen voor Kinderen,The Claridge Hotel (Atlantic City),418,3,1
Worldbook1967,User talk:Accurizer,Mocedades,430,4,0
Worldbook1967,Mocedades,Lou Monte,431,4,0
Worldbook1967,Lou Monte,Methaqualone,432,3,1
Worldbook1967,Methaqualone,The Post-American World,439,4,0
Worldbook1967,The Post-American World,Talk:Joanne Lipman,440,-1,0
Worldbook1967,Talk:Joanne Lipman,On the Way to Cape May,441,-1,0
Worldbook1967,On the Way to Cape May,WFAN-FM,442,2,1
Worldbook1967,WFAN-FM,Miss Hawaii,443,4,0
Worldbook1967,Miss Hawaii,Duty-free shop,444,3,1
Worldbook1967,Bally's Atlantic City,Talk:Coconut water,448,-1,0
Worldbook1967,Talk:Coconut water,Let's Call the Whole Thing Off,449,3,1
Worldbook1967,The Claridge Hotel (Atlantic City),Orange flower water,452,4,0
Worldbook1967,Orange flower water,Late-night talk show,453,3,1
Worldbook1967,Late-night talk show,Ginseng,454,3,1
Worldbook1967,The Claridge Hotel (Atlantic City),Talk:Cathay Cineleisure Orchard,459,-1,0
Worldbook1967,Talk:Cathay Cineleisure Orchard,Diners Club International,460,-1,0
Worldbook1967,Diners Club International,List of Procter & Gamble brands,465,3,1
Worldbook1967,List of Procter & Gamble brands,Chubby bunny,466,4,0
Worldbook1967,Talk:Coconut water,Cattle,469,3,1
Worldbook1967,Cattle,Mister World 2007,470,3,1
Worldbook1967,Mister World 2007,Georges Marrane,471,4,0
Worldbook1967,Georges Marrane,H. B. Barnum,472,5,0
Worldbook1967,H. B. Barnum,Pump Girls,473,1,1
Worldbook1967,Pump Girls,Chiropractic,476,4,0
Worldbook1967,Pump Girls,"World War I Memorial (Atlantic City, New Jersey)",484,3,1
Worldbook1967,"World War I Memorial (Atlantic City, New Jersey)",National Lawyers Guild,486,4,0
Worldbook1967,National Lawyers Guild,Chicago (band),487,3,1
Worldbook1967,Pump Girls,George E. Brunner,493,4,0
BearingTechnology,Magnetic bearing,Fluid bearing,497,2,1
BearingTechnology,Fluid bearing,Dover Corporation,498,3,1
Amable269,User:Amable269 /Kevin Hicks,Politics of Australia,539,-1,0
JakeKaplow,Videobook,Huzurnagar,550,5,0
JakeKaplow,GreyComm,Clock-face scheduling,562,-1,0
JakeKaplow,Clock-face scheduling,Lawrence Kaplow,563,4,0
JakeKaplow,User talk:JakeKaplow,Adobe Stock Photos,568,4,0
JakeKaplow,Adobe Stock Photos,Yuri Entin,569,5,0
JakeKaplow,Yuri Entin,Rodney McMullen,577,5,0
JakeKaplow,Rodney McMullen,Melese signata,580,6,0
JakeKaplow,Greenbrier Military School,Mühringen,584,5,0
Words with hope,User:Words with hope/sandbox,National Rural Employment Guarantee Act 2005,592,-1,0
Words with hope,National Rural Employment Guarantee Act 2005,National Rural Livelihood Mission,597,2,1
Words with hope,National Rural Livelihood Mission,Health in India,604,2,1
Words with hope,National Rural Livelihood Mission,List of government schemes in India,638,2,1
Words with hope,List of government schemes in India,M-government,644,4,0
Danredmount,Dan Rottenberg,Talk:Dan Rottenberg,659,-1,0
