username1,pagetitle1,pagetitle2,counter,hop,nhop
Niagaragallery,Gunter Christmann,Kevin Lincoln,18,4,0
Niagaragallery,Stephen Benwell,Jan Senbergs,36,4,0
Niagaragallery,Jan Senbergs,Euan Heng,39,4,0
MaxJeff-AU,Open Brethren,User:MaxJeff-AU,176,-1,0
MaxJeff-AU,User:MaxJeff-AU,Plymouth Brethren,181,-1,0
MaxJeff-AU,Plymouth Brethren,Kurrawang community,182,6,0
Wikid77b,Talk:Edit conflict,Outline of Texas,197,5,0
Wikid77b,Outline of France,Big Bend National Park,199,3,1
Wikid77b,Guadalupe Mountains National Park,Geography of Texas,201,2,1
Wikid77b,Geography of Texas,Wikipedia:Help desk,202,4,0
Wikid77b,Wikipedia:Help desk,One in a Million (Bosson song),203,4,0
Wikid77b,Streets in the Sky,Edit conflict,205,5,0
Wikid77b,Edit conflict,Cattle race,209,5,0
Wikid77b,Cattle race,Lunéville-Croismare Airport,210,4,0
Wikid77b,Lunéville-Croismare Airport,"Tombo, Sierra Leone",211,5,0
Wikid77b,"Tombo, Sierra Leone",Template talk:Metadata South Africa,212,-1,0
Wikid77b,One in a Million (Bosson song),Julius Nyerere,217,4,0
Wikid77b,Julius Nyerere,Censorship of music,218,3,1
Wikid77b,Censorship of music,Template:Convert/Dual/LonAoffDflipSoff,219,-1,0
Wikid77b,Template:Convert/Dual/LonAoffDflipSoff,Template:Convert/acre/sandbox2,221,-1,0
Wikid77b,Template:Convert/acre/sandbox2,Union of South American Nations,224,-1,0
Wikid77b,Union of South American Nations,Formal power series,225,3,1
Wikid77b,Formal power series,Redondo wine,226,4,0
Wikid77b,Gasolin' (disambiguation),Ligand,233,4,0
Wikid77b,Macworld,Softimage (company),249,3,1
Wikid77b,Weston Airport,Calcium sulfide,251,3,1
Wikid77b,Howards Alias,Mesosphere (mantle),264,4,0
Wikid77b,Anaerobic organism,Fantastic Planet (album),266,5,0
Wikid77b,Fantastic Planet (album),Iwasawa algebra,267,5,0
Wikid77b,Iwasawa algebra,Template:Neukirch et al. CNF,268,-1,0
Wikid77b,User:RobHar,Pentellated 8-simplexes,273,-1,0
Wikid77b,Loveride (song),Zobel network,277,5,0
Wikid77b,Zobel network,Monopsony,278,3,1
Wikid77b,Tu amor (Luis Fonsi song),Psychometric Entrance Test,280,4,0
Wikid77b,Psychometric Entrance Test,User talk:Wikid77b,281,-1,0
Wikid77b,User talk:Wikid77b,Chet Atkins Picks on Jerry Reed,282,-1,0
Wikid77b,Get Like Me (Nelly song),Runcinated 5-cell,284,5,0
Wikid77b,Runcinated 5-cell,Peter Weibel,285,4,0
Wikid77b,Minced oath,List of people from Brooklyn,300,4,0
Wikid77b,Linear molecular geometry,Time–temperature superposition,304,4,0
