username1,pagetitle1,meta1,counter,pagetitle2,meta2,timedifference,commoncategories,crmf,crms,crmv,crnf,crns,crnv,crf_crv,ntus
Slamgaming22,Les Paul,0,0,Les Paul,0,0 days 00:06:27.000000000,51,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Slamgaming22,Les Paul,0,1,"Melrose, Scottish Borders",0,0 days 00:01:21.000000000,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slamgaming22,"Melrose, Scottish Borders",0,2,"Melrose, Scottish Borders",0,0 days 00:02:21.000000000,9,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Slamgaming22,"Melrose, Scottish Borders",0,3,"Melrose, Scottish Borders",0,0 days 00:00:39.000000000,9,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Slamgaming22,"Melrose, Scottish Borders",0,4,"Melrose, Scottish Borders",0,0 days 00:00:41.000000000,9,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Slamgaming22,"Melrose, Scottish Borders",0,5,"Melrose, Scottish Borders",0,0 days 00:00:59.000000000,9,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Slamgaming22,"Melrose, Scottish Borders",0,6,"Melrose, Scottish Borders",0,0 days 00:01:03.000000000,9,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Slamgaming22,"Melrose, Scottish Borders",0,7,Les Paul,0,0 days 00:01:29.000000000,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slamgaming22,Les Paul,0,8,Niggas in Paris,0,0 days 00:01:51.000000000,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slamgaming22,Niggas in Paris,0,9,Stove,0,0 days 00:04:30.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slamgaming22,Stove,0,10,Galashiels,0,0 days 00:02:56.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slamgaming22,Galashiels,0,11,"Melrose, Scottish Borders",0,0 days 00:03:19.000000000,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slamgaming22,"Melrose, Scottish Borders",0,12,"Melrose, Scottish Borders",0,0 days 00:00:41.000000000,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Big Dave Scientist,Giorgio Vasari,0,15,Uffizi,0,0 days 00:02:47.000000000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Big Dave Scientist,Uffizi,0,16,Uffizi,0,0 days 00:00:47.000000000,14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Big Dave Scientist,Uffizi,0,17,Anna Maria Luisa de' Medici,0,0 days 00:03:07.000000000,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Big Dave Scientist,Anna Maria Luisa de' Medici,0,18,User talk:JNW,1,0 days 00:03:21.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Big Dave Scientist,User talk:JNW,1,19,User talk:JNW,1,0 days 00:01:23.000000000,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Big Dave Scientist,User talk:JNW,1,20,User talk:JNW,1,0 days 00:02:56.000000000,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Big Dave Scientist,User talk:JNW,1,21,User talk:JNW,1,0 days 00:02:30.000000000,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Big Dave Scientist,User talk:JNW,1,22,User talk:JNW,1,0 days 00:03:16.000000000,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Big Dave Scientist,User talk:JNW,1,23,Uffizi,0,0 days 00:02:06.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Big Dave Scientist,Uffizi,0,24,Giorgio Vasari,0,0 days 00:00:33.000000000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Big Dave Scientist,Giorgio Vasari,0,25,Uffizi,0,0 days 00:00:34.000000000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Big Dave Scientist,Uffizi,0,26,Anna Maria Luisa de' Medici,0,0 days 00:00:41.000000000,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Big Dave Scientist,Anna Maria Luisa de' Medici,0,27,User talk:JNW,1,0 days 00:00:42.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Big Dave Scientist,User talk:JNW,1,28,User talk:JNW,1,0 days 00:01:14.000000000,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SPAM-MASTER8000,Iraq,0,30,Iraq,0,0 days 00:00:57.000000000,40,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SPAM-MASTER8000,Iraq,0,31,Iraq,0,0 days 00:03:49.000000000,40,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
SPAM-MASTER8000,Iraq,0,32,Iraq,0,0 days 00:01:34.000000000,40,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Alaskaeagle,Herb Brooks,0,34,Herb Brooks,0,0 days 00:04:36.000000000,27,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Alaskaeagle,Herb Brooks,0,35,Herb Brooks,0,0 days 00:01:12.000000000,27,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Alaskaeagle,Herb Brooks,0,36,User talk:Alaskaeagle,1,0 days 00:01:11.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaskaeagle,User talk:Alaskaeagle,1,37,Alaska Aces (ECHL),0,0 days 00:11:22.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaskaeagle,Alaska Aces (ECHL),0,38,Alaska Aces (ECHL),0,0 days 00:02:12.000000000,10,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Alaskaeagle,Alaska Aces (ECHL),0,39,Alaska Aces (ECHL),0,0 days 00:02:48.000000000,10,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Alaskaeagle,Alaska Aces (ECHL),0,40,Herb Brooks,0,0 days 00:01:04.000000000,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
