username1,pagetitle1,meta1,counter,pagetitle2,meta2,timedifference,commoncategories,crmf,crms,crmv,crnf,crns,crnv,crf_crv,ntus
GigaPlop,User:GigaPlop,1,0,Talk:Ghouta chemical attack,1,0 days 00:08:16.000000000,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GigaPlop,Talk:Ghouta chemical attack,1,1,Talk:Wikipedia,1,0 days 01:41:54.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GigaPlop,Talk:Wikipedia,1,2,User:GigaPlop,1,0 days 01:34:37.000000000,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GigaPlop,User:GigaPlop,1,3,User:GigaPlop,1,0 days 00:00:57.000000000,-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
GigaPlop,User:GigaPlop,1,4,High Wycombe,0,1 days 15:52:06.000000000,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chima4mani,South Africa national football team,0,6,Paul Tangi Mhova Mkondo,0,9 days 11:04:41.000000000,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chima4mani,Paul Tangi Mhova Mkondo,0,7,Paul Tangi Mhova Mkondo,0,0 days 00:02:17.000000000,17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Chima4mani,Paul Tangi Mhova Mkondo,0,8,Paul Tangi Mhova Mkondo,0,0 days 00:03:51.000000000,17,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Chima4mani,Paul Tangi Mhova Mkondo,0,9,User talk:Ekhaya2000,1,0 days 00:01:41.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chima4mani,User talk:Ekhaya2000,1,10,Wikipedia talk:Articles for creation/Elmadani Belmadani,1,0 days 23:07:30.000000000,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chima4mani,Wikipedia talk:Articles for creation/Elmadani Belmadani,1,11,Paul Tangi Mhova Mkondo,0,0 days 00:41:08.000000000,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chima4mani,Paul Tangi Mhova Mkondo,0,12,Zimbabweans in the United Kingdom,0,0 days 02:30:34.000000000,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chima4mani,Zimbabweans in the United Kingdom,0,13,User:Chima4mani,1,0 days 19:29:14.000000000,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chima4mani,User:Chima4mani,1,14,Paul Tangi Mhova Mkondo,0,2 days 22:22:33.000000000,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chima4mani,Paul Tangi Mhova Mkondo,0,15,Paul Tangi Mhova Mkondo,0,0 days 00:04:30.000000000,17,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Chima4mani,Paul Tangi Mhova Mkondo,0,16,Eskmo (album),0,0 days 00:06:11.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chima4mani,Eskmo (album),0,17,Wikipedia talk:Articles for creation/Eskmo (album),1,0 days 00:00:01.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chima4mani,Wikipedia talk:Articles for creation/Eskmo (album),1,18,User talk:118.6.231.89,1,0 days 00:00:02.000000000,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chima4mani,User talk:118.6.231.89,1,19,Wikipedia:Articles for creation/recent,1,0 days 00:00:01.000000000,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chima4mani,Wikipedia:Articles for creation/recent,1,20,Talk:Eskmo (album),1,0 days 00:00:00.000000000,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chima4mani,Talk:Eskmo (album),1,21,Eskmo (album),0,0 days 00:00:02.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chima4mani,Eskmo (album),0,22,Eugenia Popescu-Județ,0,0 days 00:02:56.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chima4mani,Eugenia Popescu-Județ,0,23,Eugenia Popescu-Județ,0,0 days 00:00:25.000000000,8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Chima4mani,Eugenia Popescu-Județ,0,24,Wikipedia talk:Articles for creation/Eugenia Popescu-Județ,1,0 days 00:00:01.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chima4mani,Wikipedia talk:Articles for creation/Eugenia Popescu-Județ,1,25,User talk:MauriceM3,1,0 days 00:00:02.000000000,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chima4mani,User talk:MauriceM3,1,26,Wikipedia:Articles for creation/recent,1,0 days 00:00:01.000000000,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chima4mani,Wikipedia:Articles for creation/recent,1,27,Talk:Eugenia Popescu-Județ,1,0 days 00:00:00.000000000,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chima4mani,Talk:Eugenia Popescu-Județ,1,28,Eugenia Popescu-Județ,0,0 days 00:00:01.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chima4mani,Eugenia Popescu-Județ,0,29,Paul Tangi Mhova Mkondo,0,4 days 02:08:59.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chima4mani,Paul Tangi Mhova Mkondo,0,30,Paul Tangi Mhova Mkondo,0,0 days 00:02:11.000000000,17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Chima4mani,Paul Tangi Mhova Mkondo,0,31,Paul Tangi Mhova Mkondo,0,0 days 00:04:57.000000000,17,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Chima4mani,Paul Tangi Mhova Mkondo,0,32,Paul Tangi Mhova Mkondo,0,0 days 00:00:51.000000000,17,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Chima4mani,Paul Tangi Mhova Mkondo,0,33,Paul Tangi Mhova Mkondo,0,0 days 00:02:01.000000000,17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Chima4mani,Paul Tangi Mhova Mkondo,0,34,Paul Tangi Mhova Mkondo,0,0 days 00:08:50.000000000,17,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Chima4mani,Paul Tangi Mhova Mkondo,0,35,Paul Tangi Mhova Mkondo,0,0 days 20:36:05.000000000,17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Chima4mani,Paul Tangi Mhova Mkondo,0,36,Paul Tangi Mhova Mkondo,0,0 days 00:01:44.000000000,17,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Chima4mani,Paul Tangi Mhova Mkondo,0,37,Paul Tangi Mhova Mkondo,0,0 days 00:01:08.000000000,17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Chima4mani,Paul Tangi Mhova Mkondo,0,38,Paul Tangi Mhova Mkondo,0,0 days 00:03:01.000000000,17,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
