username1,pagetitle1,meta1,counter,pagetitle2,meta2,timedifference,commoncategories,crmf,crms,crmv,crnf,crns,crnv,crf_crv,ntus
Edit Author,Wikipedia:Articles for deletion/Sai Gundewar,1,1,Wikipedia:Administrators' noticeboard/Edit warring,1,0 days 02:32:19.000000000,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edit Author,Wikipedia:Administrators' noticeboard/Edit warring,1,2,User talk:Edit Author,1,0 days 00:22:07.000000000,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edit Author,User talk:Edit Author,1,3,Wikipedia:Administrator intervention against vandalism,1,0 days 00:35:25.000000000,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edit Author,Wikipedia:Administrator intervention against vandalism,1,4,User talk:Edit Author,1,0 days 00:04:29.000000000,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edit Author,User talk:Edit Author,1,5,User:Edit Author,1,5 days 20:35:08.000000000,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edit Author,User:Edit Author,1,6,DJ Aqeel,0,0 days 00:31:22.000000000,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edit Author,DJ Aqeel,0,7,DJ Aqeel,0,0 days 00:01:55.000000000,15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Edit Author,DJ Aqeel,0,8,Sunburn Festival,0,0 days 00:16:25.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edit Author,Sunburn Festival,0,9,Anish Sood,0,0 days 00:15:11.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edit Author,Anish Sood,0,10,NH7 Weekender,0,0 days 00:06:38.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edit Author,NH7 Weekender,0,11,Anish Sood,0,0 days 00:06:34.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edit Author,Anish Sood,0,12,User talk:Edit Author,1,0 days 00:05:18.000000000,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edit Author,User talk:Edit Author,1,13,User talk:Edit Author,1,0 days 07:28:43.000000000,-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Edit Author,User talk:Edit Author,1,14,User talk:Edit Author,1,0 days 00:01:40.000000000,-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Andru.miller,Stary Browar,0,16,Jean-Gabriel Berbudeau,0,0 days 00:03:29.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andru.miller,Jean-Gabriel Berbudeau,0,17,The Sky Lords,0,0 days 00:01:59.000000000,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andru.miller,The Sky Lords,0,18,User:Andru.miller/sandbox,1,0 days 00:01:49.000000000,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andru.miller,User:Andru.miller/sandbox,1,19,User:Andru.miller/sandbox,1,0 days 00:02:00.000000000,-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Andru.miller,User:Andru.miller/sandbox,1,20,User:Andru.miller/sandbox,1,0 days 00:04:03.000000000,-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andru.miller,User:Andru.miller/sandbox,1,21,User:Andru.miller,1,0 days 00:03:37.000000000,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andru.miller,User:Andru.miller,1,22,User:Andru.miller,1,0 days 00:31:46.000000000,-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Andru.miller,User:Andru.miller,1,23,User:Andru.miller,1,0 days 00:03:34.000000000,-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andru.miller,User:Andru.miller,1,24,Jean-Gabriel Berbudeau,0,0 days 00:05:39.000000000,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andru.miller,Jean-Gabriel Berbudeau,0,25,Li (surname 厉),0,0 days 00:05:25.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andru.miller,Li (surname 厉),0,26,User:Andru.miller,1,0 days 00:02:21.000000000,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andru.miller,User:Andru.miller,1,27,User:Andru.miller,1,0 days 20:10:40.000000000,-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
