username1,pagetitle1,meta1,counter,pagetitle2,meta2,timedifference,commoncategories,crmf,crms,crmv,crnf,crns,crnv,crf_crv,ntus
Kattheawesome,User:Kattheawesome,1,0,User:Kattheawesome,1,0 days 00:03:06.000000000,-1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Kattheawesome,User:Kattheawesome,1,1,User:Kattheawesome,1,0 days 00:02:20.000000000,-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Niagaragallery,User:Niagaragallery,1,3,Wikipedia talk:Articles for creation/Terry Batt,1,0 days 00:09:24.000000000,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niagaragallery,Wikipedia talk:Articles for creation/Terry Batt,1,4,Wikipedia talk:Articles for creation/Terry Batt,1,0 days 00:01:02.000000000,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Niagaragallery,Wikipedia talk:Articles for creation/Terry Batt,1,5,Wikipedia talk:Articles for creation/Terry Batt,1,0 days 00:02:09.000000000,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Niagaragallery,Wikipedia talk:Articles for creation/Terry Batt,1,6,Wikipedia talk:Articles for creation/Terry Batt,1,0 days 00:00:55.000000000,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Niagaragallery,Wikipedia talk:Articles for creation/Terry Batt,1,7,User:Niagaragallery,1,0 days 00:07:53.000000000,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niagaragallery,User:Niagaragallery,1,8,User:Niagaragallery/sandbox,1,0 days 00:38:44.000000000,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niagaragallery,User:Niagaragallery/sandbox,1,9,Richard Larter,0,6 days 23:07:37.000000000,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Niagaragallery,Richard Larter,0,10,User:Niagaragallery/sandbox,1,0 days 00:59:20.000000000,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niagaragallery,User:Niagaragallery/sandbox,1,11,User:Niagaragallery/sandbox,1,0 days 00:03:00.000000000,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niagaragallery,User:Niagaragallery/sandbox,1,12,Gunter Christmann,0,6 days 21:35:44.000000000,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niagaragallery,Gunter Christmann,0,13,User:Niagaragallery/sandbox,1,0 days 00:05:25.000000000,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niagaragallery,User:Niagaragallery/sandbox,1,14,Gunter Christmann,0,0 days 02:15:05.000000000,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niagaragallery,Gunter Christmann,0,15,User:Niagaragallery/sandbox,1,0 days 00:05:06.000000000,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niagaragallery,User:Niagaragallery/sandbox,1,16,Gunter Christmann,0,0 days 00:02:07.000000000,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niagaragallery,Gunter Christmann,0,17,Gunter Christmann,0,13 days 20:20:47.000000000,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Niagaragallery,Gunter Christmann,0,18,Kevin Lincoln,0,0 days 01:56:55.000000000,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
