username1,pagetitle1,meta1,counter,pagetitle2,meta2,timedifference,commoncategories,crmf,crms,crmv,crnf,crns,crnv,crf_crv,ntus
Robbiew1998,Matthew Wright,0,0,Gillian McKeith,0,0 days 00:07:02.000000000,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robbiew1998,Gillian McKeith,0,1,Gillian McKeith,0,0 days 00:02:17.000000000,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Robbiew1998,Gillian McKeith,0,2,Matthew Wright,0,0 days 00:06:56.000000000,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robbiew1998,Matthew Wright,0,3,Lucy Pargeter,0,0 days 00:18:33.000000000,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robbiew1998,Lucy Pargeter,0,4,Fraser Forster,0,0 days 00:08:47.000000000,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robbiew1998,Fraser Forster,0,5,Hibernian F.C.,0,0 days 21:55:10.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robbiew1998,Hibernian F.C.,0,6,Hibernian F.C.,0,0 days 00:10:40.000000000,18,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Robbiew1998,Hibernian F.C.,0,7,Hibernian F.C.,0,0 days 00:02:32.000000000,18,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Robbiew1998,Hibernian F.C.,0,8,Hibernian F.C.,0,0 days 00:03:34.000000000,18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
WangsDaringsFun,Monbahus,0,10,Walmarting,0,0 days 00:02:37.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WangsDaringsFun,Walmarting,0,11,David Brainerd Christian School,0,0 days 00:01:06.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WangsDaringsFun,David Brainerd Christian School,0,12,List of programs broadcast by Nicktoons,0,0 days 01:02:35.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WangsDaringsFun,List of programs broadcast by Nicktoons,0,13,List of programs broadcast by Nicktoons,0,0 days 00:00:46.000000000,5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
WangsDaringsFun,List of programs broadcast by Nicktoons,0,14,Kim Clijsters career statistics,0,0 days 00:01:22.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WangsDaringsFun,Kim Clijsters career statistics,0,15,User talk:WangsDaringsFun,1,0 days 22:54:22.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WangsDaringsFun,User talk:WangsDaringsFun,1,16,User talk:WangsDaringsFun,1,1 days 01:18:01.000000000,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
WangsDaringsFun,User talk:WangsDaringsFun,1,17,List of programs broadcast by Nicktoons,0,1 days 00:08:47.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WangsDaringsFun,List of programs broadcast by Nicktoons,0,18,List of programs broadcast by Nicktoons,0,0 days 00:03:42.000000000,5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
WangsDaringsFun,List of programs broadcast by Nicktoons,0,19,James Scudamore (veterinarian),0,0 days 00:02:39.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WangsDaringsFun,James Scudamore (veterinarian),0,20,Shuriken,0,0 days 00:02:24.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WangsDaringsFun,Shuriken,0,21,Shuriken School,0,0 days 00:01:25.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WangsDaringsFun,Shuriken School,0,22,Too Much on My Heart,0,0 days 00:02:06.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WangsDaringsFun,Too Much on My Heart,0,23,Mazibaleh-ye Sofla,0,0 days 00:01:41.000000000,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WangsDaringsFun,Mazibaleh-ye Sofla,0,24,Mazibaleh-ye Sofla,0,0 days 00:00:58.000000000,6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
WangsDaringsFun,Mazibaleh-ye Sofla,0,25,Mazibaleh-ye Sofla,0,0 days 00:01:01.000000000,6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
WangsDaringsFun,Mazibaleh-ye Sofla,0,26,Skyland,0,0 days 00:01:17.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WangsDaringsFun,Skyland,0,27,List of programs broadcast by Nickelodeon,0,0 days 00:10:28.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WangsDaringsFun,List of programs broadcast by Nickelodeon,0,28,List of programs broadcast by Nickelodeon,0,0 days 00:02:38.000000000,11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
WangsDaringsFun,List of programs broadcast by Nickelodeon,0,29,Lesli Kay,0,0 days 00:04:31.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WangsDaringsFun,Lesli Kay,0,30,Lecidella,0,0 days 00:03:36.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WangsDaringsFun,Lecidella,0,31,Antoniówka Świerżowska,0,0 days 00:01:42.000000000,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WangsDaringsFun,Antoniówka Świerżowska,0,32,All Grown Up!,0,0 days 00:05:49.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WangsDaringsFun,All Grown Up!,0,33,Mobile Campaign Union order of battle,0,0 days 00:04:04.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WangsDaringsFun,Mobile Campaign Union order of battle,0,34,Legally dead,0,0 days 00:00:36.000000000,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WangsDaringsFun,Legally dead,0,35,Medical definition of death,0,0 days 00:02:47.000000000,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WangsDaringsFun,Medical definition of death,0,36,Medical definition of death,0,0 days 00:00:34.000000000,9,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
WangsDaringsFun,Medical definition of death,0,37,Medical definition of death,0,0 days 00:00:25.000000000,9,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
WangsDaringsFun,Medical definition of death,0,38,The X's,0,0 days 00:00:38.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WangsDaringsFun,The X's,0,39,Erich Meier,0,0 days 00:13:05.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WangsDaringsFun,Erich Meier,0,40,The Adventures of Jimmy Neutron: Boy Genius,1,0 days 00:06:44.000000000,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WangsDaringsFun,The Adventures of Jimmy Neutron: Boy Genius,1,41,The Adventures of Jimmy Neutron: Boy Genius,1,0 days 00:02:29.000000000,18,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
WangsDaringsFun,The Adventures of Jimmy Neutron: Boy Genius,1,42,Rajah (dog),0,0 days 00:38:00.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WangsDaringsFun,Rajah (dog),0,43,Aaron North,0,0 days 00:08:42.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
