username1,pagetitle1,meta1,counter,pagetitle2,meta2,timedifference,commoncategories,crmf,crms,crmv,crnf,crns,crnv,crf_crv,ntus
Provingaccout,Lightning,0,0,Lightning,0,0 days 00:04:32.000000000,17,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Provingaccout,Lightning,0,1,Lightning,0,0 days 00:04:32.000000000,17,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Latitud,Ja Rule,0,3,Willow Smith,0,0 days 23:37:59.000000000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Latitud,Willow Smith,0,4,New Jack,0,0 days 00:11:27.000000000,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wwfraw1000,Eddie Guerrero,0,6,Eddie Guerrero,0,0 days 00:04:05.000000000,15,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Wwfraw1000,Eddie Guerrero,0,7,Elimination Chamber (2013),0,0 days 00:00:17.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wwfraw1000,Elimination Chamber (2013),0,8,Elimination Chamber (2013),0,0 days 00:05:56.000000000,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Wwfraw1000,Elimination Chamber (2013),0,9,Eddie Guerrero,0,0 days 00:05:22.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wwfraw1000,Eddie Guerrero,0,10,Eddie Guerrero,0,0 days 00:01:20.000000000,15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Wwfraw1000,Eddie Guerrero,0,11,Eddie Guerrero,0,0 days 19:48:37.000000000,15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
FizWitt,Toby Turner,0,13,Obi-Wan Kenobi,0,0 days 00:05:42.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FizWitt,Obi-Wan Kenobi,0,14,Mace Windu,0,0 days 02:55:29.000000000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FizWitt,Mace Windu,0,15,Obi-Wan Kenobi,0,0 days 00:03:54.000000000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FizWitt,Obi-Wan Kenobi,0,16,User:FizWitt/sandbox,1,0 days 00:03:23.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FizWitt,User:FizWitt/sandbox,1,17,Obi-Wan Kenobi,0,0 days 00:02:04.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FizWitt,Obi-Wan Kenobi,0,18,Mace Windu,0,0 days 02:02:40.000000000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FizWitt,Mace Windu,0,19,Obi-Wan Kenobi,0,0 days 00:02:29.000000000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FizWitt,Obi-Wan Kenobi,0,20,Obi-Wan Kenobi,0,0 days 00:00:47.000000000,13,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
FizWitt,Obi-Wan Kenobi,0,21,Obi-Wan Kenobi,0,0 days 00:01:17.000000000,13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Hehegeko,Cantaloupe,0,23,Cantaloupe,0,0 days 00:00:25.000000000,7,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Hehegeko,Cantaloupe,0,24,Doubt,0,0 days 00:02:53.000000000,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huhu25,Quadrillion,0,26,Dublin,0,0 days 00:08:06.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huhu25,Dublin,0,27,Dublin,0,0 days 00:02:45.000000000,33,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Huhu25,Dublin,0,28,Ballymun,0,0 days 00:03:05.000000000,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huhu25,Ballymun,0,29,Dunsink,0,0 days 00:01:51.000000000,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huhu25,Dunsink,0,30,Iarnród Éireann,0,0 days 00:12:17.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huhu25,Iarnród Éireann,0,31,Missile,0,0 days 00:04:06.000000000,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huhu25,Missile,0,32,IOS,0,0 days 00:07:27.000000000,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huhu25,IOS,0,33,Northrop Grumman B-2 Spirit,0,0 days 00:19:49.000000000,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huhu25,Northrop Grumman B-2 Spirit,0,34,Ballyfermot,0,0 days 00:02:01.000000000,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huhu25,Ballyfermot,0,35,Beats Electronics,0,0 days 01:19:38.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XJowett96,St Catherine's Catholic High School,0,37,User:XJowett96/sandbox,1,0 days 00:03:00.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
