counter,crnf
51,1
147,1
150,1
163,1
166,1
167,1
174,1
178,1
180,1
211,1
213,1
245,1
249,1
272,1
293,1
294,1
297,1
356,1
358,1
360,1
364,1
368,1
379,1
413,1
423,1
432,1
433,1
456,1
464,1
472,1
476,1
479,1
487,1
494,1
498,1
508,1
515,1
521,1
533,1
550,1
552,1
558,1
559,1
583,1
610,1
612,1
613,1
615,1
660,1
662,1
664,1
665,1
672,1
685,1
690,1
691,1
720,1
751,1
752,1
797,1
800,1
804,1
836,1
865,1
868,1
870,1
974,1
1064,1
1066,1
1072,1
1076,1
1077,1
1088,1
1127,1
1133,1
1137,1
1176,1
1179,1
1202,1
1246,1
1264,1
1265,1
1269,1
1271,1
1272,1
1273,1
1292,1
1298,1
1309,1
1312,1
1317,1
1320,1
1355,1
1357,1
1358,1
1359,1
1360,1
1362,1
1369,1
1376,1
1380,1
1439,1
1444,1
1445,1
1451,1
1456,1
1459,1
1465,1
1482,1
1483,1
1488,1
1493,1
1494,1
1496,1
1501,1
1512,1
1513,1
1519,1
1520,1
1524,1
1536,1
1541,1
1543,1
1576,1
1600,1
1656,1
1725,1
1765,1
1769,1
1784,1
1789,1
1846,1
1867,1
1892,1
1893,1
1894,1
1930,1
2047,1
2164,1
2166,1
2178,1
2182,1
2209,1
2211,1
2316,1
2317,1
2362,1
2388,1
2402,1
2403,1
2463,1
2471,1
2552,1
2556,1
2576,1
2580,1
2593,1
2599,1
2774,1
2866,1
2867,1
2885,1
2889,1
2892,1
2907,1
2909,1
2915,1
2952,1
2963,1
2964,1
2966,1
2967,1
2969,1
2970,1
2975,1
2985,1
3041,1
3043,1
3044,1
3045,1
3046,1
3048,1
3051,1
3066,1
3072,1
3078,1
3082,1
3112,1
3114,1
3133,1
3148,1
3161,1
3174,1
3179,1
3222,1
3267,1
3274,1
3394,1
3404,1
3412,1
3422,1
3465,1
3476,1
3486,1
3567,1
3568,1
3582,1
3614,1
3699,1
3700,1
3701,1
3702,1
3737,1
3761,1
3771,1
3853,1
3859,1
3864,1
3869,1
3893,1
3895,1
3897,1
3911,1
3931,1
3939,1
3962,1
3968,1
3969,1
3971,1
3972,1
3974,1
3993,1
4028,1
4108,1
4109,1
4165,1
4181,1
4182,1
4184,1
4227,1
4267,1
4279,1
4302,1
4303,1
4313,1
4319,1
4347,1
4366,1
4369,1
4388,1
4413,1
4414,1
4417,1
4419,1
4507,1
4512,1
4521,1
4544,1
4562,1
4569,1
4570,1
4577,1
4647,1
4664,1
4678,1
4679,1
4696,1
4734,1
4736,1
4749,1
4751,1
4753,1
4759,1
4771,1
4772,1
4776,1
4779,1
4782,1
4808,1
4810,1
4835,1
4836,1
4878,1
4886,1
4887,1
4888,1
4894,1
4902,1
4903,1
4912,1
4913,1
4930,1
4938,1
4939,1
4947,1
4964,1
4969,1
4970,1
4978,1
4979,1
4981,1
4988,1
4989,1
4993,1
5006,1
5011,1
5035,1
5039,1
5066,1
5144,1
5147,1
5148,1
5190,1
5192,1
5202,1
5205,1
5210,1
5215,1
5216,1
5219,1
5221,1
5222,1
5226,1
5227,1
5236,1
5252,1
5263,1
5267,1
5285,1
5286,1
5297,1
5313,1
5316,1
5318,1
5322,1
5353,1
5358,1
5359,1
5360,1
5365,1
5368,1
5370,1
5373,1
5381,1
5405,1
5415,1
5418,1
5419,1
5428,1
5437,1
5438,1
5443,1
5465,1
5474,1
5476,1
5517,1
5532,1
5533,1
5534,1
5536,1
5542,1
5552,1
5558,1
5561,1
5588,1
5602,1
5607,1
5632,1
5646,1
5686,1
5688,1
5692,1
5693,1
5699,1
5700,1
5705,1
5706,1
5708,1
5711,1
5717,1
5720,1
5721,1
5722,1
5723,1
5726,1
5729,1
5731,1
5732,1
5745,1
5750,1
5751,1
5752,1
5759,1
5762,1
5763,1
5765,1
5854,1
5856,1
5857,1
5859,1
5861,1
5891,1
5892,1
5894,1
5898,1
5902,1
5903,1
5905,1
5907,1
5910,1
5928,1
5930,1
5931,1
5932,1
5933,1
5935,1
5936,1
5938,1
5939,1
5941,1
5943,1
5944,1
5948,1
5949,1
5950,1
5957,1
5958,1
5964,1
5970,1
5971,1
5992,1
5993,1
5994,1
5995,1
5997,1
6020,1
6021,1
6025,1
6082,1
6084,1
6085,1
6087,1
6089,1
6091,1
6094,1
6095,1
6098,1
6163,1
6164,1
6165,1
6197,1
6385,1
6487,1
6604,1
6616,1
6654,1
6661,1
6663,1
6666,1
6667,1
6677,1
6679,1
6680,1
6685,1
6687,1
6690,1
6691,1
6692,1
6698,1
6701,1
6703,1
6706,1
6707,1
6708,1
6714,1
6724,1
6725,1
6780,1
6781,1
6790,1
6816,1
6867,1
6869,1
6887,1
6888,1
6890,1
6891,1
6894,1
6904,1
6906,1
6907,1
6909,1
7012,1
7018,1
7019,1
7024,1
7027,1
7028,1
7033,1
7034,1
7035,1
7037,1
7040,1
7054,1
7055,1
7057,1
7060,1
7063,1
7073,1
7074,1
7105,1
7108,1
7109,1
7115,1
7121,1
7122,1
7250,1
7309,1
7316,1
7317,1
7327,1
7329,1
7332,1
7333,1
7334,1
7336,1
7337,1
7339,1
7341,1
7342,1
7346,1
7349,1
7351,1
7352,1
7361,1
7364,1
7366,1
7367,1
7370,1
7383,1
7412,1
7426,1
7428,1
7433,1
7434,1
7440,1
7480,1
7488,1
7489,1
7491,1
7629,1
7631,1
7666,1
7809,1
7840,1
7881,1
7913,1
7938,1
7960,1
7975,1
8003,1
8005,1
8041,1
8046,1
8055,1
8060,1
8069,1
8078,1
8081,1
8098,1
8120,1
8142,1
8151,1
8158,1
8233,1
8237,1
8240,1
8248,1
8249,1
8256,1
8257,1
8258,1
8260,1
8261,1
8264,1
8267,1
8271,1
8272,1
8276,1
8277,1
8278,1
8280,1
8283,1
8284,1
8286,1
8290,1
8296,1
8297,1
8301,1
8302,1
8303,1
8304,1
8306,1
8310,1
8311,1
8316,1
8319,1
8322,1
8337,1
8342,1
8372,1
8373,1
8374,1
8379,1
8438,1
8439,1
8440,1
8441,1
8442,1
8443,1
8444,1
8446,1
8447,1
8449,1
8476,1
8482,1
8484,1
8485,1
8488,1
8493,1
8495,1
8498,1
8499,1
8500,1
8504,1
8510,1
8515,1
8517,1
8518,1
8520,1
8523,1
8524,1
8533,1
8552,1
8553,1
8554,1
8568,1
8570,1
8575,1
8589,1
8594,1
8601,1
8606,1
8608,1
8622,1
8624,1
8634,1
8642,1
8654,1
8659,1
8662,1
8676,1
8694,1
8697,1
8701,1
8703,1
8715,1
8731,1
8732,1
8741,1
8742,1
8745,1
8752,1
8772,1
8784,1
8786,1
8789,1
8801,1
8806,1
8810,1
8849,1
8850,1
8867,1
8869,1
8875,1
8902,1
8904,1
8928,1
8937,1
8956,1
8963,1
8980,1
8997,1
8998,1
9014,1
9015,1
9016,1
9023,1
9042,1
9061,1
9062,1
9067,1
9068,1
9078,1
9080,1
9085,1
9102,1
9103,1
9109,1
9111,1
9121,1
9122,1
9172,1
9182,1
9183,1
9184,1
9189,1
9191,1
9192,1
9195,1
9196,1
9197,1
9199,1
9205,1
9208,1
9210,1
9211,1
9212,1
9222,1
9244,1
9269,1
9306,1
9328,1
9334,1
9336,1
9337,1
9341,1
9342,1
9344,1
9346,1
9353,1
9356,1
9361,1
9363,1
9364,1
9367,1
9369,1
9370,1
9371,1
9372,1
9374,1
9378,1
9381,1
9386,1
9388,1
9393,1
9394,1
9444,1
9445,1
9447,1
9449,1
9450,1
9468,1
9470,1
9471,1
9472,1
9473,1
9474,1
9475,1
9477,1
9478,1
9480,1
9484,1
9492,1
9496,1
9497,1
9499,1
9500,1
9501,1
9510,1
9511,1
9513,1
9516,1
9522,1
9533,1
9536,1
9537,1
9541,1
9550,1
9557,1
9658,1
9689,1
9692,1
9696,1
9748,1
9766,1
9767,1
9772,1
9773,1
9778,1
9813,1
9814,1
9893,1
9894,1
9899,1
9900,1
9922,1
9928,1
9930,1
9935,1
9936,1
9937,1
9938,1
9940,1
9951,1
9952,1
9954,1
9955,1
9957,1
9960,1
9964,1
9965,1
9982,1
9984,1
9985,1
9986,1
9988,1
9989,1
9994,1
9996,1
9997,1
10007,1
10011,1
10013,1
10018,1
10020,1
10030,1
10031,1
10032,1
10037,1
10046,1
10047,1
10052,1
10055,1
10072,1
10073,1
10076,1
10077,1
10078,1
10085,1
10107,1
10108,1
10109,1
10113,1
10115,1
10116,1
10121,1
10123,1
10125,1
10127,1
10128,1
10129,1
10132,1
10134,1
10143,1
10146,1
10150,1
10153,1
10157,1
10158,1
10161,1
10163,1
10164,1
10168,1
10189,1
10190,1
10191,1
10194,1
10322,1
10325,1
10332,1
10341,1
10342,1
10351,1
10363,1
10364,1
10366,1
10367,1
10372,1
10387,1
10396,1
10408,1
10409,1
10411,1
10416,1
10418,1
10428,1
10435,1
10439,1
10443,1
10444,1
10481,1
10482,1
10499,1
10515,1
10521,1
10523,1
10530,1
10541,1
10588,1
10604,1
10671,1
10702,1
10703,1
10723,1
10760,1
10767,1
10846,1
10947,1
10948,1
10960,1
10975,1
11008,1
11009,1
11111,1
11116,1
11119,1
11120,1
11191,1
11192,1
11193,1
11196,1
11197,1
11200,1
11206,1
11211,1
11248,1
11254,1
11255,1
11256,1
11319,1
11332,1
11334,1
11338,1
11339,1
11341,1
11366,1
11416,1
11418,1
11419,1
11464,1
11552,1
11553,1
11554,1
11560,1
11567,1
11568,1
11569,1
11570,1
11575,1
11599,1
11602,1
11605,1
11607,1
11620,1
11622,1
11626,1
11627,1
11629,1
11630,1
11637,1
11646,1
11654,1
11655,1
11657,1
11659,1
11667,1
11675,1
11677,1
11681,1
11687,1
11688,1
11697,1
11699,1
11711,1
11716,1
11719,1
11723,1
11726,1
11731,1
11733,1
11745,1
11746,1
11749,1
11758,1
11765,1
11770,1
11774,1
11775,1
11839,1
11848,1
11849,1
11850,1
11855,1
11856,1
11862,1
11864,1
11865,1
11866,1
11867,1
11889,1
11890,1
11893,1
11896,1
11897,1
11899,1
11900,1
11903,1
11904,1
11906,1
11908,1
11914,1
11915,1
11917,1
11918,1
11920,1
11923,1
11924,1
11927,1
11929,1
11931,1
11934,1
11935,1
11936,1
11938,1
11941,1
11944,1
11950,1
11951,1
11954,1
11956,1
11958,1
11959,1
11961,1
11973,1
11974,1
11976,1
11977,1
11979,1
11985,1
11987,1
12015,1
12020,1
12027,1
12029,1
12035,1
12036,1
12041,1
12046,1
12051,1
12052,1
12053,1
12059,1
12068,1
12074,1
12075,1
12077,1
12082,1
12089,1
12090,1
12098,1
12099,1
12112,1
12114,1
12115,1
12130,1
12131,1
12132,1
12135,1
12136,1
12137,1
12139,1
12140,1
12141,1
12143,1
12145,1
12146,1
12147,1
12148,1
12149,1
12151,1
12153,1
12157,1
12160,1
12180,1
12183,1
12184,1
12185,1
12204,1
12226,1
12235,1
12241,1
12247,1
12256,1
12267,1
12298,1
12302,1
12318,1
12319,1
12334,1
12360,1
12379,1
12407,1
12413,1
12421,1
