counter,crnf
8,1
10,1
11,1
12,1
37,1
49,1
59,1
68,1
73,1
77,1
91,1
92,1
97,1
105,1
109,1
123,1
142,1
143,1
147,1
148,1
149,1
170,1
185,1
198,1
202,1
203,1
261,1
264,1
266,1
275,1
278,1
282,1
286,1
326,1
328,1
345,1
347,1
352,1
372,1
383,1
407,1
444,1
446,1
449,1
459,1
474,1
486,1
488,1
490,1
505,1
517,1
535,1
538,1
556,1
559,1
561,1
575,1
586,1
610,1
615,1
621,1
622,1
629,1
630,1
633,1
634,1
654,1
661,1
683,1
691,1
694,1
720,1
722,1
723,1
725,1
726,1
730,1
731,1
737,1
745,1
747,1
753,1
754,1
785,1
788,1
789,1
801,1
817,1
832,1
848,1
849,1
851,1
853,1
854,1
856,1
866,1
887,1
897,1
904,1
906,1
964,1
970,1
974,1
977,1
1005,1
1007,1
1011,1
1013,1
1018,1
1020,1
1021,1
1049,1
1064,1
1065,1
1069,1
1070,1
1093,1
1095,1
1097,1
1101,1
1112,1
1113,1
1128,1
1134,1
1135,1
1136,1
1138,1
1215,1
1218,1
1221,1
1222,1
1224,1
1230,1
1239,1
1240,1
1278,1
1300,1
1350,1
1354,1
1359,1
1362,1
1364,1
1419,1
1420,1
1422,1
1447,1
1475,1
1479,1
1484,1
1491,1
1493,1
1498,1
1501,1
1505,1
1517,1
1525,1
1531,1
1538,1
1549,1
1553,1
1559,1
1568,1
1575,1
1576,1
1580,1
1586,1
1587,1
1601,1
1620,1
1627,1
1639,1
1666,1
1675,1
1692,1
1701,1
1702,1
1709,1
1717,1
1723,1
1744,1
1746,1
1757,1
1761,1
1764,1
1769,1
1808,1
1812,1
1821,1
1825,1
1842,1
1843,1
1858,1
1860,1
1878,1
1889,1
1891,1
1896,1
1897,1
1898,1
1902,1
1912,1
1920,1
1922,1
1923,1
1925,1
1932,1
1953,1
1958,1
1962,1
1967,1
1971,1
1972,1
1973,1
1977,1
1996,1
2003,1
2013,1
2016,1
2018,1
2032,1
2054,1
2075,1
2078,1
2086,1
2097,1
2104,1
2145,1
2146,1
2147,1
2162,1
2176,1
2229,1
2230,1
2235,1
2245,1
2248,1
2250,1
2257,1
2285,1
2291,1
2306,1
2317,1
2336,1
2338,1
2341,1
2342,1
2343,1
2346,1
2349,1
2367,1
2368,1
2386,1
2401,1
2405,1
