counter,crnf
5,1
17,1
21,1
22,1
27,1
29,1
42,1
49,1
50,1
51,1
91,1
110,1
111,1
123,1
153,1
154,1
158,1
186,1
208,1
233,1
238,1
285,1
288,1
297,1
299,1
306,1
338,1
339,1
344,1
385,1
388,1
389,1
390,1
393,1
394,1
405,1
406,1
409,1
413,1
414,1
417,1
420,1
424,1
425,1
427,1
442,1
444,1
451,1
455,1
466,1
482,1
484,1
485,1
503,1
505,1
519,1
527,1
529,1
530,1
531,1
548,1
549,1
566,1
569,1
576,1
628,1
629,1
630,1
665,1
667,1
682,1
693,1
722,1
727,1
729,1
733,1
736,1
741,1
747,1
748,1
768,1
772,1
811,1
815,1
817,1
821,1
822,1
823,1
825,1
855,1
856,1
864,1
869,1
872,1
885,1
886,1
972,1
982,1
1061,1
1082,1
1092,1
1099,1
1105,1
1107,1
1111,1
1112,1
1126,1
1156,1
1173,1
1174,1
1192,1
1209,1
1215,1
1216,1
1226,1
1228,1
1237,1
1239,1
1252,1
1258,1
1289,1
1320,1
1325,1
1341,1
1345,1
1348,1
1352,1
1360,1
1377,1
1378,1
1379,1
1388,1
1408,1
1411,1
1428,1
1436,1
1460,1
1497,1
1501,1
1504,1
1508,1
1509,1
1510,1
1512,1
1532,1
1572,1
1573,1
1584,1
1599,1
1602,1
1624,1
1626,1
1629,1
1654,1
1661,1
1668,1
1688,1
1690,1
1694,1
1695,1
1696,1
1710,1
1782,1
1836,1
1837,1
1854,1
1869,1
1899,1
1951,1
1961,1
1966,1
1967,1
1971,1
1977,1
2004,1
2037,1
2038,1
2043,1
2060,1
2082,1
2089,1
2100,1
2106,1
2112,1
2120,1
2146,1
2149,1
2154,1
2155,1
2185,1
2188,1
2198,1
2199,1
2211,1
2228,1
2246,1
2258,1
2264,1
2273,1
2298,1
2301,1
2302,1
2308,1
2309,1
2311,1
2312,1
2323,1
2334,1
2361,1
2390,1
2404,1
2426,1
2427,1
2430,1
2448,1
2476,1
2516,1
2518,1
2519,1
2520,1
2565,1
2567,1
2569,1
2570,1
2576,1
2577,1
2593,1
2594,1
2617,1
2618,1
2629,1
2650,1
2689,1
2690,1
2697,1
2698,1
2699,1
2707,1
2714,1
2716,1
2762,1
2765,1
2767,1
2779,1
2792,1
2793,1
2812,1
2814,1
2818,1
2823,1
2825,1
2827,1
2840,1
2865,1
2882,1
2890,1
2911,1
2912,1
2934,1
2950,1
2956,1
2966,1
2976,1
3006,1
3021,1
3027,1
3030,1
3044,1
3045,1
3046,1
3047,1
3048,1
3053,1
3062,1
3068,1
3089,1
3091,1
3092,1
3116,1
3117,1
3119,1
3123,1
3125,1
3126,1
3127,1
3151,1
3158,1
3177,1
3179,1
3192,1
3229,1
3241,1
3243,1
3265,1
3292,1
3321,1
3323,1
3327,1
3328,1
3334,1
3339,1
3371,1
3375,1
3382,1
3390,1
3391,1
3392,1
3395,1
3407,1
3411,1
3412,1
3414,1
3415,1
3450,1
3457,1
3459,1
3462,1
3480,1
3485,1
3491,1
3498,1
3506,1
3543,1
3544,1
3545,1
3587,1
3588,1
3589,1
3594,1
3608,1
3625,1
3626,1
3629,1
3640,1
3645,1
3655,1
3658,1
3659,1
3666,1
3667,1
3686,1
3697,1
3702,1
3709,1
3721,1
3726,1
3728,1
3729,1
3749,1
3750,1
3769,1
3771,1
3772,1
3784,1
3786,1
3790,1
3794,1
3805,1
3807,1
3821,1
3841,1
3843,1
3846,1
3849,1
3855,1
3857,1
3861,1
3863,1
3865,1
3869,1
3876,1
3890,1
3905,1
3914,1
3917,1
3933,1
3943,1
3951,1
3958,1
3962,1
3988,1
3989,1
4000,1
4011,1
4043,1
4082,1
4090,1
4143,1
4172,1
4179,1
4203,1
4205,1
4221,1
4222,1
4266,1
4282,1
4284,1
4285,1
4290,1
4294,1
4313,1
4356,1
4387,1
4411,1
4417,1
4473,1
4483,1
4499,1
4506,1
4519,1
4527,1
4535,1
4537,1
4543,1
4586,1
4594,1
4595,1
4632,1
4651,1
4658,1
4664,1
4665,1
4672,1
4673,1
4693,1
4698,1
4704,1
4716,1
4719,1
4722,1
4723,1
4729,1
4730,1
4755,1
4795,1
4808,1
4817,1
4827,1
4829,1
4837,1
4850,1
4891,1
4906,1
4920,1
4923,1
4924,1
4937,1
4940,1
4941,1
4943,1
4945,1
4952,1
4981,1
4993,1
5001,1
5003,1
5005,1
5017,1
5020,1
5023,1
5028,1
5038,1
5103,1
5117,1
5118,1
5123,1
5132,1
5141,1
5142,1
5154,1
5191,1
5192,1
5202,1
5203,1
5205,1
5206,1
5208,1
5213,1
5218,1
5239,1
5240,1
5247,1
5251,1
5258,1
5261,1
5262,1
5277,1
5279,1
5301,1
5350,1
5353,1
5358,1
5373,1
5375,1
5380,1
5423,1
5430,1
5433,1
5439,1
5454,1
5455,1
5467,1
5489,1
5490,1
5498,1
5509,1
5510,1
5539,1
5543,1
5548,1
5565,1
5568,1
5570,1
5586,1
5600,1
5609,1
5616,1
5617,1
5621,1
5627,1
5632,1
5669,1
5670,1
5671,1
5672,1
5673,1
5726,1
5739,1
5742,1
5773,1
5775,1
5788,1
5789,1
5794,1
5812,1
5822,1
5826,1
5829,1
5838,1
5839,1
5851,1
5859,1
5912,1
5917,1
5927,1
5930,1
5938,1
5940,1
5941,1
5945,1
6024,1
6044,1
6046,1
6047,1
6050,1
6051,1
6065,1
6077,1
6096,1
6127,1
6152,1
6158,1
6159,1
6162,1
6211,1
6222,1
6260,1
6276,1
6279,1
6281,1
6282,1
6283,1
6288,1
6291,1
6293,1
6294,1
6330,1
6331,1
6352,1
6365,1
6391,1
6415,1
6431,1
6456,1
6463,1
6464,1
6486,1
6491,1
6494,1
6496,1
6497,1
6516,1
6526,1
6555,1
6566,1
6571,1
6584,1
6586,1
6593,1
6628,1
6659,1
6663,1
6669,1
6670,1
6676,1
6681,1
6771,1
6772,1
6817,1
6818,1
6829,1
6830,1
6841,1
6863,1
6865,1
6868,1
6874,1
6885,1
6901,1
6925,1
6953,1
6971,1
6972,1
6973,1
6974,1
6980,1
6987,1
7011,1
7012,1
7015,1
7025,1
7028,1
7285,1
7298,1
7339,1
7340,1
7348,1
7384,1
7387,1
7393,1
7396,1
7401,1
7402,1
7408,1
7414,1
7425,1
7434,1
7438,1
7459,1
7460,1
7466,1
7473,1
7481,1
7491,1
7496,1
7506,1
7612,1
7613,1
7614,1
7639,1
7642,1
7647,1
7653,1
7655,1
7677,1
7688,1
7703,1
7704,1
7714,1
7716,1
7718,1
7726,1
7732,1
7733,1
7734,1
7750,1
7793,1
7805,1
7808,1
7813,1
7835,1
7891,1
7896,1
7916,1
7932,1
7936,1
7937,1
7940,1
7944,1
7947,1
7949,1
7953,1
7957,1
7964,1
8003,1
8017,1
8018,1
8055,1
8058,1
8059,1
8060,1
8064,1
8065,1
8066,1
8071,1
8099,1
8108,1
8121,1
8127,1
8134,1
8142,1
8143,1
8144,1
8155,1
8182,1
8185,1
8187,1
8188,1
8189,1
8190,1
8214,1
8217,1
