counter,crnf
8,1
15,1
31,1
34,1
38,1
43,1
50,1
51,1
56,1
57,1
58,1
59,1
60,1
62,1
74,1
79,1
90,1
96,1
97,1
98,1
99,1
100,1
101,1
103,1
106,1
109,1
114,1
130,1
131,1
134,1
138,1
146,1
148,1
155,1
161,1
163,1
166,1
172,1
176,1
183,1
185,1
186,1
189,1
190,1
192,1
196,1
210,1
211,1
216,1
219,1
220,1
232,1
243,1
251,1
275,1
360,1
361,1
362,1
365,1
366,1
367,1
370,1
394,1
397,1
403,1
412,1
430,1
433,1
437,1
600,1
616,1
618,1
644,1
647,1
650,1
651,1
659,1
660,1
661,1
662,1
665,1
666,1
668,1
818,1
824,1
966,1
969,1
974,1
975,1
1040,1
1046,1
1047,1
1060,1
1081,1
1117,1
1118,1
1120,1
1123,1
1155,1
1265,1
1266,1
1327,1
1369,1
1371,1
1389,1
1400,1
1402,1
1408,1
1450,1
1566,1
1568,1
1571,1
1575,1
1577,1
1578,1
1583,1
1586,1
1588,1
1591,1
1615,1
1620,1
1651,1
1780,1
1839,1
1841,1
1854,1
1857,1
1888,1
1902,1
1907,1
1911,1
1917,1
1922,1
1923,1
1933,1
1938,1
1961,1
2063,1
2064,1
2070,1
2103,1
2114,1
2129,1
2225,1
2242,1
2253,1
2307,1
2312,1
2314,1
2315,1
2319,1
2320,1
2321,1
2324,1
2328,1
2329,1
2330,1
2332,1
2335,1
2340,1
2359,1
2430,1
2434,1
2435,1
2439,1
2440,1
2441,1
2445,1
2447,1
2451,1
2453,1
2454,1
2457,1
2458,1
2461,1
2463,1
2469,1
2470,1
2473,1
2476,1
2477,1
2478,1
2480,1
2481,1
2484,1
2487,1
2491,1
2493,1
2496,1
2538,1
2557,1
2700,1
2702,1
2735,1
2741,1
2744,1
2770,1
2783,1
2785,1
2789,1
2809,1
2825,1
2831,1
2837,1
2842,1
2843,1
2863,1
2915,1
2916,1
3004,1
3012,1
3026,1
3027,1
3028,1
3034,1
3057,1
3058,1
3059,1
3060,1
3067,1
3095,1
3096,1
3397,1
3401,1
3405,1
3419,1
3420,1
3421,1
3429,1
3456,1
3457,1
3461,1
3466,1
3499,1
3558,1
3565,1
3569,1
3573,1
3575,1
3583,1
3584,1
3585,1
3591,1
3606,1
3626,1
3653,1
3654,1
3655,1
3660,1
3661,1
3673,1
3677,1
3687,1
3690,1
3693,1
3707,1
3739,1
3742,1
3744,1
3745,1
3760,1
3761,1
3764,1
3765,1
3778,1
3880,1
3882,1
3886,1
3888,1
3889,1
3895,1
3896,1
3899,1
3900,1
3906,1
3907,1
3909,1
3911,1
3914,1
3915,1
3916,1
4130,1
4135,1
4136,1
4137,1
4178,1
4183,1
4190,1
4192,1
4208,1
4211,1
4215,1
4218,1
4224,1
4225,1
4226,1
4229,1
4232,1
4234,1
4235,1
4237,1
4239,1
4240,1
4241,1
