counter,crnf
1,1
2,1
4,1
16,1
18,1
25,1
28,1
29,1
30,1
36,1
37,1
39,1
40,1
41,1
47,1
51,1
53,1
54,1
60,1
62,1
63,1
64,1
65,1
69,1
73,1
74,1
75,1
80,1
82,1
87,1
92,1
104,1
105,1
106,1
114,1
116,1
126,1
128,1
129,1
130,1
132,1
135,1
141,1
172,1
173,1
178,1
180,1
183,1
204,1
224,1
228,1
241,1
248,1
249,1
250,1
252,1
272,1
309,1
311,1
334,1
345,1
363,1
365,1
379,1
399,1
401,1
404,1
408,1
421,1
432,1
433,1
434,1
436,1
437,1
439,1
473,1
501,1
502,1
503,1
515,1
521,1
525,1
529,1
530,1
535,1
540,1
541,1
553,1
563,1
579,1
580,1
593,1
595,1
603,1
630,1
633,1
635,1
636,1
649,1
650,1
651,1
654,1
669,1
764,1
785,1
795,1
796,1
814,1
818,1
824,1
861,1
912,1
914,1
915,1
920,1
932,1
938,1
945,1
947,1
948,1
974,1
975,1
984,1
1033,1
1034,1
1040,1
1041,1
1042,1
1070,1
1075,1
1095,1
1099,1
1114,1
1124,1
1125,1
1138,1
1174,1
1181,1
1183,1
1205,1
1207,1
1208,1
1211,1
1216,1
1226,1
1235,1
1269,1
1276,1
1277,1
1281,1
1287,1
1305,1
1308,1
1310,1
1311,1
1324,1
1336,1
1341,1
1371,1
1372,1
1380,1
1397,1
1429,1
1433,1
1437,1
1438,1
1478,1
1507,1
1512,1
1516,1
1517,1
1547,1
1548,1
1552,1
1560,1
1569,1
1574,1
1580,1
1604,1
1612,1
1639,1
1640,1
1641,1
1642,1
1646,1
1650,1
1691,1
1742,1
1750,1
1788,1
1802,1
1803,1
1827,1
1851,1
1879,1
1880,1
1887,1
1889,1
1909,1
1914,1
1920,1
1931,1
1955,1
1973,1
1975,1
1987,1
1998,1
1999,1
2021,1
2024,1
2026,1
2032,1
2041,1
2042,1
2059,1
2107,1
2126,1
2167,1
2183,1
2188,1
2193,1
2211,1
2221,1
2224,1
2225,1
2230,1
2231,1
2234,1
2238,1
2239,1
2241,1
2245,1
2246,1
2247,1
2256,1
2264,1
2271,1
2294,1
2296,1
2297,1
2313,1
2322,1
2339,1
2350,1
2370,1
2395,1
2396,1
2397,1
2398,1
2402,1
2412,1
2444,1
2448,1
2454,1
2456,1
2461,1
2463,1
2481,1
2484,1
2499,1
2500,1
2501,1
2515,1
2518,1
2566,1
2567,1
2574,1
2592,1
2593,1
2606,1
2639,1
2668,1
2717,1
2718,1
2724,1
2749,1
2760,1
2761,1
2781,1
2794,1
2798,1
2800,1
2837,1
2884,1
2920,1
2921,1
2928,1
2947,1
2953,1
2957,1
2963,1
2974,1
2998,1
3001,1
3043,1
3046,1
3072,1
3075,1
3079,1
3080,1
3085,1
3108,1
3133,1
3165,1
3172,1
3188,1
3191,1
3193,1
3195,1
3213,1
3230,1
3232,1
3233,1
3276,1
3310,1
3327,1
3329,1
3338,1
3346,1
3347,1
3348,1
3350,1
3351,1
3358,1
3360,1
3361,1
3398,1
3399,1
3443,1
3502,1
3503,1
3506,1
3507,1
3519,1
3531,1
3532,1
3533,1
3549,1
3557,1
3558,1
3559,1
3612,1
3616,1
3617,1
3618,1
3629,1
3632,1
3637,1
3667,1
3668,1
3671,1
3672,1
3674,1
3688,1
3741,1
3742,1
3755,1
3756,1
3773,1
3787,1
3791,1
3792,1
3850,1
3884,1
3885,1
3888,1
3895,1
3917,1
3919,1
3949,1
3976,1
3980,1
3983,1
3994,1
4028,1
4035,1
4043,1
4053,1
4059,1
4078,1
4081,1
4097,1
4100,1
4109,1
4121,1
4122,1
4123,1
4124,1
4134,1
4151,1
4154,1
4155,1
4163,1
4186,1
4191,1
4194,1
4197,1
4200,1
4207,1
4209,1
4221,1
4222,1
4225,1
4226,1
4236,1
4238,1
4240,1
4244,1
4257,1
4266,1
4270,1
4272,1
4277,1
4288,1
4299,1
4328,1
4338,1
4375,1
4376,1
4377,1
4387,1
4388,1
4407,1
4420,1
4423,1
4460,1
4461,1
4466,1
4496,1
4503,1
4513,1
4527,1
4531,1
4532,1
4533,1
4563,1
4564,1
4565,1
4571,1
4576,1
4577,1
4582,1
4593,1
4597,1
4621,1
4679,1
4685,1
4722,1
4733,1
4740,1
4742,1
4759,1
4766,1
4768,1
4780,1
4781,1
4809,1
4897,1
4900,1
4956,1
4991,1
5070,1
5123,1
5129,1
5130,1
5131,1
5132,1
5151,1
5271,1
5272,1
5315,1
5338,1
5345,1
5369,1
5397,1
5425,1
5428,1
5429,1
5430,1
5431,1
5450,1
5482,1
5485,1
5487,1
5491,1
5493,1
5495,1
5499,1
5507,1
5511,1
5515,1
5522,1
5525,1
5539,1
5554,1
5577,1
5580,1
5585,1
5587,1
5593,1
5594,1
5602,1
5629,1
5645,1
5671,1
