counter,crnf
0,1
1,1
6,1
8,1
48,1
73,1
78,1
96,1
106,1
122,1
138,1
140,1
177,1
180,1
182,1
233,1
239,1
257,1
263,1
274,1
288,1
292,1
294,1
295,1
299,1
308,1
336,1
353,1
361,1
365,1
397,1
412,1
415,1
416,1
479,1
480,1
494,1
529,1
532,1
534,1
536,1
540,1
543,1
552,1
557,1
573,1
627,1
629,1
637,1
638,1
645,1
679,1
687,1
689,1
703,1
708,1
711,1
715,1
717,1
718,1
720,1
724,1
728,1
730,1
753,1
758,1
782,1
783,1
795,1
816,1
828,1
849,1
853,1
868,1
884,1
893,1
904,1
907,1
930,1
963,1
1004,1
1020,1
1027,1
1041,1
1044,1
1055,1
1062,1
1071,1
1072,1
1073,1
1078,1
1079,1
1090,1
1091,1
1109,1
1125,1
1151,1
1168,1
1171,1
1187,1
1190,1
1191,1
1202,1
1212,1
1214,1
1217,1
1220,1
1221,1
1222,1
1227,1
1245,1
1278,1
1322,1
1355,1
1362,1
1366,1
1367,1
1374,1
1395,1
1402,1
1448,1
1468,1
1481,1
1511,1
1541,1
1543,1
1545,1
1547,1
1560,1
1565,1
1570,1
1585,1
1586,1
1588,1
1589,1
1592,1
1617,1
1618,1
1688,1
1704,1
1706,1
1707,1
1709,1
1722,1
1727,1
1731,1
1755,1
1759,1
1771,1
1776,1
1788,1
1793,1
1799,1
1801,1
1812,1
1814,1
1829,1
1837,1
1838,1
1839,1
1845,1
1851,1
1852,1
1884,1
1885,1
1912,1
1913,1
1939,1
1952,1
1960,1
2001,1
2012,1
2023,1
2053,1
2054,1
2062,1
2065,1
2079,1
2099,1
2124,1
2176,1
2178,1
2186,1
2187,1
2250,1
2261,1
2272,1
2281,1
2294,1
2327,1
2344,1
2347,1
2360,1
2361,1
2362,1
2368,1
2372,1
2384,1
2387,1
2398,1
2401,1
2403,1
2413,1
2416,1
2417,1
2418,1
2460,1
2461,1
2464,1
2467,1
2479,1
2480,1
2491,1
2492,1
2504,1
2513,1
2532,1
2534,1
2535,1
2536,1
2539,1
2555,1
2556,1
2585,1
2587,1
2595,1
2605,1
2619,1
2624,1
2626,1
2639,1
2651,1
2680,1
2685,1
2689,1
2705,1
2712,1
2736,1
2755,1
2756,1
2759,1
2763,1
2764,1
2768,1
2774,1
2782,1
2785,1
2791,1
2799,1
2807,1
2851,1
2862,1
2869,1
2870,1
2876,1
2885,1
2896,1
2908,1
2909,1
2910,1
2926,1
2948,1
2959,1
2965,1
2966,1
2979,1
2985,1
2988,1
3072,1
3079,1
3104,1
3106,1
3107,1
3111,1
3115,1
3126,1
3151,1
3155,1
3161,1
3165,1
3167,1
3176,1
3186,1
3197,1
3198,1
3211,1
3234,1
3235,1
3259,1
3285,1
3287,1
3315,1
3316,1
3338,1
3345,1
3364,1
3374,1
3382,1
3387,1
3391,1
3395,1
3398,1
3404,1
3405,1
3408,1
3418,1
3491,1
3492,1
3524,1
3535,1
3536,1
3544,1
3580,1
3589,1
3597,1
3609,1
3622,1
3625,1
3681,1
3697,1
3700,1
3714,1
3717,1
3720,1
3728,1
3732,1
3734,1
3736,1
3747,1
3753,1
3760,1
3762,1
3767,1
3768,1
3772,1
3773,1
3774,1
3784,1
3786,1
3787,1
3797,1
3798,1
3799,1
3814,1
3819,1
3821,1
3844,1
3848,1
3887,1
3888,1
3903,1
3907,1
3910,1
3911,1
3941,1
3953,1
3958,1
3959,1
3961,1
3970,1
3972,1
3994,1
3995,1
4001,1
4029,1
4042,1
4059,1
4072,1
4088,1
4097,1
4103,1
4138,1
4150,1
4168,1
4192,1
4208,1
4227,1
4230,1
4232,1
4238,1
4240,1
4261,1
4264,1
4271,1
4319,1
4320,1
4321,1
4349,1
4363,1
4364,1
4370,1
4373,1
4383,1
4388,1
4389,1
4390,1
4401,1
4404,1
4416,1
4417,1
4449,1
4452,1
4456,1
4496,1
4504,1
4531,1
4561,1
4562,1
4565,1
4566,1
4567,1
4574,1
4592,1
4595,1
4605,1
4607,1
4608,1
4615,1
4620,1
4623,1
4638,1
4639,1
4664,1
4665,1
4674,1
4689,1
4690,1
4697,1
4699,1
4719,1
4724,1
4729,1
4739,1
4747,1
4755,1
4756,1
4759,1
4760,1
4780,1
4781,1
4787,1
4799,1
4804,1
4812,1
4854,1
4883,1
4887,1
4888,1
4891,1
4895,1
4897,1
4959,1
4967,1
4968,1
4973,1
4979,1
4980,1
4984,1
5010,1
5012,1
5026,1
5028,1
5034,1
5035,1
5048,1
5050,1
5058,1
5059,1
5095,1
5096,1
5104,1
5106,1
5114,1
5116,1
5117,1
5119,1
5120,1
5124,1
5140,1
5142,1
5191,1
5200,1
5201,1
5231,1
5234,1
5236,1
5253,1
5254,1
5255,1
5256,1
5257,1
5258,1
5260,1
5261,1
5262,1
5264,1
5265,1
5266,1
5269,1
5271,1
5272,1
5273,1
5277,1
5279,1
5280,1
5290,1
5291,1
5294,1
5329,1
5330,1
5341,1
5344,1
5354,1
5355,1
5361,1
5368,1
5372,1
5376,1
5390,1
5391,1
5392,1
5393,1
5398,1
5401,1
5402,1
5403,1
5404,1
5405,1
5406,1
5415,1
5423,1
5431,1
5432,1
5460,1
5461,1
5464,1
5465,1
5468,1
5497,1
5510,1
5511,1
5512,1
5610,1
5612,1
5615,1
5620,1
5621,1
5625,1
5632,1
5642,1
5645,1
5675,1
5684,1
5699,1
5700,1
5703,1
5707,1
5708,1
5713,1
5714,1
5722,1
5723,1
5731,1
5759,1
5762,1
5763,1
5767,1
5770,1
5790,1
5791,1
5796,1
5804,1
5807,1
5808,1
5812,1
5814,1
5820,1
5859,1
5865,1
5867,1
5931,1
5938,1
5939,1
5941,1
5942,1
5944,1
5945,1
5947,1
5951,1
5990,1
6000,1
6007,1
6010,1
6013,1
6016,1
6018,1
6030,1
6039,1
6057,1
6059,1
6060,1
6062,1
6063,1
6066,1
6071,1
6073,1
6077,1
6079,1
6080,1
6082,1
6085,1
6096,1
6101,1
6115,1
6137,1
6151,1
6154,1
6157,1
6160,1
6164,1
6191,1
6196,1
6199,1
6202,1
6236,1
6294,1
6310,1
6311,1
6313,1
6392,1
6400,1
6402,1
6414,1
6417,1
6425,1
6430,1
6431,1
6432,1
6443,1
6475,1
6514,1
6515,1
6551,1
6569,1
6575,1
6588,1
6605,1
6606,1
6620,1
6632,1
6634,1
6673,1
6676,1
6731,1
6733,1
6736,1
6738,1
6740,1
6745,1
6746,1
6747,1
6772,1
6774,1
6776,1
6782,1
6784,1
