counter,crnf
3,1
4,1
5,1
6,1
7,1
9,1
11,1
24,1
31,1
42,1
43,1
59,1
60,1
61,1
62,1
66,1
70,1
72,1
73,1
74,1
76,1
77,1
78,1
79,1
80,1
81,1
82,1
106,1
108,1
139,1
145,1
148,1
157,1
174,1
182,1
186,1
222,1
224,1
233,1
245,1
249,1
257,1
258,1
295,1
296,1
346,1
358,1
381,1
389,1
390,1
391,1
394,1
424,1
431,1
433,1
455,1
475,1
479,1
498,1
537,1
541,1
547,1
548,1
557,1
561,1
585,1
588,1
596,1
597,1
622,1
662,1
665,1
669,1
674,1
688,1
710,1
716,1
717,1
737,1
752,1
779,1
780,1
787,1
791,1
808,1
809,1
820,1
823,1
825,1
826,1
847,1
854,1
857,1
872,1
892,1
915,1
943,1
959,1
961,1
974,1
979,1
987,1
989,1
992,1
996,1
1002,1
1014,1
1017,1
1020,1
1021,1
1022,1
1024,1
1025,1
1027,1
1038,1
1039,1
1040,1
1049,1
1056,1
1060,1
1069,1
1075,1
1077,1
1087,1
1090,1
1094,1
1100,1
1101,1
1104,1
1148,1
1149,1
1155,1
1178,1
1179,1
1180,1
1187,1
1189,1
1255,1
1265,1
1267,1
1268,1
1274,1
1281,1
1291,1
1292,1
1311,1
1332,1
1334,1
1346,1
1347,1
1348,1
1349,1
1354,1
1355,1
1358,1
1361,1
1362,1
1363,1
1366,1
1377,1
1380,1
1385,1
1389,1
1392,1
1394,1
1402,1
1403,1
1406,1
1409,1
1410,1
1411,1
1415,1
1423,1
1425,1
1433,1
1438,1
1439,1
1444,1
1449,1
1465,1
1475,1
1478,1
1483,1
1505,1
1507,1
1508,1
1509,1
1510,1
1517,1
1518,1
1519,1
1522,1
1548,1
1555,1
1556,1
1557,1
1558,1
1560,1
1562,1
1591,1
1592,1
1594,1
1600,1
1629,1
1639,1
1675,1
1724,1
1729,1
1739,1
1752,1
1755,1
1797,1
1798,1
1810,1
1819,1
1822,1
1823,1
1868,1
1873,1
1875,1
1879,1
1883,1
1887,1
1909,1
1918,1
1965,1
1977,1
1978,1
1980,1
1981,1
1983,1
1987,1
1991,1
1998,1
2001,1
2002,1
2004,1
2010,1
2013,1
2017,1
2018,1
2020,1
2021,1
2022,1
2023,1
2024,1
2026,1
2036,1
2052,1
2086,1
2092,1
2097,1
2114,1
2152,1
2153,1
2157,1
2160,1
2161,1
2162,1
2165,1
2173,1
2223,1
2249,1
2261,1
2265,1
2266,1
2267,1
2316,1
2322,1
2324,1
2329,1
2333,1
2347,1
2357,1
2363,1
2447,1
2461,1
2465,1
2474,1
2475,1
2521,1
2522,1
2523,1
2527,1
2528,1
2537,1
2540,1
2559,1
2579,1
2580,1
2581,1
2583,1
2584,1
2587,1
2590,1
2594,1
2595,1
2607,1
2612,1
2659,1
2680,1
2700,1
2724,1
2737,1
2741,1
2747,1
2748,1
2749,1
2750,1
2751,1
2752,1
2753,1
2759,1
2760,1
2796,1
2799,1
2804,1
2819,1
2821,1
2824,1
2828,1
2832,1
2835,1
2840,1
2843,1
2844,1
2846,1
2848,1
2849,1
2851,1
2853,1
2865,1
2875,1
2876,1
2877,1
2884,1
2885,1
2886,1
2887,1
2889,1
2890,1
2893,1
2898,1
2905,1
2913,1
2915,1
2916,1
2918,1
2921,1
2925,1
2929,1
2931,1
2932,1
2939,1
2942,1
2944,1
2945,1
2946,1
2980,1
2982,1
2984,1
2986,1
2988,1
2989,1
2990,1
2991,1
2997,1
3001,1
3003,1
3015,1
3016,1
3018,1
3021,1
3028,1
3029,1
3036,1
3039,1
3046,1
3048,1
3062,1
3086,1
3088,1
3114,1
3196,1
3199,1
3215,1
3227,1
3233,1
3243,1
3255,1
3258,1
3293,1
3295,1
3301,1
3305,1
3306,1
3312,1
3320,1
3336,1
3356,1
3357,1
3360,1
3361,1
3363,1
3369,1
3416,1
3432,1
3485,1
3567,1
3572,1
3573,1
3597,1
3606,1
3607,1
3608,1
3609,1
3613,1
3622,1
3657,1
3665,1
3673,1
3723,1
3762,1
3782,1
3790,1
3792,1
3793,1
3798,1
3800,1
3802,1
3815,1
3816,1
3840,1
3843,1
3845,1
3864,1
3910,1
3919,1
3957,1
4022,1
4058,1
4109,1
4119,1
4121,1
4142,1
4144,1
4178,1
4188,1
4190,1
4207,1
4256,1
4333,1
4358,1
4361,1
4412,1
4413,1
4434,1
4464,1
4497,1
4534,1
4565,1
4567,1
4582,1
4589,1
4595,1
4598,1
4614,1
4631,1
4649,1
4673,1
4676,1
4685,1
4690,1
4695,1
4696,1
4697,1
4698,1
4700,1
4736,1
4766,1
4797,1
4801,1
4811,1
4818,1
4821,1
4832,1
