counter,crnf
19,1
25,1
26,1
31,1
48,1
59,1
65,1
69,1
86,1
106,1
115,1
142,1
157,1
202,1
205,1
206,1
224,1
228,1
233,1
242,1
243,1
245,1
253,1
264,1
265,1
280,1
281,1
282,1
283,1
286,1
288,1
289,1
293,1
295,1
296,1
300,1
301,1
304,1
328,1
330,1
332,1
351,1
354,1
359,1
364,1
368,1
369,1
370,1
371,1
384,1
385,1
459,1
460,1
461,1
462,1
477,1
501,1
504,1
508,1
516,1
534,1
540,1
592,1
596,1
604,1
605,1
609,1
611,1
635,1
639,1
653,1
655,1
668,1
699,1
712,1
713,1
717,1
718,1
722,1
851,1
853,1
855,1
859,1
863,1
865,1
866,1
868,1
869,1
872,1
875,1
881,1
885,1
899,1
909,1
911,1
933,1
944,1
988,1
993,1
994,1
995,1
1002,1
1016,1
1072,1
1093,1
1099,1
1103,1
1104,1
1107,1
1110,1
1112,1
1241,1
1282,1
1305,1
1306,1
1308,1
1359,1
1360,1
1368,1
1369,1
1382,1
1383,1
1384,1
1385,1
1387,1
1389,1
1391,1
1400,1
1415,1
1420,1
1425,1
1429,1
1430,1
1448,1
1451,1
1453,1
1455,1
1477,1
1480,1
1481,1
1483,1
1491,1
1503,1
1504,1
1505,1
1506,1
1510,1
1529,1
1531,1
1532,1
1535,1
1540,1
1546,1
1549,1
1551,1
1627,1
1629,1
1630,1
1632,1
1640,1
1651,1
1661,1
1662,1
1663,1
1665,1
1668,1
1669,1
1670,1
1676,1
1690,1
1691,1
1701,1
1702,1
1715,1
1718,1
1732,1
1739,1
1740,1
1747,1
1754,1
1756,1
1758,1
1769,1
1770,1
1776,1
1777,1
1778,1
1780,1
1787,1
1790,1
1795,1
1800,1
1801,1
1804,1
1805,1
1806,1
1807,1
1810,1
1815,1
1817,1
1819,1
1826,1
1829,1
1835,1
1836,1
1839,1
1840,1
1845,1
1846,1
1847,1
1848,1
1849,1
1850,1
1851,1
1852,1
1857,1
1862,1
1870,1
1872,1
1874,1
1880,1
1882,1
1885,1
1892,1
1895,1
1899,1
1900,1
1903,1
1904,1
1906,1
1907,1
1913,1
1925,1
1926,1
1928,1
1935,1
1936,1
1938,1
1945,1
1955,1
1956,1
1957,1
1964,1
1967,1
1968,1
1969,1
1970,1
1980,1
1985,1
2006,1
2023,1
2137,1
2139,1
2142,1
2143,1
2145,1
2146,1
2147,1
2152,1
2154,1
2155,1
2156,1
2221,1
2241,1
2242,1
2313,1
2331,1
2348,1
2351,1
2355,1
2359,1
2360,1
2371,1
2381,1
2390,1
2393,1
2394,1
2399,1
2401,1
2402,1
2403,1
2404,1
2405,1
2406,1
2408,1
2414,1
2415,1
2418,1
2421,1
2424,1
2425,1
2444,1
2445,1
2450,1
2455,1
2456,1
2457,1
2479,1
2480,1
2483,1
2490,1
2498,1
2505,1
2523,1
2550,1
2556,1
2663,1
2669,1
2672,1
2679,1
2721,1
2730,1
2770,1
2791,1
2792,1
2795,1
2803,1
2830,1
2903,1
2905,1
2906,1
2907,1
2908,1
2928,1
2929,1
2930,1
3098,1
3150,1
3151,1
3152,1
3153,1
3154,1
3155,1
3156,1
3215,1
3233,1
3235,1
3236,1
3239,1
3240,1
3243,1
3247,1
3248,1
3259,1
3310,1
3311,1
3313,1
3316,1
3332,1
3354,1
3355,1
3361,1
3362,1
3363,1
3367,1
3377,1
3380,1
3383,1
3427,1
3428,1
3429,1
3443,1
3444,1
3461,1
3468,1
3472,1
3477,1
3507,1
3508,1
3510,1
3521,1
3536,1
3551,1
3557,1
3564,1
3565,1
3567,1
3571,1
3579,1
3586,1
3588,1
3595,1
3608,1
3618,1
3621,1
3628,1
3629,1
3638,1
3653,1
3696,1
3704,1
3705,1
3706,1
3708,1
3709,1
3711,1
3713,1
3719,1
3725,1
3735,1
3738,1
3744,1
3746,1
3750,1
3754,1
3764,1
3770,1
3772,1
3774,1
3775,1
3776,1
3778,1
3779,1
3783,1
3786,1
3788,1
3789,1
