counter,crnf
143,1
154,1
155,1
156,1
157,1
159,1
174,1
177,1
190,1
192,1
193,1
194,1
195,1
196,1
209,1
214,1
234,1
235,1
241,1
242,1
244,1
245,1
248,1
254,1
264,1
273,1
274,1
277,1
278,1
282,1
283,1
284,1
292,1
293,1
295,1
435,1
436,1
451,1
458,1
461,1
462,1
463,1
464,1
474,1
480,1
483,1
485,1
496,1
499,1
540,1
542,1
561,1
579,1
599,1
601,1
605,1
613,1
615,1
616,1
617,1
618,1
620,1
621,1
622,1
623,1
624,1
631,1
632,1
633,1
639,1
641,1
645,1
648,1
656,1
674,1
678,1
680,1
683,1
699,1
708,1
721,1
726,1
740,1
767,1
770,1
878,1
884,1
887,1
889,1
895,1
899,1
908,1
948,1
953,1
964,1
965,1
967,1
992,1
995,1
1059,1
1108,1
1128,1
1132,1
1135,1
1169,1
1199,1
1222,1
1225,1
1226,1
1236,1
1237,1
1239,1
1240,1
1243,1
1263,1
1268,1
1269,1
1302,1
1303,1
1304,1
1305,1
1336,1
1356,1
1358,1
1359,1
1360,1
1368,1
1391,1
1394,1
1413,1
1427,1
1431,1
1437,1
1438,1
1440,1
1454,1
1456,1
1460,1
1474,1
1492,1
1495,1
1506,1
1507,1
1509,1
1522,1
1539,1
1541,1
1545,1
1572,1
1573,1
1584,1
1590,1
1592,1
1603,1
1614,1
1618,1
1627,1
1628,1
1633,1
1640,1
1674,1
1680,1
1683,1
1688,1
1691,1
1702,1
1703,1
1708,1
1715,1
1727,1
1746,1
1747,1
1748,1
1749,1
1841,1
1843,1
1844,1
1845,1
1847,1
1848,1
1872,1
1878,1
1883,1
1884,1
1885,1
1888,1
1894,1
1898,1
1899,1
1900,1
1901,1
1905,1
1906,1
1908,1
1909,1
1910,1
1911,1
1913,1
1924,1
1925,1
1929,1
1930,1
1932,1
1935,1
1937,1
1955,1
1959,1
1964,1
1966,1
2000,1
2011,1
2019,1
2020,1
2028,1
2038,1
2064,1
2089,1
2091,1
2093,1
2097,1
2098,1
2102,1
2107,1
2116,1
2118,1
2120,1
2121,1
2131,1
2137,1
2138,1
2140,1
2143,1
2159,1
2160,1
2161,1
2162,1
2163,1
2166,1
2167,1
2168,1
2171,1
2178,1
2179,1
2182,1
2186,1
2188,1
2189,1
2190,1
2194,1
2195,1
2198,1
2204,1
2211,1
2212,1
2215,1
2220,1
2221,1
2222,1
2225,1
2226,1
2228,1
2230,1
2231,1
2233,1
2238,1
2247,1
2258,1
2260,1
2261,1
2262,1
2265,1
2266,1
2269,1
2270,1
2272,1
2273,1
2277,1
2280,1
2281,1
2282,1
2284,1
2285,1
2287,1
2290,1
2291,1
2292,1
2293,1
2294,1
2296,1
2297,1
2298,1
2300,1
2301,1
2302,1
2305,1
2307,1
2308,1
2314,1
2317,1
2321,1
2324,1
2325,1
2332,1
2339,1
2342,1
2343,1
2354,1
2355,1
2358,1
2367,1
2369,1
2371,1
2377,1
2383,1
2384,1
2390,1
2391,1
2396,1
2397,1
2410,1
2411,1
2412,1
2428,1
2434,1
2448,1
2464,1
2465,1
2469,1
2476,1
2478,1
2487,1
2505,1
2520,1
2535,1
2536,1
2587,1
2607,1
2640,1
2648,1
2660,1
2678,1
2706,1
2707,1
2713,1
2714,1
2720,1
2723,1
2739,1
3203,1
3231,1
3239,1
3240,1
3242,1
3244,1
3251,1
3252,1
3254,1
3256,1
3269,1
3270,1
3334,1
3335,1
3339,1
3346,1
3347,1
3352,1
3354,1
3355,1
3357,1
3358,1
3359,1
3360,1
3362,1
3363,1
3364,1
3366,1
3368,1
3369,1
3370,1
3410,1
3479,1
3484,1
3485,1
3487,1
3490,1
3496,1
3497,1
3502,1
3503,1
3504,1
3509,1
3510,1
3511,1
3513,1
3515,1
3516,1
3517,1
3518,1
3523,1
3530,1
3537,1
3539,1
3562,1
3575,1
3590,1
3591,1
3597,1
3625,1
3627,1
3629,1
3636,1
3642,1
3656,1
3659,1
3665,1
3668,1
3683,1
3713,1
3736,1
3739,1
3743,1
3745,1
3746,1
3756,1
3757,1
3763,1
3767,1
3769,1
3770,1
3772,1
3774,1
3790,1
3794,1
3798,1
3799,1
3803,1
3811,1
3819,1
3822,1
3823,1
3839,1
3853,1
3854,1
3879,1
3883,1
3886,1
3889,1
3891,1
3893,1
3894,1
3896,1
3897,1
3899,1
3902,1
3903,1
3904,1
3906,1
3913,1
3920,1
4163,1
4165,1
4193,1
4194,1
4302,1
4308,1
4314,1
4327,1
4328,1
4343,1
4345,1
4352,1
4353,1
4361,1
4371,1
4374,1
4380,1
4382,1
4384,1
4385,1
4407,1
4569,1
4621,1
4622,1
4625,1
4689,1
4692,1
4695,1
4696,1
4702,1
4703,1
4715,1
4726,1
4803,1
4828,1
4831,1
4841,1
4924,1
4972,1
4995,1
4998,1
5010,1
5011,1
5024,1
5027,1
5045,1
5048,1
5054,1
5059,1
5074,1
5075,1
5253,1
5341,1
5342,1
5396,1
5402,1
5423,1
5426,1
5458,1
5464,1
5467,1
5551,1
5552,1
5558,1
5567,1
5629,1
5633,1
5634,1
5635,1
5641,1
5653,1
5656,1
5691,1
5698,1
5778,1
5791,1
6008,1
6009,1
6013,1
6014,1
6015,1
6040,1
6054,1
6057,1
6060,1
6061,1
6064,1
6071,1
6072,1
6073,1
6077,1
6091,1
6092,1
6094,1
6097,1
6105,1
6107,1
6113,1
6119,1
6137,1
6158,1
6174,1
6201,1
6204,1
6220,1
6221,1
6222,1
6223,1
6227,1
6228,1
6238,1
6304,1
6306,1
6322,1
6323,1
6338,1
6348,1
6356,1
6361,1
6362,1
6374,1
6395,1
6396,1
6424,1
6430,1
6454,1
6456,1
6460,1
6467,1
6469,1
6491,1
6494,1
6509,1
6528,1
6530,1
6553,1
6554,1
6570,1
6572,1
6583,1
6613,1
6614,1
6615,1
6616,1
6617,1
6619,1
6621,1
6623,1
6626,1
6628,1
6640,1
6676,1
6685,1
6693,1
6724,1
6749,1
6751,1
6772,1
6782,1
6784,1
6785,1
6786,1
6787,1
6812,1
6830,1
6837,1
6842,1
6860,1
6868,1
6869,1
6871,1
6894,1
6900,1
6915,1
6919,1
7135,1
7170,1
7191,1
7195,1
7223,1
7227,1
7230,1
7238,1
7240,1
7248,1
7250,1
7257,1
7280,1
7282,1
7297,1
7374,1
7377,1
7378,1
7392,1
7394,1
7395,1
7396,1
7397,1
7403,1
7405,1
7410,1
7417,1
7422,1
7424,1
7427,1
7428,1
7431,1
7433,1
7434,1
7436,1
7438,1
7441,1
7445,1
7447,1
7451,1
7459,1
7463,1
7464,1
7465,1
7467,1
7470,1
7473,1
7479,1
7480,1
7481,1
7483,1
7484,1
7485,1
7491,1
7493,1
7494,1
7495,1
7496,1
7498,1
7500,1
7502,1
7511,1
7515,1
7525,1
7526,1
7527,1
7528,1
7529,1
7532,1
7537,1
7539,1
7540,1
7550,1
7557,1
7566,1
7567,1
7573,1
7580,1
7583,1
7584,1
7585,1
7591,1
7592,1
7597,1
7605,1
7606,1
7607,1
7613,1
7615,1
7616,1
7619,1
7620,1
7622,1
7628,1
7651,1
7654,1
7655,1
7656,1
7657,1
7658,1
7659,1
7660,1
7661,1
7664,1
7665,1
7669,1
7676,1
7679,1
7681,1
7683,1
7690,1
7692,1
7694,1
7701,1
7703,1
7704,1
7705,1
7706,1
7708,1
7721,1
7722,1
7724,1
7725,1
7727,1
7730,1
7731,1
7741,1
7743,1
7747,1
7754,1
7764,1
7773,1
7778,1
7783,1
7786,1
7791,1
7794,1
7813,1
7814,1
7818,1
7821,1
7822,1
7835,1
7837,1
7838,1
7844,1
7849,1
7850,1
7857,1
7858,1
7861,1
7871,1
7877,1
7893,1
7897,1
7911,1
7912,1
7914,1
8024,1
8027,1
8047,1
8063,1
8075,1
8076,1
8077,1
8078,1
8084,1
8087,1
8089,1
8095,1
8114,1
8115,1
8117,1
8119,1
8122,1
8124,1
8157,1
8158,1
8159,1
8161,1
8164,1
8165,1
8166,1
8167,1
8168,1
8169,1
8171,1
8172,1
8309,1
8320,1
8331,1
8332,1
8335,1
8340,1
8344,1
8350,1
8352,1
8369,1
8386,1
8451,1
8493,1
8505,1
8506,1
8509,1
8510,1
8517,1
8529,1
8532,1
8533,1
8534,1
8535,1
8538,1
8539,1
8544,1
8545,1
8547,1
8578,1
8581,1
8582,1
8586,1
8629,1
8630,1
8652,1
8700,1
8775,1
8789,1
8790,1
8791,1
8815,1
8818,1
8831,1
8839,1
8860,1
8899,1
8913,1
9086,1
9136,1
9142,1
9147,1
9158,1
9160,1
9164,1
9175,1
9177,1
9185,1
9186,1
9194,1
9199,1
9200,1
9279,1
9280,1
9285,1
9287,1
9289,1
9294,1
9298,1
9311,1
9320,1
9339,1
9341,1
9343,1
9372,1
9485,1
9487,1
9498,1
9500,1
9501,1
9511,1
9519,1
9520,1
9539,1
9555,1
9609,1
9620,1
9796,1
9834,1
9839,1
9893,1
9899,1
9911,1
9922,1
9945,1
9960,1
9976,1
9986,1
9999,1
10002,1
10049,1
10084,1
10095,1
10138,1
10158,1
10159,1
10175,1
10177,1
10187,1
10194,1
10205,1
10206,1
10212,1
10215,1
10298,1
10330,1
10331,1
10379,1
10411,1
10419,1
10464,1
10467,1
10488,1
10508,1
10510,1
10513,1
10514,1
10515,1
10516,1
10517,1
10520,1
10535,1
10536,1
10537,1
10539,1
10577,1
10588,1
10592,1
10622,1
10623,1
10645,1
10658,1
10666,1
10676,1
10703,1
10713,1
10743,1
10747,1
10763,1
10814,1
10820,1
10823,1
10827,1
10835,1
10836,1
10842,1
10843,1
10856,1
10863,1
10864,1
10866,1
10868,1
10877,1
10885,1
10886,1
10892,1
10893,1
10895,1
10896,1
10897,1
10903,1
10905,1
10906,1
10908,1
10909,1
10915,1
10918,1
10920,1
10927,1
10931,1
10932,1
10941,1
10981,1
11063,1
11083,1
11100,1
11117,1
11120,1
11186,1
11190,1
11194,1
11195,1
11203,1
11212,1
11214,1
11215,1
11216,1
11246,1
11247,1
11249,1
11262,1
11281,1
11285,1
11286,1
11298,1
11299,1
11300,1
11302,1
11312,1
11313,1
11315,1
11335,1
11336,1
11338,1
11340,1
11349,1
11351,1
11363,1
11367,1
11375,1
11381,1
11387,1
11389,1
11402,1
11403,1
11404,1
11406,1
11410,1
11411,1
11419,1
11426,1
11431,1
11432,1
11433,1
11445,1
11447,1
11448,1
11452,1
11455,1
11457,1
11462,1
11468,1
11470,1
11476,1
11489,1
11619,1
11703,1
11704,1
11709,1
11721,1
11727,1
11768,1
11808,1
11834,1
11843,1
11900,1
11908,1
11910,1
11911,1
11912,1
11913,1
11914,1
11915,1
11916,1
11918,1
11919,1
11921,1
11923,1
11924,1
11925,1
11927,1
11928,1
11929,1
11934,1
11936,1
11937,1
11938,1
11944,1
11945,1
11947,1
11948,1
11952,1
11953,1
11954,1
11955,1
11956,1
11957,1
11963,1
11964,1
11967,1
11969,1
11994,1
11996,1
12008,1
12027,1
12028,1
12031,1
12033,1
12034,1
12036,1
12037,1
12038,1
12149,1
12151,1
12180,1
12186,1
12189,1
12207,1
12212,1
12213,1
12216,1
12219,1
12220,1
12221,1
12223,1
12227,1
12228,1
12236,1
12238,1
12240,1
12250,1
12265,1
12282,1
12283,1
12284,1
12321,1
12325,1
12329,1
12332,1
12333,1
12335,1
12345,1
12348,1
12349,1
12362,1
12374,1
12383,1
12424,1
12426,1
12455,1
12456,1
12606,1
12648,1
12649,1
12650,1
12654,1
12656,1
12659,1
12660,1
12705,1
12706,1
12715,1
12718,1
12727,1
12728,1
12736,1
12743,1
12747,1
12759,1
12792,1
12795,1
12800,1
12816,1
12829,1
12832,1
12841,1
12844,1
12847,1
12855,1
12860,1
12863,1
12866,1
12869,1
12881,1
12884,1
12885,1
12889,1
12905,1
12906,1
12907,1
12908,1
12909,1
12910,1
12911,1
12912,1
12995,1
13002,1
13003,1
13004,1
13005,1
13012,1
13019,1
13021,1
13023,1
13026,1
13027,1
13031,1
13037,1
13038,1
13041,1
13043,1
13044,1
13046,1
13050,1
13051,1
13053,1
13054,1
13057,1
13058,1
13061,1
13065,1
13070,1
13071,1
13072,1
13075,1
13077,1
13093,1
13099,1
13100,1
13109,1
13127,1
13130,1
13161,1
13167,1
13231,1
13237,1
13288,1
13377,1
13395,1
13417,1
13419,1
13423,1
13426,1
13429,1
13456,1
13459,1
13533,1
13538,1
13557,1
13578,1
13652,1
13659,1
13660,1
13667,1
13668,1
13669,1
13670,1
13673,1
13675,1
13682,1
13685,1
13711,1
13713,1
13725,1
13726,1
13731,1
13751,1
